title,company,location,type,skills_required,salary_min,salary_max,category
Revenue Operations Analyst,Glenridge Procurement Group,Remote,Contract,"SAP, Excel, Stakeholder Management, Data-Driven Decision Making, Negotiation, Budgeting & Forecasting, P&L Management",81713,101251,Business Operations
Senior Fulfillment Operations Manager,Justwell Sourcing Co,"San Francisco, CA",Full-time,"Supply Chain Analysis, Excel, Vendor Management, Procurement",108308,121848,Supply Chain
Staff Scrum Master,Larkspur Freight Partners,"Boston, MA",Contract,"Agile Methodology, MS Project, Risk Assessment (Projects), PRINCE2, Change Management",139817,168709,Project & Program Management
Procurement Manager,Nettlefield Ventures,Remote,Internship,"Budgeting & Forecasting, Data Analysis, Critical Thinking, Risk Management, Procurement",80996,98186,Supply Chain
Manager Agile Coach,Saltmarsh Supply Co,Remote,Internship,"Stakeholder Management, Vendor Coordination, PMP Certification, Agile Methodology",124232,135587,Project & Program Management
Business Operations Manager,Larkspur Freight Partners,Remote,Contract,"Budgeting & Forecasting, QuickBooks, Excel",83687,92170,Business Operations
PMO Lead,Stonewick Supply Chain Co,"London, UK",Full-time,"Asana, Change Management, PMP Certification, Budget Management (Projects), Portfolio Management, Risk Assessment (Projects), Sprint Planning",82473,95127,Project & Program Management
Senior Operations Analyst,Bluepeak Software,Singapore,Full-time,"Budgeting & Forecasting, KPI Development, Cost-Benefit Analysis, Business Analysis, Data-Driven Decision Making",106104,130723,Business Operations
Junior Procurement Manager,Windmere Consulting Group,"New York, NY",Full-time,"KPI Development, Cost-Benefit Analysis, Data Analysis, Contract Negotiation, Budgeting & Forecasting",56847,67441,Supply Chain
Junior Operations Associate,Pinecrest Digital,Remote,Part-time,"Time Management, Stakeholder Management, Cost-Benefit Analysis, SAP, NetSuite, Cross-team Coordination",57866,67240,Business Operations
Intern Procurement Specialist,Pinecrest Digital,Remote,Internship,"Facilitation, NetSuite, Risk Management, Vendor Management",21477,25858,Supply Chain
Senior Purchasing Coordinator,Silverton Logistics,Remote,Part-time,"Procurement, Excel, NetSuite, Vendor Management, Budgeting & Forecasting, Risk Management",103960,112961,Supply Chain
Lead Sourcing Analyst,Elmswood Trading Co,Remote,Full-time,"Excel, SAP, NetSuite, Risk Management, Cross-functional Collaboration, Cost-Benefit Analysis",122904,142789,Supply Chain
Principal Scrum Master,Pinegrove Freight Co,"Dublin, Ireland",Full-time,"Agile Methodology, Vendor Coordination, Scrum, PRINCE2, Time Management, SAFe (Scaled Agile Framework)",139066,148787,Project & Program Management
Junior Business Operations Manager,Pinecrest Digital,Remote,Full-time,"Business Analysis, KPI Development, Excel, Vendor Management, QuickBooks",56705,62135,Business Operations
Junior Business Operations Manager,Thistledown Operations,"Los Angeles, CA",Internship,"Vendor Management, Cost-Benefit Analysis, SAP, Process Improvement, NetSuite, Excel Financial Modeling, Negotiation, Stakeholder Management",55694,69256,Business Operations
Manager Operations Associate,Northgate Operations Inc,"Seattle, WA",Contract,"Process Improvement, P&L Management, Cost-Benefit Analysis, SAP, Business Analysis, Vendor Management, KPI Development",131148,162164,Business Operations
Senior Project Coordinator,Cedarpine Logistics,"Boston, MA",Internship,"PRINCE2, Milestone Tracking, Risk Assessment (Projects), Sprint Planning, Negotiation, Agile Methodology, Retrospective Facilitation",102607,111729,Project & Program Management
Senior PMO Lead,Yardley Logistics Co,Remote,Full-time,"Milestone Tracking, Change Management, Gantt Chart Planning",101952,118146,Project & Program Management
Scrum Master,Bluepeak Software,"Chicago, IL",Full-time,"Stakeholder Management, Kanban, Critical Thinking, Portfolio Management, Jira, Gantt Chart Planning, Program Management, Monday.com",78568,92117,Project & Program Management
Lead Inventory Analyst,Meridian Apps,Remote,Part-time,"KPI Development, Negotiation, Procurement, Risk Management, Cost-Benefit Analysis",124792,138359,Supply Chain
Lead Sourcing Analyst,Yardley Logistics Co,"San Francisco, CA",Full-time,"Procurement, Critical Thinking, Excel, Risk Management",128148,153222,Supply Chain
Lead Sourcing Analyst,Thistledown Operations,Remote,Full-time,"Data Analysis, Procurement, Problem Solving, Vendor Management",126998,137277,Supply Chain
Operations Coordinator,Fernbridge Holdings,"Bangalore, India",Contract,"Negotiation, KPI Development, Excel Financial Modeling, QuickBooks, Cost-Benefit Analysis, Cross-team Coordination",84371,95677,Business Operations
Junior Sourcing Analyst,Copperfield Ventures,"New York, NY",Full-time,"SAP, Cost-Benefit Analysis, Vendor Management, NetSuite, KPI Development, Contract Negotiation",59711,72350,Supply Chain
Junior Procurement Specialist,Wellspring Procurement Partners,"Toronto, ON",Full-time,"Risk Management, SAP, Time Management, Cost-Benefit Analysis, KPI Development, NETSUITE, Budgeting & Forecasting, Procurement",60716,65065,Supply Chain
Manager Procurement Specialist,Saltmarsh Supply Co,"Denver, CO",Internship,"Procurement, Cost-Benefit Analysis, SAP, Risk Management, Vender Management, KPI Development, Data Analysis",121310,140548,Supply Chain
Operations Manager,Harborline Technologies,Remote,Full-time,"Git, NetSuite, Process Improvement, Business Analysis, P&L Management, QuickBooks, Data-Driven Decision Making",84425,93209,Business Operations
Senior Vendor Manager,Underhill Ventures Group,Remote,Part-time,"Procurement, Cost-Benefit Analysis, Presentation Skills, KPI Development, Vendor Management",101701,116014,Supply Chain
Lead Procurement Specialist,Stonewick Supply Chain Co,"Atlanta, GA",Full-time,"Procurement, Budgeting & Forecasting, Cost-Benefit Analysis, SAP, NetSuite, Risk Management, Team Leadership",128369,145909,Supply Chain
Junior Supply Chain Coordinator,Northgate Operations Inc,"Boston, MA",Full-time,"KPI Development, Procurement, NetSuite, Risk Management, Budgeting & Forecasting",62299,77192,Supply Chain
Manager Agile Coach,Wellspring Procurement Partners,Remote,Full-time,"Kanban, Risk Assessment (Projects), Cross-functional Collaboration, Budget Management (Projects), Monday.com, Stakeholder Management",126347,160392,Project & Program Management
Director of Operations,Hartsfield Supply Chain Partners,"Denver, CO",Internship,"NetSuite, Cost-Benefit Analysis, P&L Management, KPI Development, Stakeholder Management, Communication, SAP",148216,158268,Business Operations
Lead Scrum Master,Millbrook Distribution Group,"Denver, CO",Part-time,"Resource Allocation, Monday.com, SAFe (Scaled Agile Framework), Confluence, Milestone Tracking, Change Management, Gantt Chart Planning",120680,145903,Project & Program Management
Category Manager,Amberfield Logistics,"Seattle, WA",Full-time,"Negotiation, Contract Negotiation, Cost-Benefit Analysis, KPI Development, Risk Management, Vendor Management",83376,100907,Supply Chain
Principal Technical Program Manager,Quarrystone Enterprises,"Atlanta, GA",Full-time,"Cross-team Coordination, Confluence, Communication, Monday.com, Scrum, Risk Assessment (Projects)",143493,154837,Project & Program Management
Logistics Manager,Millbrook Distribution Group,Remote,Internship,"Excel Financial Modeling, Problem Solving, Supply Chain Analysis, Vendor Management",121973,154545,Supply Chain
Demand Planner,Valemont Distribution,"Seattle, WA",Full-time,"Budgeting & Forecasting, Contract Negotiation, SAP, KPI Development",80885,96345,Supply Chain
Lead Vendor Manager,Cobalt Harbor Group,Remote,Full-time,"Excel, Contract Negotiation, Team Leadership, KPI Development, Cost-Benefit Analysis, Risk Management, Budgeting & Forecasting, Procurement",118874,142537,Supply Chain
Purchasing Coordinator,Larkspur Freight Partners,"Berlin, Germany",Full-time,"Procurement, Vendor Management, Risk Management",80397,85557,Supply Chain
Junior Sourcing Analyst,Meridian Apps,"San Francisco, CA",Part-time,"Risk Management, Procurement, Excel, Budgeting & Forecasting",56861,68773,Supply Chain
Staff Project Manager,Redwood Data Systems,Remote,Full-time,"Kanban, Program Management, Gantt Chart Planning, Budget Management (Projects)",137710,162982,Project & Program Management
Lead Program Manager,Briarcliff Supply Group,"New York, NY",Full-time,"Roadmap Planning, Git, Monday.com, Vendor Coordination, Asana, Resource Allocation",123319,146843,Project & Program Management
Manager Director of Operations,Amberfield Logistics,"Los Angeles, CA",Internship,"SAP, Excel Financial Modeling, Stakeholder Management",129184,152549,Business Operations
Intern Purchasing Coordinator,Emberline Trading Co,Remote,Internship,"Budgeting & Forecasting, Procurement, KPI Development, Data Analysis",20927,33336,Supply Chain
Lead Category Manager,Kingsford Supply Group,"Berlin, Germany",Part-time,"Vendor Management, Risk Management, Data Analysis, KPI Development, Cost-Benefit Analysis, SAP",115618,134920,Supply Chain
Manager Supply Chain Coordinator,Quarrystone Enterprises,"Austin, TX",Full-time,"Excel, Presentation Skills, Vendor Management, Excel Financial Modeling, SAP",131514,150613,Supply Chain
Director Supply Chain Analyst,Redwood Data Systems,"San Francisco, CA",Internship,"Supply Chain Analysis, Cost-Benefit Analysis, Contract Negotiation, sap, sap",159605,179427,Supply Chain
Logistics Manager,Justwell Sourcing Co,"Boston, MA",Full-time,"SAP, Risk Management, Data Analysis, Vendor Management, Budgeting & Forecasting, Problem Solving, Excel Financial Modeling, NetSuite",77584,90216,Supply Chain
Senior Supply Chain Coordinator,Saltmarsh Supply Co,Remote,Full-time,"Procurement,   Data Analysis , NetSuite, Agile Methodology, KPI Development, Risk Management",108144,119528,Supply Chain
Principal Strategy & Operations Manager,Quarrystone Enterprises,"Bangalore, India",Internship,"Cross-team Coordination, Vendor Management, Cost-Benefit Analysis, KPI Development",139008,149657,Business Operations
Lead Operations Associate,Pinecrest Digital,"Dublin, Ireland",Full-time,"NetSuite, Vendor Management, Budgeting & Forecasting, QuickBooks",117001,130374,Business Operations
Director Strategy & Operations Manager,Nettlefield Ventures,Remote,Full-time,"P&L Management, Critical Thinking, Business Analysis, Process Improvement, KPI Development, NetSuite, Excel Financial Modeling",146315,165000,Business Operations
Lead Agile Coach,Ironhollow Freight Co,Remote,Internship,"Program Management, Risk Assessment (Projects), Microsoft Project, Facilitation, Scrum, Change Management",121972,146065,Project & Program Management
Lead Project Coordinator,Timberline Sourcing Group,Remote,Internship,"Time Management, Microsoft Project, Budget Management (Projects), Portfolio Management, Jira",130334,144262,Project & Program Management
Staff Project Manager,Duskwood Logistics Partners,"Vancouver, BC",Full-time,"Problem Solving, Retrospective Facilitation, Roadmap Planning, Trello, PMP Certification",128306,137608,Project & Program Management
Senior Project Manager,Ashwater Consulting,"San Francisco, CA",Full-time,"Time Management, Microsoft Project, Kanban, Jira, Sprint Planning",106990,120528,Project & Program Management
Junior Operations Analyst,Ashwater Consulting,Remote,Full-time,"Vendor Management, Budgeting & Forecasting, Problem Solving, NetSuite",58368,66089,Business Operations
Principal Director of Operations,Quarrystone Enterprises,Remote,Full-time,"Business Analysis, NetSuite, KPI Development, Negotiation",141778,161424,Business Operations
Director Business Operations Manager,Cascade Freight Systems,Remote,Contract,"Excel, Process Improvement, Vendor Management, NetSuite, Budgeting & Forecasting, KPI Development, Cost-Benefit Analysis",158017,181157,Business Operations
Junior Logistics Coordinator,Auburn Peak Logistics,"Toronto, ON",Contract,"Vendor Management, Communication, Contract Negotiation, Procurement, KPI Development",55510,65692,Supply Chain
Senior Supply Chain Coordinator,Thistledown Operations,"San Francisco, CA",Contract,"Budgeting & Forecasting, Excel, Cost-Benefit Analysis",96740,111632,Supply Chain
Manager Purchasing Coordinator,Yardley Logistics Co,"San Francisco, CA",Internship,"Vendor Management, Budgeting & Forecasting, NetSuite, Cost-Benefit Analysis",121651,145521,Supply Chain
Procurement Manager,Overlook Sourcing Co,Remote,Full-time,"Risk Management, NetSuite, Cost-Benefit Analysis, Contract Negotiation, Vendor Management",82713,100362,Supply Chain
Manager Scrum Master,Cascade Freight Systems,"Austin, TX",Internship,"Confluence, SAFe (Scaled Agile Framework), Microsoft Project, Risk Assessment (Projects), Budget Management (Projects), Scrum, Roadmap Planning",119481,145080,Project & Program Management
Lead Category Manager,Cedarpine Logistics,"Seattle, WA",Full-time,"Risk Management, Vendor Management, Budgeting & Forecasting, Excel, Cost-Benefit Analysis, Data Analysis",123186,143251,Supply Chain
Lead Project Manager,Norwich Point Consulting,Remote,Part-time,"REQUIREMENTS GATHERING, Sprint Planning, Roadmap Planning, Retrospective Facilitation, Agile Methodology, Trello, Gantt Chart Planning",115055,140398,Project & Program Management
Business Operations Manager,Juniper Ridge Partners,Remote,Full-time,"P&L Management, Stakeholder Management, QuickBooks, NetSuite, SAP, Cost-Benefit Analysis, Critical Thinking",114483,131250,Business Operations
Manager PMO Lead,Ashgrove Consulting,Remote,Part-time,"PRINCE2, Git, Vendor Coordination, Gantt Chart Planning, Trello, Resource Allocation, SAFe (Scaled Agile Framework), Risk Assessment (Projects)",113567,140189,Project & Program Management
Manager Sourcing Analyst,Cedarpine Logistics,Remote,Full-time,"NetSuite, Excel, Cross-functional Collaboration, Procurement, Contract Negotiation,   Data Analysis , Risk Management",125359,138290,Supply Chain
Principal Revenue Operations Analyst,Zephyrhold Enterprises,"Los Angeles, CA",Full-time,"Excel, Stakeholder Management, Cost-Benefit Analysis, Budgeting & Forecasting, KPI Development",146329,171555,Business Operations
Principal Director of Operations,Onyx Bridge Tech,Remote,Internship,"Cross-team Coordination, Critical Thinking, Process Improvement, P&L Management, SAP, Cost-Benefit Analysis, Stakeholder Management, Data-Driven Decision Making",142092,164436,Business Operations
Principal Scrum Master,Ironhollow Freight Co,"London, UK",Full-time,"Stakeholder Management, Change Management, Milestone Tracking, Budget Management (Projects)",147435,158548,Project & Program Management
Manager Supply Chain Analyst,Ravensmoor Operations,Remote,Full-time,"KPI Development, Decision Making, Excel Financial Modeling, Contract Negotiation, Excel",116691,144745,Supply Chain
Intern Inventory Analyst,Northgate Operations Inc,"Chicago, IL",Internship,"KPI Development, Vendor Management, Procurement",20140,31411,Supply Chain
Junior Supply Chain Manager,Valemont Distribution,"Seattle, WA",Part-time,"Team Leadership, SAP, Risk Management, Excel Financial Modeling, KPI Development, Procurement",56668,60923,Supply Chain
Intern Project Manager,Cedarpine Logistics,Remote,Internship,"Monday.com, Requirements Gathering, Milestone Tracking, Gantt Chart Planning, Microsoft Project, Agile Methodology, Scrum",21206,35973,Project & Program Management
Intern Agile Coach,Brightfield Sourcing,"San Francisco, CA",Internship,"Roadmap Planning, Agile Methodology, Portfolio Management, Sprint Planning, Microsoft Project, Program Management, Requirements Gathering",25169,29186,Project & Program Management
Senior Supply Chain Coordinator,Onyx Bridge Tech,Singapore,Full-time,"Excel, Cost-Benefit Analysis, Procurement",106418,120262,Supply Chain
Principal Agile Coach,Ivyholt Consulting Group,Remote,Full-time,"Agile Methodology, Sprint Planning, Microsoft Project, Scrum, Stakeholder Management, Risk Assessment (Projects), Gantt Chart Planning",146074,164788,Project & Program Management
Principal PMO Analyst,Kettlebrook Enterprises,"Atlanta, GA",Full-time,"Risk Assessment (Projects), Decision Making, Trello, Gantt Chart Planning, Vendor Coordination, Milestone Tracking",135850,160275,Project & Program Management
Vendor Manager,Palisade Operations Group,"San Francisco, CA",Full-time,"Risk Management, SAP, Negotiation, Budgeting & Forecasting",83524,89184,Supply Chain
Junior Purchasing Coordinator,Wrenfield Sourcing Partners,"London, UK",Full-time,"NetSuite, Excel, Data Analysis, SAP, Contract Negotiation",56740,67715,Supply Chain
Manager Operations Analyst,Ashgrove Consulting,"Los Angeles, CA",Full-time,"Excel Financial Modeling, Process Improvement, Cost-Benefit Analysis, Cross-team Coordination, P&L Management, Vendor Management, Team Leadership, Budgeting & Forecasting",122709,149474,Business Operations
Senior Procurement Specialist,Brightfield Sourcing,"Los Angeles, CA",Internship,"Risk Management, Contract Negotiation, KPI Development",104826,130831,Supply Chain
Junior Procurement Specialist,Redwood Data Systems,"Toronto, ON",Contract,"Budgeting & Forecasting, NetSuite, Cost-Benefit Analysis, SAP, Risk Management, KPI Development",57192,73750,Supply Chain
Junior Project Coordinator,Ironhollow Freight Co,Remote,Full-time,"Portfolio Management, Retrospective Facilitation, Kanban, PMP Certification, Critical Thinking",61143,66758,Project & Program Management
Junior Operations Analyst,Farrowdale Operations Group,"Berlin, Germany",Full-time,"Cross-functional Collaboration, Cross-team Coordination, QuickBooks, Budgeting & Forecasting, KPI Development, Excel, Stakeholder Management",60502,72821,Business Operations
Lead Procurement Specialist,Timberline Sourcing Group,"Dublin, Ireland",Part-time,"Vendor Management, Git, Data Analysis, Risk Management, NetSuite",127490,154725,Supply Chain
Director Strategy & Operations Manager,Larkspur Freight Partners,Remote,Full-time,"Budgeting & Forecasting, Excel, QuickBooks",163370,191115,Business Operations
Senior Director of Operations,Saltmarsh Supply Co,"Atlanta, GA",Full-time,"KPI Development, Data-Driven Decision Making, P&L Management, Git, Process Improvement, Cost-Benefit Analysis",105240,114908,Business Operations
Principal Strategy & Operations Manager,Longmoor Logistics Group,"Chicago, IL",Full-time,"KPI Development, Data-Driven Decision Making, Cross-team Coordination, Vendor Management, NetSuite, QuickBooks, SAP, Communication",141039,160998,Business Operations
Technical Program Manager,Amberfield Logistics,Remote,Full-time,"PMP Certification, Portfolio Management, Resource Allocation, PRINCE2, Kanban, Trello, Microsoft Project",75515,91272,Project & Program Management
Lead Procurement Specialist,Copperfield Ventures,"Seattle, WA",Full-time,"Presentation Skills, Cost-Benefit Analysis, Excel, Risk Management",122422,146133,Supply Chain
Junior Procurement Specialist,Larkspur Freight Partners,"Boston, MA",Full-time,"Budgeting & Forecasting, Facilitation, Contract Negotiation, Excel, KPI Development",56807,67118,Supply Chain
Director Inventory Analyst,Harborline Technologies,"Los Angeles, CA",Full-time,"Communication, SAP, NetSuite, Budgeting & Forecasting",158170,181371,Supply Chain
Staff Program Manager,Silverton Logistics,"Seattle, WA",Internship,"Resource Allocation, Confluence, Roadmap Planning, Presentation Skills",137962,166692,Project & Program Management
Intern PMO Lead,Skyline Ventures IT,"Denver, CO",Internship,"Resource Allocation, Portfolio Management, Milestone Tracking, Agile Methodology, Change Management, Trello, Jira",25218,39730,Project & Program Management
Senior Operations Associate,Silverton Logistics,"Berlin, Germany",Internship,"NetSuite, QuickBooks, Business Analysis, Excel, Budgeting & Forecasting, KPI Development",105160,123991,Business Operations
Senior Supply Chain Analyst,Cedarpine Logistics,"London, UK",Full-time,"Budgeting & Forecasting, SAP, Contract Negotiation",97753,125768,Supply Chain
Senior Supply Chain Manager,Brightfield Sourcing,Remote,Full-time,"SAP, Excel Financial Modeling, KPI Development, Contract Negotiation, Supply Chain Analysis, Critical Thinking",96266,107390,Supply Chain
Principal Technical Program Manager,Granite Vale Enterprises,"Bangalore, India",Contract,"Risk Assessment (Projects), Change Management, PMP Certification, Stakeholder Management, Resource Allocation",137059,164474,Project & Program Management
Lead Logistics Coordinator,Ravensmoor Operations,"Austin, TX",Full-time,"Excel Financial Modeling, NetSuite, Excel, KPI Development, Contract Negotiation, Negotiation, Vendor Management, Budgeting & Forecasting",127222,145999,Supply Chain
Junior Supply Chain Analyst,Amberfield Logistics,"Denver, CO",Full-time,"Risk Management, Cost-Benefit Analysis, Problem Solving, Budgeting & Forecasting",59725,73303,Supply Chain
Intern Project Coordinator,Pinegrove Freight Co,"Seattle, WA",Full-time,"Requirements Gathering, Trello, Vendor Coordination, Gantt Chart Planning, Monday.com, Milestone Tracking, Budget Management (Projects)",22752,34443,Project & Program Management
Senior Vendor Manager,Elmswood Trading Co,"Chicago, IL",Full-time,"Excel, Cost-Benefit Analysis, KPI Development",106173,119708,Supply Chain
Business Operations Manager,Fernbridge Holdings,Remote,Full-time,"Data-Driven Decision Making, Presentation Skills, Stakeholder Management, KPI Development, SAP",80963,90077,Business Operations
Manager Logistics Coordinator,Windmere Consulting Group,"New York, NY",Full-time,"KPI Development, Cost-Benefit Analysis, Excel Financial Modeling, Contract Negotiation, Problem Solving, Procurement",128669,153935,Supply Chain
Junior Project Manager,Overlook Sourcing Co,"San Francisco, CA",Full-time,"Change Management, Negotiation, Kanban, Agile Methodology",59478,71740,Project & Program Management
Staff PMO Lead,Kettlebrook Enterprises,"San Francisco, CA",Internship,"Confluence, Stakeholder Management, Trello, Scrum, Cross-team Coordination, Asana, Microsoft Project",135700,154157,Project & Program Management
Manager Director of Operations,Thornfield Industries,Remote,Full-time,"NetSuite, Stakeholder Management, Cross-team Coordination",128223,142758,Business Operations
Principal Operations Analyst,Cascade Freight Systems,Remote,Contract,"Data-Driven Decision Making, Excel Financial Modeling, Process Improvement, Presentation Skills, Cross-team Coordination, SAP",135246,145388,Business Operations
Junior Operations Associate,Lockwood Trading Partners,"Boston, MA",Full-time,"Time Management, P&L Management, Process Improvement, Cross-team Coordination, NetSuite, KPI Development, Budgeting & Forecasting, SAP",62198,70897,Business Operations
Senior Inventory Analyst,Oldbridge Supply Solutions,"Vancouver, BC",Internship,"Excel Financial Modeling, NetSuite, Budgeting & Forecasting, Excel, Risk Management, Supply Chain Analysis, Agile Methodology, Vendor Management",110590,134660,Supply Chain
Junior Strategy & Operations Manager,Skyline Ventures IT,Remote,Internship,"Facilitation, Vendor Management, Budgeting & Forecasting, SAP, Excel, P&L Management, QuickBooks",61069,75647,Business Operations
Junior Procurement Specialist,Lockwood Trading Partners,"San Francisco, CA",Full-time,"Risk Management, Budgeting & Forecasting, Cost-Benefit Analysis",58788,63672,Supply Chain
Senior Category Manager,Kingsford Supply Group,"Toronto, ON",Full-time,"Budgeting & Forecasting, Contract Negotiation, NetSuite, Cross-functional Collaboration, Risk Management, KPI Development, Cost-Benefit Analysis",107260,125987,Supply Chain
Intern Logistics Manager,Wrenfield Sourcing Partners,"Seattle, WA",Internship,"Cost-Benefit Analysis, SAP, Data Analysis, Supply Chain Analysis, Vendor Management, Presentation Skills, Excel",24531,41007,Supply Chain
Junior Inventory Analyst,Farrowdale Operations Group,"San Francisco, CA",Full-time,"Presentation Skills, Vendor Management, SAP, Risk Management, Procurement",59652,70944,Supply Chain
Procurement Manager,Kingsford Supply Group,"Chicago, IL",Full-time,"Procurement, Data Analysis, Contract Negotiation, KPI Development, Risk Management, Budgeting & Forecasting",75507,92494,Supply Chain
Manager Agile Coach,Stonewick Supply Chain Co,"Seattle, WA",Full-time,"Jira, Change Management, Presentation Skills, Stakeholder Management",111445,137346,Project & Program Management
Vendor Manager,Kestrel Point Enterprises,Remote,Contract,"Risk Management, Vendor Management, NetSuite",82756,100489,Supply Chain
Senior Supply Chain Analyst,Elmswood Trading Co,"Los Angeles, CA",Full-time,"Excel, KPI Development, Team Leadership, Risk Management, Vendor Management, Contract Negotiation, Data Analysis, Excel Financial Modeling",97837,112307,Supply Chain
Junior Inventory Analyst,Wellspring Procurement Partners,Remote,Contract,"SAP, Excel, Contract Negotiation",59125,72650,Supply Chain
Senior Business Operations Manager,Moorland Distribution,"London, UK",Internship,"Team Leadership, Cross-team Coordination, Stakeholder Management, Cost-Benefit Analysis, Business Analysis",109450,129148,Business Operations
Procurement Manager,Amberfield Logistics,"New York, NY",Full-time,"Vendor Management, SAP, NetSuite, Budgeting & Forecasting",77913,88471,Supply Chain
Junior Director of Operations,Larkspur Freight Partners,"Seattle, WA",Full-time,"P&L Management, NetSuite, KPI Development, Data-Driven Decision Making,   Cross-team Coordination , Process Improvement, Critical Thinking, Cost-Benefit Analysis",57356,68346,Business Operations
Project Manager,Emberline Trading Co,Remote,Full-time,"Asana, Scrum, Risk Assessment (Projects), Sprint Planning, Cross-functional Collaboration, PRINCE2, PMP Certification",81361,94137,Project & Program Management
Procurement Manager,Underhill Ventures Group,"Boston, MA",Full-time,"Cost-Benefit Analysis, KPI Development, NetSuite, Facilitation",78158,94305,Supply Chain
Lead PMO Lead,Wellspring Procurement Partners,"Chicago, IL",Full-time,"Confluence, Roadmap Planning, Scrum, PRINCE2, Risk Assessment (Projects), Milestone Tracking, PMP Certification",123592,133073,Project & Program Management
Technical Program Manager,Vertex Cloud Labs,"San Francisco, CA",Full-time,"Roadmap Planning, PMP Certification, Microsoft Project, Risk Assessment (Projects), Kanban, Vendor Coordination, Negotiation, Asana",127331,161453,Project & Program Management
Senior Operations Manager,Onyx Bridge Tech,"New York, NY",Contract,"Budgeting & Forecasting, Data-Driven Decision Making, Business Analysis, Excel Financial Modeling",101419,127685,Business Operations
Manager Purchasing Coordinator,Ironwood Systems,"San Francisco, CA",Part-time,"Vendor Management, Data Analysis, NetSuite, Procurement, Risk Management, Budgeting & Forecasting, Team Leadership, Excel",130977,160546,Supply Chain
Principal Director of Operations,Havencrest Partners,"Chicago, IL",Full-time,"QuickBooks, Business Analysis, Excel Financial Modeling, Cross-team Coordination",135995,146191,Business Operations
Senior Revenue Operations Analyst,Vertex Cloud Labs,"Atlanta, GA",Contract,"Cross-team Coordination, Business Analysis, Cross-functional Collaboration, Excel, SAP, P&L Management, QuickBooks, KPI Development",109402,123684,Business Operations
Intern Technical Program Manager,Farrowdale Operations Group,"New York, NY",Internship,"Facilitation, Retrospective Facilitation, SAFe (Scaled Agile Framework), Requirements Gathering",26785,36706,Project & Program Management
Intern Vendor Manager,Greystone Freight Solutions,"Vancouver, BC",Internship,"Risk Management, NetSuite, Excel, Contract Negotiation, KPI Development, SAP, Budgeting & Forecasting",22188,34788,Supply Chain
Principal Program Manager,Moorland Distribution,"Atlanta, GA",Full-time,"Communication, Vendor Coordination, Milestone Tracking, Trello, Monday.com, Agile Methodology, Portfolio Management, Microsoft Project",150420,173200,Project & Program Management
Category Manager,Underhill Ventures Group,"Seattle, WA",Full-time,"Contract Negotiation, Cost-Benefit Analysis, SAP, Risk Management",83811,102508,Supply Chain
Intern Revenue Operations Analyst,Nettlefield Ventures,"Toronto, ON",Internship,"Budgeting & Forecasting, Cross-team Coordination, Data-Driven Decision Making, Decision Making, Business Analysis, P&L Management",21051,34573,Business Operations
Lead Procurement Manager,Amberfield Logistics,Remote,Part-time,"Agile Methodology, Data Analysis, Risk Management, Vendor Management, Procurement",118721,127933,Supply Chain
Intern Procurement Manager,Ironhollow Freight Co,"Boston, MA",Internship,"Excel, Agile Methodology, Budgeting & Forecasting, NetSuite, Contract Negotiation",23690,34405,Supply Chain
Manager PMO Lead,Overlook Sourcing Co,Remote,Full-time,"Resource Allocation, Jira, Roadmap Planning, Trello, Milestone Tracking",113937,151260,Project & Program Management
Lead Program Manager,Pinegrove Freight Co,"Boston, MA",Internship,"PRINCE2, SAFe (Scaled Agile Framework), Portfolio Management, Cross-team Coordination, Change Management, Monday.com, Program Management",122432,140336,Project & Program Management
Lead Project Coordinator,Vertex Cloud Labs,"Austin, TX",Internship,"SAFe (Scaled Agile Framework), Resource Allocation, PRINCE2, Agile Methodology, Jira, Risk Assessment (Projects), Kanban",129433,139275,Project & Program Management
Manager Operations Coordinator,Moorland Distribution,"Berlin, Germany",Internship,"P&L Management, Process Improvement, Data-Driven Decision Making, Vendor Management, QuickBooks, Business Analysis, Stakeholder Management, Decision Making",127639,142248,Business Operations
Junior Category Manager,Ridgemont Sourcing Solutions,Remote,Full-time,"Contract Negotiation, Cost-Benefit Analysis, SAP, Vendor Management, Data Analysis, KPI Development",58142,74528,Supply Chain
Principal Project Manager,Kestrel Point Enterprises,"Toronto, ON",Internship,"Agile Methodology, Sprint Planning, Kanban, PRINCE2",137488,146687,Project & Program Management
Business Operations Manager,Windmere Consulting Group,Remote,Internship,"P&L Management, Excel Financial Modeling, Business Analysis",77250,89740,Business Operations
Lead Demand Planner,Pinecrest Digital,Remote,Full-time,"SAP, Data Analysis, Budgeting & Forecasting, Excel Financial Modeling, Supply Chain Analysis, Excel, Facilitation, KPI Development",125225,140114,Supply Chain
Senior Strategy & Operations Manager,Windmere Consulting Group,"Toronto, ON",Part-time,"QuickBooks, Data-Driven Decision Making, Process Improvement, Vendor Management, EXCEL, Budgeting & Forecasting, Business Analysis, EXCEL",97753,113534,Business Operations
PMO Analyst,Bluepeak Software,"Los Angeles, CA",Full-time,"Roadmap Planning, Retrospective Facilitation, Gantt Chart Planning, Scrum",81375,93391,Project & Program Management
Sourcing Analyst,Valemont Distribution,"New York, NY",Internship,"Risk Management, Excel, problem solving, NetSuite, Data Analysis, SAP, problem solving",76215,84992,Supply Chain
