title,company,location,type,skills_required,salary_min,salary_max,category
Android Developer,Starforge Ventures,"San Francisco, CA",Full-time,"Jetpack Compose, Xamarin, SwiftUI, App Store Optimization, Mobile Testing, Mobile Performance Optimization, Cordova, React Native",85678,109367,Software Engineering
IoT Firmware Engineer Intern,Meridian Forge,"Seattle, WA",Internship,"Arduino, FPGA Design, Microcontroller Programming, RTOS (Real-Time Operating Systems), Raspberry Pi Development, Firmware Development, PCB Design, C++",30525,37884,DevOps & Infrastructure
Mobile Software Engineer,Circuitry Mechatronics,"Bangalore, India",Full-time,"App Store Optimization, Objective-C for iOS, React Native, Cordova, Mobile Performance Optimization, Android Studio, Push Notifications, Jetpack Compose",88916,102384,Software Engineering
Lead Android Developer,Hollow Ventures,"New York, NY",Full-time,"Xamarin, Swift, iOS Development, Android Studio, Kotlin Multiplatform",148676,162951,Software Engineering
Firmware Engineer,Brightloop Labs,"San Francisco, CA",Full-time,"C++, IoT Systems Design, Raspberry Pi Development, SPI/I2C Protocols, PCB Design, Microcontroller Programming, Arduino, FPGA Design",81472,101933,DevOps & Infrastructure
Junior Blockchain Architect,Basalt Cloud Labs,"Austin, TX",Full-time,"Ethereum, Distributed Ledger Technology, Cryptocurrency Systems, Node.js, Rust, Cross-functional Collaboration",59059,82858,Software Engineering
Senior IoT Firmware Engineer,Cobalt Systems,Remote,Internship,"PCB Design, RTOS (Real-Time Operating Systems), Microcontroller Programming",126298,148146,DevOps & Infrastructure
Cross-platform Mobile Engineer Intern,Emberline Mechatronics,"Denver, CO",Internship,"Jetpack Compose, Mobile Performance Optimization, Xamarin, Swift, Cordova, Android Development, App Store Optimization, Kotlin",25603,37919,Software Engineering
Senior Embedded Systems Engineer,Silverline Technologies,"Boston, MA",Internship,"C++, Embedded C, SPI/I2C Protocols",115715,150978,DevOps & Infrastructure
Crypto Backend Engineer,Cobalt Systems,"Tel Aviv, Israel",Full-time,"Go, Distributed Ledger Technology, Hyperledger Fabric, Rust, Cryptography",93609,112014,Software Engineering
Mobile Developer,Vertex Industries,"Toronto, ON",Internship,"In-app Purchases, Kotlin Multiplatform, React Native, Jetpack Compose, Xamarin, Dart, Mobile Testnig",89992,98076,Software Engineering
Embedded Systems Engineer Manager,Hollow Ventures,"Chicago, IL",Full-time,"PCB Design, SPI/I2C Protocols, Embedded C",129472,157353,DevOps & Infrastructure
DeFi Protocol Engineer,Basalt Labs,Remote,Full-time,"Ethereum, Web3, Smart Contracts, Solidity",80798,95534,Software Engineering
Senior Virtual Reality Developer,Skyline Solutions,"London, UK",Full-time,"Virtual Reality Development, Computer Vision, C++, Sensor Integration, Augmented Reality Development, Pyhton, Data Visualization, 3D Graphics, System Design",118934,129221,Software Engineering
Firmware Engineer Manager,Amberlight Dynamics,Remote,Full-time,"VHDL, IoT Systems Design, PCB Design, RTOS (Real-Time Operating Systems), SPI/I2C Protocols, FPGA Design, Raspberry Pi Development",137313,153687,DevOps & Infrastructure
Senior Autonomous Systems Engineer,Cobalt Systems,"San Francisco, CA",Contract,"RTOS (Real-Time Operating Systems), Python, Sensor Integration, C++, MATLAB, Robotics Programming, Reinforcement Learning, PCB Design",122118,140488,Software Engineering
Principal Embedded Software Engineer,Solace Robotics,Remote,Part-time,"Microcontroller Programming, SPI/I2C Protocols, Raspberry Pi Development, VHDL, FPGA Design, Arduino, Firmware Development, PCB Design",154027,177684,DevOps & Infrastructure
Principal Web3 Developer,Ledgerly Software,Remote,Full-time,"Solidity, Cryptocurrency Systems, Distributed Ledger Technology, Web3, Blockchain Development, CI/CD Pipelines",154784,182767,Software Engineering
IoT Firmware Engineer,Vertex Industries,"Tel Aviv, Israel",Internship,"Firmware Development, SPI/I2C Protocols, IoT Systems Design, RTOS (Real-Time Operating Systems), PCB Design",93608,113911,DevOps & Infrastructure
Senior Firmware Engineer,Northgate Software,"Seattle, WA",Part-time,"PCB Design, VHDL, Firmware Development, Embedded C",108672,132729,DevOps & Infrastructure
Junior DeFi Protocol Engineer,Zenith Foundry,"Atlanta, GA",Full-time,"Cryptocurrency Systems, Distributed Ledger Technology, Solidity, TypeScript, Blockchain Development",69159,76452,Software Engineering
Cross-platform Mobile Engineer,Ridgeback Cloud Labs,"Denver, CO",Full-time,"iOS Development, App Store Optimization, Jetpack Compose, Stakeholder Management",81187,100572,Software Engineering
Senior Web3 Developer,Slate Cloud Labs,"Seattle, WA",Part-time,"NFT Platforms, Distributed Ledger Technology, Ethereum, Solidity, Node.js, Cryptography, Requirements Gathering",120462,155039,Software Engineering
Senior Spatial Computing Engineer,Fenix Technologies,"London, UK",Full-time,"Machine Learning, Computer Vision, C#, 3D Graphics, Augmented Reality Development",114792,136431,Software Engineering
Junior DeFi Protocol Engineer,Wraith Labs,"New York, NY",Internship,"Ethereum, Web3, Node.js, TypeScript, Decentralized Finance (DeFi), Git",61841,72788,Software Engineering
Embedded Systems Engineer,Brightloop Labs,Remote,Full-time,"IoT Systems Design, RTOS (Real-Time Operating Systems), Raspberry Pi Development, Embedded C, FPGA Design",97157,110289,DevOps & Infrastructure
Robotics Software Engineer,Nimbus Interactive,"New York, NY",Full-time,"Python, Reinforcement Learning, C++, PCB Design, RTOS (Real-Time Operating Systems), Robotics Programming, Embedded C, Computer Vision, Requirements Gathering",96492,105040,Software Engineering
Staff Blockchain Architect,Ledgerly Software,"San Francisco, CA",Full-time,"Hyperledger Fabric, Blockchain Development, Solidity, Decentralized Finance (DeFi), Ethereum",164303,184727,Software Engineering
Virtual Reality Developer,Northgate Ventures,"Bangalore, India",Contract,"Virtual Reality Development, Machine Learning, C#, Unity, Python, 3D Graphics, Unreal Engine, Data Visualization",88867,107883,Software Engineering
Junior Immersive Experience Engineer,Thornfield Bridge Tech,"Boston, MA",Full-time,"C#, Unity, Unreal Engine, Computer Vision, Machine Learning",67032,77878,Software Engineering
Senior Blockchain Developer,Solace Works,"San Francisco, CA",Internship,"TypeScript, Blockchain Development, Smart Contracts, Decentralized Finance (DeFi), CI/CD Pipelines",128558,144078,Software Engineering
Junior FPGA Engineer,Summit Foundry,"Berlin, Germany",Internship,"Microcontroller Programming, Raspberry Pi Development, C++, Firmware Development, SPI/I2C Protocols, VHDL, RTOS (Real-Time Operating Systems), PCB Design, Cross-functional Collaboration",59143,77574,DevOps & Infrastructure
Robotics Software Engineer,Quantum Labs,Remote,Full-time,"MATLAB, Sensor Integration, Machine Learning, Embedded C, Reinforcement Learning, C++, Robotics Programming",86700,107811,Software Engineering
Immersive Experience Engineer,Solace Robotics,"Toronto, ON",Full-time,"3D Graphics, C++, Virtual Reality Development, Unity, Computer Vision, C#, Unreal Engine",90454,99957,Software Engineering
Senior Robotics Engineer,Copperfield Industries,"Seattle, WA",Full-time,"Reinforcement Learning, C++, Embedded C, PCB Design, CI/CD Pipelines",125413,155179,Software Engineering
AR/VR Engineer Intern,Zenith Mechatronics,"New York, NY",Internship,"C#, Machine Learning, Sensor Integration, Unreal Engine, Unity",29047,37179,Software Engineering
Mobile Software Engineer,Nova Foundry,"Boston, MA",Full-time,"Cordova, Objective-C for iOS, Swift, Mobile Testing, Flutter, Kotlin, Ionic, Android Studio",88347,109211,Software Engineering
Solidity Developer,Aurora Interactive,"Atlanta, GA",Full-time,"Smart Contracts, NFT Platforms, Ethereum, Node.js",96389,103956,Software Engineering
Staff AR/VR Engineer,Basalt Forge,Singapore,Internship,"Python, Machine Learning, Unreal Engine, Computer Vision, Augmented Reality Development, Data Visualization, Unity, Agile Methodology",150942,178927,Software Engineering
Junior Robotics Controls Engineer,Hollow Ventures,"San Francisco, CA",Full-time,"RTOS (Real-Time Operating Systems), Reinforcement Learning, MATLAB, PCB Design, Sensor Integration, Robotics Programming, C++, Python",69205,77253,Software Engineering
Senior IoT Firmware Engineer,Skyline Systems,"Boston, MA",Full-time,"VHDL, C++, IoT Systems Design, Embedded C, Raspberry Pi Development",126886,147469,DevOps & Infrastructure
Senior Blockchain Developer,Brightloop Forge,"Austin, TX",Internship,"Cryptocurrency Systems, Go, Decentralized Finance (DeFi), TypeScript, Node.js, Cryptography",122625,143011,Software Engineering
Junior Crypto Backend Engineer,Slate Digital,"Seattle, WA",Contract,"Go, Blockchain Development, Hyperledger Fabric, Cryptography, Decentralized Finance (DeFi), Web3, Rust, Distributed Ledger Technology",60062,69850,Software Engineering
Junior iOS Developer,Vantage Cloud Labs,"London, UK",Internship,"SwiftUI, Kotlin, In-app Purchases, Ionic",70879,78649,Software Engineering
Web3 Developer,Aurora Interactive,Remote,Part-time,"Cryptography, Ethereum, Blockchain Development",92361,99346,Software Engineering
Junior Robotics Engineer,Nova Foundry,"San Francisco, CA",Full-time,"Microcontroller Programming, Computer Vision, C++, Python, Machine Learning, Reinforcement Learning, PCB Design, Robotics Programming",62626,73611,Software Engineering
Immersive Experience Engineer,Nova Foundry,"Toronto, ON",Full-time,"Unity, Data Visualization, Machine Learning, C++, C#, Virtual Reality Development",84328,96723,Software Engineering
Junior FPGA Engineer,Meridian Forge,"Bangalore, India",Full-time,"FPGA Design, C++, RTOS (Real-Time Operating Systems), Firmware Development",64870,70190,DevOps & Infrastructure
Lead Motion Control Engineer,Circuitry Robotics,"London, UK",Full-time,"RTOS (Real-Time Operating Systems), Python, Robotics Programming, Reinforcement Learning, C++, Microcontroller Programming, Sensor Integration, Computer Vision, Requirements Gathering",139361,173705,Software Engineering
Lead Autonomous Systems Engineer,Cascade Forge,"Chicago, IL",Full-time,"C++, Sensor Integration, Computer Vision, Robotics Programming, Microcontroller Programming, Python, Git",136834,176383,Software Engineering
Android Developer,Voxel Technologies,"Sydney, Australia",Contract,"Jetpack Compose, Mobile Performance Optimization, Mobile CI/CD, Kotlin",94145,102121,Software Engineering
Spatial Computing Engineer Manager,Wraith Digital,"New York, NY",Full-time,"3D Graphics, Data Visualization, C#, C++, Augmented Reality Development",116547,141249,Software Engineering
Principal Robotics Software Engineer,Vertex Industries,Singapore,Full-time,"PCB Design, Robotics Programming, Machine Learning",171059,185768,Software Engineering
Staff AR/VR Engineer,Northgate Cloud Labs,Remote,Internship,"Python, 3D Graphics, Data Visualization, Machine Learning, Unity, Git",162911,188673,Software Engineering
Autonomous Systems Engineer Intern,Redshift Software,"Bangalore, India",Internship,"MATLAB, Machine Learning, Reinforcement Learning, Agile Methodology",24381,38226,Software Engineering
Junior Robotics Controls Engineer,Slate Cloud Labs,"Atlanta, GA",Full-time,"Computer Vision, Machine Learning, Embedde dC, Robotics Programming, C++, Microcontroller Programming, Reinforcement Learning, MATLAB, Agile Methodology",66960,72460,Software Engineering
Motion Control Engineer,Fenix Technologies,"Austin, TX",Full-time,"Microcontroller Programming, RTOS (Real-Time Operating Systems), Computer Vision, Reinforcement Learning, Robotics Programming, Embedded C, PCB Design, Machine Learning",90674,106609,Software Engineering
Hardware/Firmware Engineer Manager,Nova Foundry,"Denver, CO",Full-time,"Firmware Development, C++, PCB Design, Microcontroller Programming, Embedded C, FPGA Design, Arduino, Agile Methodology",122214,163184,DevOps & Infrastructure
Junior Web3 Developer,Onyx Interactive,"San Francisco, CA",Full-time,"Blockchain Development, Solidity, Smart Contracts, Ethereum, TypeScript, Cryptography, Distributed Ledger Technology, Go",63120,84507,Software Engineering
Senior DeFi Protocol Engineer,Ridgeback Mechatronics,"Atlanta, GA",Internship,"Solidity, Decentralized Finance (DeFi), Ethereum, Communication",115151,141595,Software Engineering
Senior Robotics Perception Engineer,Basalt Cloud Labs,"Boston, MA",Full-time,"Reinforcement Learning, Python, Computer Vision, Microcontroller Programming, Embedded C",125220,134792,Software Engineering
Senior 3D Graphics Engineer,Basalt Labs,Remote,Full-time,"Sensor Integration, Unity, 3D Graphics, Virtual Reality Development, computer vision, C++, C#",118073,130132,Software Engineering
Senior FPGA Engineer,Redshift Ventures,"Chicago, IL",Full-time,"SPI/I2C Protocols, FPGA Design, VHDL, Raspberry Pi Development, C++",111359,134577,DevOps & Infrastructure
Solidity Developer,Copperfield Industries,"Seattle, WA",Full-time,"Cryptography, Solidity, Blockchain Development, Cryptocurrency Systems, Web3, Decentralized Finance (DeFi), Cross-functional Collaboration",85810,95513,Software Engineering
Mobile Developer Manager,Slate Systems,Remote,Full-time,"React Native, In-app Purchases, Dart, Objective-C for iOS, Flutter, Mobile App Architecture, Stakeholder Management",121866,150481,Software Engineering
React Native Developer Manager,Ledgerly Software,"San Francisco, CA",Contract,"Jetpack Compose, Cross-platform Development, Ionic, Xamarin, Android Development, Cordova, Swift",134650,167621,Software Engineering
Robotics Engineer Intern,Vantage Cloud Labs,Remote,Internship,"Machine Learning, Reinforcement Learning, RTOS (Real-Time Operating Systems)",26139,33788,Software Engineering
Senior iOS Developer,Meridian Software,"New York, NY",Part-time,"Mobile Testing, Kotlin, App Store Optimization, Flutter, React Native, Xamarin, Xcode, Dart",119371,146298,Software Engineering
Mobile Developer,Summit Interactive,"New York, NY",Full-time,"Mobile Testing, In-app Purchases, Android Studio, Mobile CI/CD",90147,98042,Software Engineering
Crypto Backend Engineer,Frostbyte Studios,"Chicago, IL",Internship,"Solidity, Smart Contracts, Go, Hyperledger Fabric, Decentralized Finance (DeFi), NFT Platforms",90760,109387,Software Engineering
Senior Android Developer,Crestline Works,"Toronto, ON",Part-time,"SwiftUI, Swift, React Native, Git",112104,155122,Software Engineering
Senior iOS Developer,Lattice Ventures,Remote,Full-time,"Xcode, Flutter, Mobile CI/CD, System Design",122332,146547,Software Engineering
Senior React Native Developer,Quantum Mechatronics,"Seattle, WA",Full-time,"Mobile App Architecture, Mobile CI/CD, Objective-C for iOS, SwiftUI, Cross-platform Development, Jetpack Compose, Ionic, System Design",121387,143385,Software Engineering
Blockchain Architect,Northgate Ventures,"Seattle, WA",Full-time,"Distributed Ledger Technology, TypeScript, Decentralized Finance (DeiF), Web3, Smart Contracts, NFT Platforms, Hyperledger Fabric, Go",85176,111640,Software Engineering
Senior IoT Firmware Engineer,Solace Works,Remote,Internship,"RTOS (Real-Time Operating Systems), FPGA Design, IoT Systems Design",108989,128431,DevOps & Infrastructure
Web3 Developer Intern,Zenith Foundry,"San Francisco, CA",Internship,"Hyperledger Fabric, Rust, Blockchain Development, Decentralized Finance (DeFi)",30663,39067,Software Engineering
Senior iOS Developer,Frostbyte Software,"Sydney, Australia",Contract,"Flutter, Mobile Testing, App Store Optimization, Kotlin, Cross-platform Development, CI/CD Pipelines",108863,155227,Software Engineering
Senior Firmware Engineer,Zenith Mechatronics,"San Francisco, CA",Full-time,"C++, FPGA Design, IoT Systems Design, Embedded C",115939,137344,DevOps & Infrastructure
Lead Robotics Engineer,Basalt Forge,"Denver, CO",Full-time,"Embedded C, Machine Learning, Sensor Integration, Python, RTOS (Real-Time Operating Systems), Reinforcement Learning, Robotics Programming",153850,166418,Software Engineering
React Native Developer Manager,Wraith Ventures,"Austin, TX",Full-time,"Xamarin, SwiftUI, Flutter, iOS Development, Kotlin, System Design",126631,140958,Software Engineering
Robotics Software Engineer Manager,Lattice Ventures,Remote,Full-time,"PCB Design, Robotics Programming, Python, Embedded C, MATLAB, RTOS (Real-Time Operating Systems)",131661,150691,Software Engineering
React Native Developer Intern,Zenith Foundry,"London, UK",Internship,"Push Notifications,  Android Studio , Swift",27141,34578,Software Engineering
Mobile Developer,Copperfield Robotics,"Toronto, ON",Full-time,"Ionic, Flutter, In-app Purchases, Jetpack Compose, Android Studio, Kotlin, Swift",82215,108934,Software Engineering
Robotics Software Engineer Manager,Ledgerly Foundry,"Chicago, IL",Full-time,"Reinforcement Learning, Microcontroller Programming, Robotics Programming, Sensor Integration, MATLAB, Computer Vision, Python",140047,145801,Software Engineering
Blockchain Architect,Circuitry Mechatronics,"Boston, MA",Full-time,"Decentralized Finance (DeFi), Cryptography, Web3, Distributed Ledger Technology, Node.js, TypeScript, Smart Contracts",90928,105367,Software Engineering
Senior Mobile Developer,Vertex Cloud Labs,"Boston, MA",Full-time,"Push Notifications, Mobile Performance Optimization, App Store Optimization, Jetpack Compose, In-app Purchases, Flutter, iOS Development, Xamarin, System Design",117158,140869,Software Engineering
Senior Immersive Experience Engineer,Crestline Collective,"Berlin, Germany",Full-time,"Computer Vision, Unity, C++, Virtual Reality Development",113680,128041,Software Engineering
Mobile Software Engineer Intern,Bluefin Labs,"New York, NY",Internship,"Flutter, Kotlin, SwiftUI, In-app Purchases, Mobile App Architecture, Xcode, Swift, Cordova",26452,34972,Software Engineering
Hardware/Firmware Engineer,Ironwood Interactive,"San Francisco, CA",Full-time,"FPGA Design, VHDL, SPI/I2C Protocols,  Microcontroller Programming , Raspberry Pi Development, C++",93736,108850,DevOps & Infrastructure
Android Developer,Summit Interactive,"Seattle, WA",Full-time,"App Store Optimization, Kotlin, Mobile Testing",80222,100905,Software Engineering
Senior AR/VR Engineer,Aurora Interactive,"Chicago, IL",Contract,"Data Visualization, Unreal Engine, 3D Graphics, Augmented Reality Development, Machine Learning",116447,152087,Software Engineering
Junior Virtual Reality Developer,Quantum Labs,"San Francisco, CA",Full-time,"Computer Vision, 3D Graphics, Unity, C#, Machine Learning",61194,84232,Software Engineering
Junior FPGA Engineer,Crestline Collective,"Boston, MA",Full-time,"Firmware Development, Arduino, VHDL, SPI/I2C Protocols, Raspberry Pi Development, Embedded C",68401,81501,DevOps & Infrastructure
Mobile Software Engineer,Skyline Solutions,Remote,Full-time,"Xamarin, Mobile Testing, Swift, Agile Methodology",81652,101582,Software Engineering
Junior Robotics Controls Engineer,Basalt Forge,"Tel Aviv, Israel",Contract,"Computer Vision, RTOS (Real-Time Operating Systems), Python, C++, Machine Learning, Embedded C, Docker",58732,81318,Software Engineering
Senior iOS Developer,Redshift Systems,"New York, NY",Full-time,"App Store Optimization, Mobile Testing, Kotlin, Dart, React Native, iOS Development, Mobile Performance Optimization",113071,155949,Software Engineering
XR Software Engineer,Vertex Ventures,"Boston, MA",Contract,"Unreal Engine, Python, Machine Learning, Data Visualization, 3D Graphics",83553,105563,Software Engineering
Senior Blockchain Developer,Glasswing Dynamics,"San Francisco, CA",Part-time,"Smart Contracts, NFT Platforms, Rust, Web3, Decentralized Finance (DeFi), Blockchain Development, Hyperledger Fabric, TypeScript, Requirements Gathering",113138,157984,Software Engineering
Senior Robotics Perception Engineer,Thornfield Bridge Tech,Remote,Part-time,"Microcontroller Programming, Computer Vision, RTOS (Real-Time Operating Systems), PCB Design, Python, Embedded C",114522,147424,Software Engineering
Senior React Native Developer,Northgate Software,"Austin, TX",Full-time,"Mobile App Architecture, Xcode, Flutter, Push Notifications, Jetpack Compose, iOS Development, Swift, Jira",130598,154782,Software Engineering
React Native Developer,Silverline Technologies,"Seattle, WA",Internship,"Ionic, In-app Purchases, Swift",80075,105265,Software Engineering
Cross-platform Mobile Engineer,Ledgerly Forge,"San Francisco, CA",Full-time,"Mobile CI/CD, Ionic, Cross-platform Development, Cordova, Xcode, Mobile Performance Optimization",89131,114535,Software Engineering
Junior React Native Developer,Vertex Cloud Labs,Remote,Contract,"Cordova, Mobile Performance Optimization, Ionic",68519,74137,Software Engineering
Cross-platform Mobile Engineer,Meridian Forge,Singapore,Full-time,"Push Notifications, Jetpack Compose, Cordova, Android Studio, Mobile App Architecture, Mobile Testing, Android Development, Cross-functional Collaboration",91328,103904,Software Engineering
Senior Virtual Reality Developer,Skyline Robotics,"San Francisco, CA",Full-time,"3D Graphics, C++, C#, Cross-functional Collaboration",124436,144081,Software Engineering
Robotics Engineer Manager,Slate Systems,"Austin, TX",Part-time,"Embedded C, Microcontroller Programming, Computer Vision, Docker",132589,158595,Software Engineering
Senior Android Developer,Vantage Interactive,"New York, NY",Part-time,"Jetpack Compose, Kotlin, Cordova, Xamarin, Xcode, Push Notifications",124369,131969,Software Engineering
DeFi Protocol Engineer Intern,Slate Systems,"Berlin, Germany",Internship,"TypeScript, Solidity, Go, Decentralized Finance (DeFi), Hyperledger Fabric, Blockchain Development, Cryptography, Cryptocurrency Systems",25036,39871,Software Engineering
3D Graphics Engineer Intern,Skyline Systems,"Seattle, WA",Internship,"C#, Unity, Python",25692,35218,Software Engineering
Senior XR Software Engineer,Vertex Industries,Remote,Full-time,"Unity, C++, Virtual Reality Development, Communication",109649,135503,Software Engineering
Junior Cross-platform Mobile Engineer,Frostbyte Software,"Chicago, IL",Full-time,"Push Notifications, Objective-C for iOS, Cross-platform Development, Cordova",60680,71746,Software Engineering
Junior Embedded Software Engineer,Basalt Forge,"Denver, CO",Full-time,"Raspberry Pi Development, Arduino, IoT Systems Design, VHDL, Microcontroller Programming, RTOS (Real-Time Operating Systems), SPI/I2C Protocols",67507,73247,DevOps & Infrastructure
Senior Autonomous Systems Engineer,Cascade Forge,"Austin, TX",Full-time,"Robotics Programming, Computer Vision, Reinforcement Learning, MATLAB, Embedded C, RTOS (Real-Time Operating Systems), Machine Learning, Agile Methodology",132816,139711,Software Engineering
Android Developer Intern,Vantage Cloud Labs,Remote,Internship,"Swift, App Store Optimization, SwiftUI, Mobile Testing, iOS Development, Flutter, Mobile Performance Optimization, Push Notifications",28337,41955,Software Engineering
Lead iOS Developer,Basalt Forge,"Atlanta, GA",Full-time,"Kotlin Multiplatform, Kotlin, Jetpack Compose, Android Development, Cross-platform Development",148603,167156,Software Engineering
Smart Contract Engineer Intern,Hollow Foundry,Remote,Internship,"Rust, Ethereum, Hyperledger Fabric, Cryptocurrency Systmes, Solidity, Decentralized Finance (DeFi), NFT Platforms",32768,41012,Software Engineering
Robotics Software Engineer Intern,Ridgeback Mechatronics,"Toronto, ON",Internship,"MATLAB, Microcontroller Programming, Robotics Programming",31509,38485,Software Engineering
Mobile Software Engineer,Basalt Forge,"Denver, CO",Internship,"Cross-platform Development, Xamarin, Push Notifications, Xcode, Android Development, Jetpack Compose, Swift, React Native, Stakeholder Management",97200,106703,Software Engineering
Blockchain Architect Manager,Fenix Cloud Labs,Remote,Contract,"Ethereum, Go, Web3, Jira",122443,152465,Software Engineering
Android Developer,Basalt Labs,"London, UK",Full-time,"Android Development, Cordova, Flutter",93616,111230,Software Engineering
Firmware Engineer Intern,Redshift Ventures,Remote,Internship,"Firmware Development, PCB Design, Microcontroller Programming, VHDL, Stakeholder Management",29408,35869,DevOps & Infrastructure
Senior Crypto Backend Engineer,Foxglove Robotics,"Seattle, WA",Full-time,"Decentralized Finance (DeFi), Rust, Web3, Solidity, Ethereum, Cryptography",113125,157565,Software Engineering
Lead Smart Contract Engineer,Nova Labs,"San Francisco, CA",Part-time,"Decentralized Finance (DeFi), Smart Contracts, NFT Platforms",140275,163192,Software Engineering
Hardware/Firmware Engineer Manager,Slate Systems,"Seattle, WA",Contract,"Embedded C, C++, PCB Design, Microcontroller Programming, Arduino, VHDL",126052,144762,DevOps & Infrastructure
3D Graphics Engineer,Silverline Works,"Austin, TX",Full-time,"C++, C#, 3D Graphics, Virtual Reality Development, Machine Learning, Computer Vision",96688,102826,Software Engineering
Junior Solidity Developer,Hollow Foundry,"New York, NY",Full-time,"Decentralized Finance (DeFi), Node.js, Distributed Ledger Technology, Cryptography",60471,84060,Software Engineering
Senior Embedded Software Engineer,Ledgerly Works,"London, UK",Internship,"IoT Systems Design, FPGA Design, Microcontroller Programming, VHDL",124662,145446,DevOps & Infrastructure
Junior 3D Graphics Engineer,Ledgerly Works,"London, UK",Full-time,"Sensor Integration, Augmented Reality Development, Machine Learning, Computer Vision, Unity",68606,74252,Software Engineering
FPGA Engineer,Northgate Software,"San Francisco, CA",Internship,"SPI/I2C Protocols, VHDL, IoT Systems Design, PCB Design, Firmware Development, RTOS (Real-Time Operating Systems)",93931,103112,DevOps & Infrastructure
Junior Embedded Systems Engineer,Basalt Forge,"Atlanta, GA",Full-time,"VHDL, C++, PCB Design, SPI/I2C Protocols, IoT Systems Design, Arduino, FPGA Design, Embedded C",70376,76816,DevOps & Infrastructure
Android Developer Manager,Onyx Interactive,"Seattle, WA",Part-time,"Android Studio, In-app Purchases, Ionic, Mobile CI/CD, Swift, System Design",140216,156462,Software Engineering
Principal Motion Control Engineer,Brightloop Forge,"New York, NY",Full-time,"MATLAB, Robotics Programming, RTOS (Real-Time Operating Systems), PCB Design",155192,183526,Software Engineering
AR/VR Engineer Intern,Fenix Cloud Labs,"Atlanta, GA",Internship,"Unity, Unreal Engine, Computer Vision, Sensor Integration, Augmented Reality Development, Python, 3D Graphics, C#, Agile Methodology",26883,33901,Software Engineering
Lead Robotics Software Engineer,Redshift Systems,Remote,Full-time,"Sensor Integration, Reinforcement Learning, C++",143755,163007,Software Engineering
Lead Mobile Developer,Ledgerly Works,"Austin, TX",Full-time,"App Store Optimization, Flutter, Push Notifications, Mobile Testing, Android Studio, Xcode, Ionic",139296,184187,Software Engineering
Senior Blockchain Developer,Vertex Cloud Labs,"Tel Aviv, Israel",Contract,"TypeScript, Nodej.s, Cryptocurrency Systems, Solidity",112694,151183,Software Engineering
Staff iOS Developer,Ledgerly Forge,Remote,Internship,"Push Notifications, App Store Optimization, Flutter, Cross-platform Development, Objective-C for iOS, In-app Purchases, Requirements Gathering",147836,175459,Software Engineering
Principal iOS Developer,Zenith Interactive,"London, UK",Internship,"Mobile App Architecture, iOS Development, Mobile Performance Optimization, Objective-C for iOS, Mobile CI/CD",156923,183360,Software Engineering
Virtual Reality Developer,Frostbyte Studios,"Chicago, IL",Part-time,"Unity, Sensor Integration, Computer Vision",87092,107344,Software Engineering
Senior Crypto Backend Engineer,Onyx Interactive,"Toronto, ON",Full-time,"Go, NFT Platforms, Ethereum, Decentralized Finance (DeFi)",112297,140353,Software Engineering
Principal Embedded Systems Engineer,Emberline Mechatronics,Remote,Full-time,"Firmware Development, C++, IoT Systems Design, Embedded C, PCB Design, Raspberry Pi Development, Microcontroller Programming, Arduino, Jira",151373,195809,DevOps & Infrastructure
iOS Developer,Amberlight Dynamics,Remote,Full-time,"Mobile App Architecture, Flutter, Cross-platform Development, React Native, Objective-C for iOS, iOS Development, Ionic, Requirements Gathering",81103,103692,Software Engineering
Robotics Engineer,Foxglove Group,Remote,Part-time,"MATLAB, Sensor Integration, Embedded C, Computer Vision, C++, PCB Design, Microcontroller Programming",96342,107884,Software Engineering
Senior Smart Contract Engineer,Solace Digital,"Seattle, WA",Full-time,"Rust, Cryptography, NFT Platforms, Hyperledger Fabric",123082,134756,Software Engineering
Blockchain Engineer Manager,Summit Interactive,Remote,Internship,"Cryptocurrency Systems, Smart Contracts, Hyperledger Fabric, Go, Distributed Ledger Technology, Decentralized Finance (DeFi)",135185,163355,Software Engineering
Lead Hardware/Firmware Engineer,Slate Cloud Labs,Remote,Full-time,"Raspberry Pi Development, FPGA Design, Microcontroller Programming, Embedded C, IoT Systems Design, Arduino, PCB Design, C++, CI/CD Pipelines",144306,159188,DevOps & Infrastructure
Cross-platform Mobile Engineer,Quantum Mechatronics,"Seattle, WA",Full-time,"React Native, Mobile Performance Optimization, Kotlin Multiplatform",85868,104993,Software Engineering
Senior Blockchain Developer,Frostbyte Studios,"Austin, TX",Full-time,"Cryptocurrency Systems, Hyperledger Fabric, Smart Contracts, TypeScript, Go, NFT Platforms, Web3, Rust, Agile Methodology",131683,156624,Software Engineering
Mobile Developer,Ironwood Interactive,"Seattle, WA",Full-time,"Mobile CI/CD, Xcode, Flutter, Android Development, Kotlin Multiplatform, Mobile App Architecture, SwiftUI, Mobile Testing",88647,103859,Software Engineering
Staff DeFi Protocol Engineer,Copperfield Robotics,"Berlin, Germany",Full-time,"NFT Platforms, Decentralized Finance (DeFi), Cryptocurrency Systems",142329,166806,Software Engineering
Flutter Developer Intern,Wraith Digital,"New York, NY",Internship,"Mobile Performance Optimization, Ionic, Kotlin Multiplatform, Android Studio, React Native, Android Development, Mobile Testing, iOS Development",31640,39528,Software Engineering
