title,company,location,type,skills_required,salary_min,salary_max,category
Senior Quality Assurance Engineer,Deadbolt Digital,"Berlin, Germany",Full-time,"JavaScript, Test Case Design, Playwright",94918,145689,QA & Testing
Security Analyst,Vertexguard Systems,"Berlin, Germany",Part-time,"Collaboration, Vulnerability Assessment, GDPR Compliance, Application Security, Firewall Configuration, Incident Response",73183,107751,Security
Junior QA Analyst,Deskline Support Co,"Bengaluru, India",Full-time,"Quality Assurance, Performance Testing, Regression Testing, Postman, Behavior-Driven Development, Test Plan Development",45261,71033,QA & Testing
Application Security Engineer,Hardwireline Support,"Seattle, WA",Full-time,"GRC (Governance, Risk & Compliance), Public Key Infrastructure, Threat Modeling, OWASP, HIPAA Compliance, GDPR Compliance, Python",79340,121207,Security
Senior SOC Analyst,Vertex Cloud Labs,Remote,Internship,"SOC Operations, HIPAA Compliance, Endpoint Security, SOC 2 Compliance, SIEM Tools",98077,154893,Security
Mid-level GRC Analyst,Basecamp Support Labs,"Toronto, ON",Full-time,"Microsoft Azure, Security Auditing, Amazon Web Services (AWS), SOC 2 Compliance, Linux Administration",70442,101878,Security
Lead Test Automation Engineer,Ticketforge Systems,Remote,Full-time,"Collaboration, Appium, Unit Testing, Performance Testing",134393,180102,QA & Testing
Mid-level IT Support Analyst,Argus Point Technologies,Remote,Full-time,"Linux Administration, IPv6, Network Monitoring, Storage Area Networks, VoIP Systems, Endpoint Security, Customer Service",55445,75518,IT Support
Help Desk Manager,Vertex Cloud Labs,"New York, NY",Full-time,"Active Directory, TCP/IP, Network Automation",120728,166767,IT Support
Mid-level Desktop Support Engineer,Skyline Ventures IT,Remote,Part-time,"Documentation Best Practices, TCP/IP, Presentation Skills, Windows Server Administration, IPv6",57609,82881,IT Support
Junior Network Administrator,Ticketforge Systems,Remote,Full-time,"Network Routing & Switching, IPv6, VoIP Systems, SD-WAN, Windows Server Administration, Virtualization (VMware), Customer Service",52066,70034,IT Support
Junior IT Support Specialist,Clearbench Systems,"Vancouver, BC",Part-time,"Documentation Best Practices, Network Monitoring, Network Routing & Switching, IPv6, SD-WAN, Presentation Skills",38263,60505,IT Support
Staff QA Lead,Pinecrest Digital,Remote,Part-time,"Pytest, Mobile Testing, Appium",139248,193773,QA & Testing
Senior Offensive Security Engineer,Terminalpoint Tech,"London, UK",Full-time,"Network Security, Penetration Testing, Linux Administration, Digital Forensics, Malware Analysis, Incident Response, Jira",111741,163733,Security
Offensive Security Engineer,Clearbench Systems,"Dublin, Ireland",Full-time,"DevSecOps, Secure Code Review, Microsoft Azure, Malware Analysis",84230,122985,Security
IT Support Specialist,Hardwireline Support,Singapore,Full-time,"VPN Configuration, Network Routing & Switching, Active Directory, Virtualization (VMware), Endpoint Security, Load Balancers (F5), Collaboration",50721,77543,IT Support
Lead Security Architect,Harborline Technologies,"Washington, DC",Full-time,"Firewall Configuration, GRC (Governance, Risk & Compliance), Secure Code Review",155495,211321,Security
Intern Cybersecurity Analyst,Perimeter Nine Labs,"Denver, CO",Full-time,"Firewall Configuration, GDPR Compliance, Threat Modeling, SOC 2 Compliance, Network Security, Collaboration",17374,42737,Security
Compliance & Risk Analyst,Patchbay Technologies,"Bengaluru, India",Full-time,"Secure Code Review, ISO 27001, Endpoint Security, Public Key Infrastructure, Firewall Configuration, OWASP",68284,109325,Security
Manager Quality Assurance Engineer,Basecamp Support Labs,"Chicago, IL",Internship,"Accessibility Testing, API Testing, Regression Testing, Python, CI/CD Pipelines, Mobile Testing, Playwright",107114,162392,QA & Testing
Manager Cybersecurity Analyst,Granite Peak Tech,"Bengaluru, India",Full-time,"Penetration Testing, Amazon Web Services (AWS), Incident Response, Secure Code Review, Digital Forensics, VPN Configuration, Application Security",113928,167596,Security
Manager QA Lead,Harborline Technologies,Remote,Part-time,"Load Testing (JMeter), Mobile Testing, Test Case Design, JavaScript, Interpersonal Skills",118331,177384,QA & Testing
Compliance & Risk Analyst,Threadneedle Cyber,"Dallas, TX",Contract,"Public Key Infrastructure, Cryptography, ISO 27001, HIPAA Compliance",69512,107201,Security
IT Support Manager,Vanguard Mesh Systems,"Dallas, TX",Full-time,"Communication, DNS Administration, Customer Service",126513,175873,IT Support
Staff Systems Administrator,Deadbolt Digital,"Dallas, TX",Full-time,"IPv6, DNS Administration, VoIP Systems, SD-WAN, Endpoint Security, VPN Configuration, Virtualization (VMware), Load Balancers (F5)",123600,165296,IT Support
Manager Security Analyst,Argus Point Technologies,"Chicago, IL",Full-time,"Identity and Access Management, Endpoint Security, SOC 2 Compliance, Firewall Configuration, SIEM Tools, Application Security, Secure Code Review, Penetration Testing",112055,174998,Security
Lead QA Engineer,Cobalt Robotics Group,Remote,Full-time,"Quality Assurance, Exploratory Testing, API Testing, Load Testing (JMeter)",124770,170587,QA & Testing
IT Support Manager,Nova Field Labs,Remote,Contract,"DNS Administration, Active Directory, Endpoint Security, Virtualization (VMware), Interpersonal Skills",127639,176617,IT Support
Manager Security Analyst,Testforge Labs,"Dublin, Ireland",Contract,"Zero Trust Architecture, Network Security, Threat Modeling, JIRA, Microsoft Azure, Incident Response",116425,167584,Security
Mid-level Help Desk Technician,Voidline Inc,"Dallas, TX",Part-time,"DNS Administration, Network Routing & Switching, Endpoint Security, TCP/IP, Customer Service, VoIP Systems",54543,76354,IT Support
Lead Network Administrator,Routewise Networks,Remote,Part-time,"Load Balancers (F5), IPv6, Documentation Best Practices, SD-WAN, Endpoint Security, Load Balancers (F5)",119305,155102,IT Support
Senior Network Administrator,Fieldwire IT Systems,"London, UK",Full-time,"Active Directory, Documentation Best Practices, IPv6, VPN Configuration, DNS Administration, Network Routing & Switching, Linux Administration, TCP/IP",87308,138979,IT Support
Senior Cloud Security Architect,Northwind Analytics,"Chicago, IL",Internship,"Endpoint Security, Firewall Configuration, Public Key Infrastructure, Malware Analysis, Penetration Testing, Digital Forensics",117292,181321,Security
Lead Offensive Security Engineer,Ironveil Networks,"San Francisco, CA",Part-time,"GDPR Compliance, Network Security, Zero Trust Architecture, Application Security, Digital Forensics, Cloud Security, Malware Analysis",140572,192975,Security
QA Manager,Fernwood Interactive,Remote,Full-time,"Pytest, Collaboration, Continuous Testing, Performance Testing, Jira",133652,186514,QA & Testing
Senior Security Architect,Faultline Technologies,"Austin, TX",Full-time,"Firewall Configuration, Endpoint Security, Python, SOC 2 Compliance, VPN Configuration, Incident Response, Linux Administration, Network Security",117362,178467,Security
QA Manager,Netframe Solutions,"Vancouver, BC",Internship,"Jest, Regression Testing, API Testing, SQL, Jira",144527,192704,QA & Testing
Junior Technical Support Engineer,Stonewall Cyber Labs,Singapore,Full-time,"Documentation Best Practices, Network Routing & Switching, Virtualization (VMware)",40711,62347,IT Support
QA Manager,Hardwireline Support,"Denver, CO",Internship,"Quality Assurance, Python, CI/CD Pipelines, Accessibility Testing, Selenium, Mobile Testing, Pytest",122228,179075,QA & Testing
Mid-level Penetration Tester,Endpointe Technologies,"Dallas, TX",Full-time,"Security Auditing, Identity and Access Management, Documentation Best Practices, Firewall Configuration, Network Security, SOC Operations, TCP/IP",82814,121691,Security
Senior Penetration Tester,Quietstone Security,"Chicago, IL",Full-time,"Firewall Configuration, SOC 2 Compliance, Linux Administration, TCP/IP",112153,163455,Security
Security Analyst,Streamline Cyber Co,Remote,Full-time,"Cloud Security, TCP/IP, OWASP, SOC Operations, Security Auditing, Penetration Testing",72929,111874,Security
Junior Network Administrator,Voidline Inc,"Dublin, Ireland",Full-time,"Storage Area Networks, Endpoint Security, VPN Configuration, DNS Administration, Network Routing & Switching",48352,74725,IT Support
Senior Systems Administrator,Stonewall Cyber Labs,Remote,Full-time,"VoIP Systems, Network Monitoring, Storage Area Networks, Active Directory, Documentation Best Practices, IPv6, Virtualization (VMware), Customer Service",87762,132601,IT Support
Mid-level SDET,Fieldwire IT Systems,Remote,Full-time,"Load Testing (JMeter), SQL, Test Automation, Jira, Performance Testing, Pytest",76971,110921,QA & Testing
Intern Quality Assurance Engineer,Threadneedle Cyber,"Raleigh, NC",Full-time,"Time Management, Test Automation, Postman",20422,39330,QA & Testing
Senior Technical Support Engineer,Aegis Loop Technologies,"Bengaluru, India",Full-time,"Storage Area Networks, Customer Service, VPN Configuration, DNS Administration, Linux Administration",75932,120426,IT Support
Manager QA Lead,Bluepeak Software,"Dallas, TX",Full-time,"Collaboration, Selenium, Mobile Testing, Exploratory Testing, Postman",121957,175839,QA & Testing
Mid-level IT Support Specialist,Rigortest Software,"Washington, DC",Internship,"Active Directory, Linux Administration, Endpoint Security, IPv6, VoIP Systems, VPN Configuration, TCP/IP, SD-WAN",54202,78267,IT Support
Lead Penetration Tester,Bridgeline Networks,"Dallas, TX",Internship,"OWASP, Vulnerability Assessment, Git, Linux Administration, GRC (Governance, Risk & Compliance), Security Auditing, Incident Response, Python",143762,193362,Security
Intern Security Analyst,Stonewall Cyber Labs,Singapore,Full-time,"Time Management, Microsoft Azure, SOC Operations, SIEM Tools, GRC (Governance, Risk & Compliance), Cryptography, Security Auditing",22940,39332,Security
Lead SDET,Bluepeak Software,Singapore,Internship,"CI/CD Pipelines, Selenium, Quality Assurance, Behavior-Driven Development, Mobile Testing, Test Case Design",132649,178838,QA & Testing
Junior Systems Administrator,Systemcove Technologies,"Sydney, Australia",Full-time,"Windows Server Administration, IPv6, Active Directory",51088,69600,IT Support
Principal QA Lead,Cipher Harbor Labs,Remote,Full-time,"Test Automation, Quality Assurance, Selenium, Time Management",151432,202759,QA & Testing
Senior Offensive Security Engineer,Clearbench Systems,"Sydney, Australia",Full-time,"Problem Solving, Python, Vulnerability Assessment, Cryptography",107269,168219,Security
Senior Technical Support Engineer,Cobalt Robotics Group,"Sydney, Australia",Internship,"VPN Configuration, Network Monitoring, TCP/IP, Windows Server Administration",80952,118161,IT Support
Lead QA Lead,Nightwatch Security Co,"Vancouver, BC",Internship,"Pytest, Accessibility Testing, Cypress, Jest, JavaScript",137642,186417,QA & Testing
Mid-level Test Automation Engineer,Circuitline IT,"Denver, CO",Internship,"Cypress, test automation, Test Case Design, Problem Solving, SQL, Appium",76695,109474,QA & Testing
Senior Manual QA Tester,Assurewave Software,"Berlin, Germany",Contract,"CI/CD Pipelines, Performance Testing, Jira, Agile Methodology",84118,127309,QA & Testing
Senior Desktop Support Engineer,Cryptbridge Systems,Remote,Full-time,"IPv6, Problem Solving, Linux Administration, Documentation Best Practices, Network Monitoring, Windows Server Administration",77076,117021,IT Support
Junior IT Support Analyst,Redwood Data Systems,"Boston, MA",Full-time,"Windows Server Administration, VPN Configuration, Network Automation, Virtualization (VMware), Documentation Best Practices, Network Monitoring, Customer Service, Linux Administration",37039,59817,IT Support
Senior Test Automation Engineer,Peaksec Technologies,Remote,Part-time,"Selenium, Bug Tracking, Playwright, Continuous Testing, Appium",101911,156221,QA & Testing
Junior SOC Analyst,Assurewave Software,"Bengaluru, India",Internship,"Linux Administration, Public Key Infrastructure, VPN Configuration, SOC 2 Compliance, Network Security, SIEM Tools",53769,79985,Security
Manager SOC Analyst,Bridgeline Networks,"Toronto, ON",Full-time,"Vulnerability Assessment, Problem Solving, ISO 27001, Amazon Web Services (AWS), Cloud Security, Shell Scripting",114752,167507,Security
Intern Help Desk Technician,Circuitline IT,"Denver, CO",Internship,"Documentation Best Practices, Load Balancers (F5), VPN Configuration, Linux Administration, Active Directory, VoIP Systems",16145,26719,IT Support
Senior Application Security Engineer,Netframe Solutions,"Seattle, WA",Full-time,"Identity and Access Management, Threat Modeling, Linux Administration, DevSecOps, Shell Scripting, Problem Solving, Network Security",108455,161755,Security
Junior QA Analyst,Cryptbridge Systems,Remote,Internship,"Postman, Cypress, Continuous Testing, Test Plan Development, Jest",46401,70552,QA & Testing
Junior GRC Analyst,Cryptbridge Systems,"Atlanta, GA",Full-time,"OWASP, Digital Forensics, Cloud Security, Public Key Infrastructure, Firewall Configuration",51722,75058,Security
Lead Offensive Security Engineer,Ghost Corp,"Atlanta, GA",Full-time,"Digital Forensics, Python, HIPAA Compliance",140245,194870,Security
Intern Manual QA Tester,Watchtower Data Co,"Toronto, ON",Full-time,"Test Plan Development, Appium, Continuous Testing, Quality Assurance",17090,32662,QA & Testing
Lead Test Automation Engineer,Peaksec Technologies,"New York, NY",Full-time,"Mobile Testing, Test Case Design, Jest, Python, Unit Testing, Continuous Testing",131128,181139,QA & Testing
Lead Test Automation Engineer,Vertex Cloud Labs,Remote,Internship,"Interpersonal Skills, Test Plan Development, SQL, Jest, Test Automation",133150,179544,QA & Testing
Senior Manual QA Tester,Faultline Technologies,Remote,Internship,"Mobile Testing, Time Management, Postman, Test Plan Development",86976,124610,QA & Testing
Senior IT Support Analyst,Redwood Data Systems,"Raleigh, NC",Full-time,"Endpoint Security, VPN Configuration, Linux Administration, Documentation Best Practices, DNS Administration",68254,109246,IT Support
Junior Quality Assurance Engineer,Blueforge Cyber,"Chicago, IL",Part-time,"Jira, Mobile Testing, Bug Tracking",54334,74493,QA & Testing
Junior Compliance & Risk Analyst,Uptime Grove IT,"Sydney, Australia",Full-time,"Cryptography, Python, Amazon Web Services (AWS), Secure Code Review, SIEM Tools",49281,73634,Security
Intern Help Desk Technician,Argus Point Technologies,Remote,Full-time,"Windows Server Administration, Load Balancers (F5), Customer Service, Documentation Best Practices, Storage Area Networks, Network Monitoring, VoIP Systems, DNS Administration",16713,25217,IT Support
Lead SDET,Granite Peak Tech,"Sydney, Australia",Internship,"Performance Testing, Accessibility Testing, Python",133556,180740,QA & Testing
Staff Security Engineer,Consolebridge Systems,"Seattle, WA",Full-time,"Digital Forensics, Linux Administration, Python",146329,202668,Security
Junior Quality Assurance Engineer,Ironclad Cyber Group,"London, UK",Part-time,"Selenium, Behavior-Driven Development, Git, Accessibility Testing",54576,80983,QA & Testing
Mid-level Compliance & Risk Analyst,Sentinel Ridge Security,"Seattle, WA",Part-time,"Presentation Skills, Application Security, Linux Administration",68465,101547,Security
Manager Compliance & Risk Analyst,Ironveil Networks,"Raleigh, NC",Full-time,"DevSecOps, Zero Trust Architecture, Identity and Access Management, Microsoft Azure, SOC Operations, Amazon Web Services (AWS), Shell Scripting",108032,159768,Security
Junior Systems Administrator,Fernwood Interactive,"Atlanta, GA",Internship,"SD-WAN, VPN Configuration, Network Monitoring, IPv6, DNS Administration, Linux Administration, Active Directory, Virtualization (VMware)",48801,75448,IT Support
Senior QA Analyst,Byteforge Labs,"Boston, MA",Full-time,"Jest, API Testing, Performance Testing, SQL, Jira, Cypress, Behavior-Driven Development, JavaScript",86147,130051,QA & Testing
Staff Security Engineer,Bugtrail Technologies,Remote,Full-time,"VPN Configuration, Linux Administration, Firewall Configuration, Microsoft Azure",144380,202876,Security
Senior Cloud Security Architect,Quietstone Security,"Dallas, TX",Full-time,"Digital Forensics, Endpoint Security, Secure Code Review, TCP/IP, Amazon Web Services (AWS), Vulnerability Assessment, Identity and Access Management, Python",117594,184306,Security
Mid-level Cybersecurity Analyst,Redteam Ridge Labs,"Dublin, Ireland",Full-time,"Security Auditing, Network Security, Microsoft Azure, Python, Cryptography, TCP/IP, VPN Configuration, Identity and Access Management",76035,114912,Security
Intern IT Support Analyst,Coreloop Systems,"Vancouver, BC",Full-time,"Storage Area Networks, Documentation Best Practices, Linux Administration, Network Automation, Endpoint Security, SD-WAN, IPv6, Windows Server Administration",15000,26731,IT Support
Senior Manual QA Tester,Bastion Point Systems,"Boston, MA",Full-time,"Playwright, Python, Bug Tracking, Accessibility Testing, Git, Unit Testing",86255,131441,QA & Testing
Lead Security Analyst,Bluepeak Software,"Bengaluru, India",Full-time,"SOC 2 Compliance, DevSecOps, Python, Network Security, Cloud Security, Firewall Configuration",129960,178685,Security
Mid-level Network Administrator,Netframe Solutions,"Berlin, Germany",Full-time,"Time Management, Network Routing & Switching, Virtualization (VMware)",66852,100688,IT Support
Cybersecurity Analyst,Cobalt Robotics Group,"Sydney, Australia",Part-time,"Public Key Infrastructure, Firewall Configuration, TCP/IP, Security Auditing, SIEM Tools, Application Security, VPN Configuration",75926,114848,Security
Help Desk Manager,Hardwireline Support,"Dublin, Ireland",Full-time,"Network Monitoring, Storage Area Networks, DNS Administration, Documentation Best Practices, Load Balancers (F5), VoIP Systems, Linux Administration",128338,180600,IT Support
Lead QA Engineer,Endpointe Technologies,Remote,Full-time,"Regression Testing, Continuous Testing, CI/CD Pipelines, Accessibility Testing, Appium, Load Testing (JMeter), JavaScript, Jest",126210,170437,QA & Testing
Help Desk Manager,Amber Path Studios,"London, UK",Internship,"DNS Administration, Customer Service, Documentation Best Practices, Linux Administration, Virtualization (VMware)",126055,176414,IT Support
Senior IT Support Specialist,Deadbolt Digital,"Berlin, Germany",Full-time,"Endpoint Security, Network Automation, Network Monitoring, Documentation Best Practices, SD-WAN, Load Balancers (F5), Storage Area Networks",72516,108260,IT Support
Principal Cloud Security Architect,Cobalt Robotics Group,"Atlanta, GA",Full-time,"Endpoint Security, Microsoft Azure, Public Key Infrastructure, GRC (Governance, Risk & Compliance), Digital Forensics, Penetration Testing, Identity and Access Management, Python",173221,226411,Security
Junior Penetration Tester,Onyx Bridge Tech,Remote,Contract,"Problem Solving, Penetration Testing, Linux Administration, Python, TCP/IP",59583,91976,Security
Lead Technical Support Engineer,Peaksec Technologies,"San Francisco, CA",Internship,"TCP/IP, Customer Service, Linux Administration, Network Automation",104038,140977,IT Support
Senior Offensive Security Engineer,Helprail Technologies,"Bengaluru, India",Full-time,"Cloud Security, HIPAA Compliance, SIEM Tools, Threat Modeling",108973,165345,Security
Junior Test Automation Engineer,Threadneedle Cyber,"Chicago, IL",Full-time,"Postman, Behavior-Driven Development, Test Case Design, Bug Tracking, API Testing, Continuous Testing, Exploratory Testing",56893,82128,QA & Testing
Junior Technical Support Engineer,Clearbench Systems,"Raleigh, NC",Contract,"Endpoint Security, DNS Administration, Network Routing & Switching, Windows Server Administration, TCP/IP, Documentation Best Practices, Active Directory, Virtualization (VMware)",40612,65304,IT Support
Mid-level Penetration Tester,Verityloop Digital,"New York, NY",Full-time,"Microsoft Azure, Firewall Configuration, GRC (Governance, Risk & Compliance), Cryptography, TCP/IP",80842,125941,Security
Quality Assurance Engineer,Northwind Analytics,"Dallas, TX",Full-time,"Unit Testing, Presentation Skills, Performance Testing, Python, Selenium, API Testing, JavaScript",68710,104196,QA & Testing
IT Support Manager,Anchorpoint Systems,"Toronto, ON",Full-time,"VoIP Systems, Endpoint Security, Customer Service, SD-WAN, Documentation Best Practices, Active Directory",111022,164422,IT Support
Staff Network Administrator,Circuitline IT,"London, UK",Full-time,"VoIP Systems, Network Automation, DNS Administration, Linux Administration, Time Management, Storage Area Networks, Active Directory",122442,164744,IT Support
Lead Penetration Tester,Nova Field Labs,"Vancouver, BC",Part-time,"Microsoft Azure, SIEM Tools, Linux Administration",143301,191649,Security
Staff Network Administrator,Ticketforge Systems,"Washington, DC",Full-time,"Network Monitoring, Active Directory, Storage Area Networks, Documentation Best Practices, Endpoint Security, Customer Service, Virtualization (VMware), Linux Administration",123768,168083,IT Support
Junior GRC Analyst,Netframe Solutions,Remote,Full-time,"ISO 27001, TCP/IP, Microsoft Azure, linux administration, SOC 2 Compliance",50161,73524,Security
Junior Security Engineer,Nightwatch Security Co,"Seattle, WA",Full-time,"Public Key Infrastructure, TCP/IP, GDPR Compliance, Firewall Configuration, Application Security, Python, OWASP, SIEM Tools",58184,88938,Security
Junior IT Support Analyst,Harborline Technologies,"New York, NY",Full-time,"Network Routing & Switching, VPN Configuration, Active Directory, Interpersonal Skills",36980,56756,IT Support
Lead Cloud Security Architect,Anchorpoint Systems,"Sydney, Australia",Full-time,"OWASP, Malware Analysis, Identity and Access Management, Linux Administration, Secure Code Review, Public Key Infrastructure",158285,212513,Security
Senior Network Administrator,Meridian Apps,"Seattle, WA",Full-time,"VPN Configuration, Network Automation, TCP/IP",89859,134291,IT Support
Lead Network Administrator,Palisade Systems Inc,Singapore,Internship,"Presentation Skills, Storage Area Networks, VoIP Systems, TCP/IP",115607,156265,IT Support
Junior Quality Assurance Engineer,Precisionpath QA,"London, UK",Contract,"Mobile Testing, Load Testing (JMeter), Jest, Regression Testing, Behavior-Driven Development, Test Plan Development, Appium, Playwright",49557,80662,QA & Testing
IT Support Manager,Frameworth Digital,"Washington, DC",Internship,"Network Routing & Switching, Documentation Best Practices, Endpoint Security, IPv6, Linux Administration, DNS Administration, Virtualization (VMware), DNS Administration",106951,159168,IT Support
Lead Penetration Tester,Perimeter Nine Labs,"Raleigh, NC",Full-time,"Network Security, ISO 27001, Git",141288,194846,Security
Lead Security Engineer,Lattice Works,"Sydney, Australia",Part-time,"Incident Response, Network Security, Linux Administration, OWASP, Application Security, VPN Configuration",139297,192520,Security
Senior QA Analyst,Circuitline IT,"Sydney, Australia",Part-time,"Jira, Appium, API Testing",87315,130732,QA & Testing
Staff QA Lead,Frameworth Digital,"Chicago, IL",Part-time,"Load Testing (JMeter), Postman, Jira, Mobile Testing, Python, JavaScript, Pytest",141485,191459,QA & Testing
Senior Test Automation Engineer,Solstice Data Co,"Raleigh, NC",Full-time,"Collaboration, Unit Testing, SQL, Selenium, Mobile Testing, Bug Tracking, Accessibility Testing, Behavior-Driven Development",101922,156721,QA & Testing
Senior Desktop Support Engineer,Granite Peak Tech,"Raleigh, NC",Contract,"Storage Area Networks, Windows Server Administration, Presentation Skills",79117,118179,IT Support
Lead Network Administrator,Skyline Ventures IT,"Denver, CO",Internship,"Windows Server Administration, Network Automation, Network Routing & Switching",114176,157160,IT Support
Lead Systems Administrator,Redteam Ridge Labs,"Vancouver, BC",Internship,"Active Directory, Virtualization (VMware), Documentation Best Practices, SD-WAN, Windows Server Administration",117669,159571,IT Support
Junior Test Automation Engineer,Signalcheck Labs,"Dallas, TX",Full-time,"Pytest, Mobile Testing, Exploratory Testing, Regression Testing, Playwright, Git",54881,81671,QA & Testing
Junior QA Analyst,Vertex Cloud Labs,"New York, NY",Full-time,"Bug Tracking, SQL, API Testing",47256,66848,QA & Testing
QA Engineer,Ticketforge Systems,Remote,Full-time,"Accessibility Testing, Pytest, Appium",73178,105259,QA & Testing
Senior GRC Analyst,Northwind Analytics,"New York, NY",Internship,"Identity and Access Management, Digital Forensics, ISO 27001, SOC 2 Compliance, Threat Modeling, Amazon Web Services (AWS)",93775,141929,Security
Manager SOC Analyst,Rigortest Software,Remote,Contract,"Shell Scripting, Security Auditing, Microsoft Azure, Communication",116819,174998,Security
Mid-level Quality Assurance Engineer,Frameworth Digital,"Raleigh, NC",Contract,"Jira, Python, Test Automation, Mobile Testing, Quality Assurance, Performance Testing, Selenium, CI/CD Pipelines",69411,104773,QA & Testing
Network Administrator,Sentinel Ridge Security,"Boston, MA",Full-time,"VPN Configuration, Network Automation, SD-WAN, Customer Service, Network Monitoring, Network Routing & Switching, DNS Administration",69814,100909,IT Support
Senior SDET,Bluepeak Software,Remote,Full-time,"Jira, Presentation Skills, Performance Testing, Postman, SQL, Mobile Testing, Load Testing (JMeter), Playwright",101836,151640,QA & Testing
Offensive Security Engineer,Rigortest Software,"Bengaluru, India",Contract,"Cloud Security, DevSecOps, VPN Configuration, Threat Modeling, Network Security, TCP/IP",80306,123398,Security
Senior Security Analyst,Sentinel Ridge Security,"Vancouver, BC",Full-time,"Security Auditing, Threat Modeling, Microsoft Azure, SOC 2 Compliance, devsecops, Identity and Access Management, Git, TCP/IP",98323,152819,Security
Principal Cloud Security Architect,Patchbay Technologies,"Toronto, ON",Internship,"Linux Administration, Shell Scripting, Identity and Access Management",175208,227126,Security
Junior Technical Support Engineer,Nodecare Technologies,"Washington, DC",Full-time,"Load Balancers (F5), IPv6, VoIP Systems, Windows Server Administration, Network Automation",45055,65642,IT Support
Junior Cybersecurity Analyst,Meridian Apps,"Sydney, Australia",Full-time,"SOC Operations, Shell Scripting, Threat Modeling, Network Security, Python, OWASP, Security Auditing",56347,80457,Security
Manager SOC Analyst,Bugtrail Technologies,"Bengaluru, India",Full-time,"Public Key Infrastructure, Zero Trust Architecture, Interpersonal Skills, Amazon Web Services (AWS), TCP/IP, Python, Identity and Access Management",117412,173903,Security
Intern QA Engineer,Precisionpath QA,"Washington, DC",Full-time,"Accessibility Testing, Jira, Quality Assurance, Continuous Testing, Selenium, Jest",21742,41902,QA & Testing
Junior Test Automation Engineer,Vertex Cloud Labs,Remote,Full-time,"Test Case Design, Continuous Testing, SQL",58214,79567,QA & Testing
Senior Help Desk Technician,Truescope Software,"New York, NY",Full-time,"Problem Solving, Network Monitoring, SD-WAN",72977,106901,IT Support
Lead Application Security Engineer,Qualitrix Systems,"San Francisco, CA",Full-time,"Network Security, Malware Analysis, OWASP",139309,192969,Security
Manual QA Tester,Bugtrail Technologies,"Washington, DC",Full-time,"SQL, Exploratory Testing, JavaScript, Test Case Design, API Testing, Jira, Mobile Testing, Appium",64114,96383,QA & Testing
IT Support Manager,Hardwireline Support,"Sydney, Australia",Full-time,"Load Balancers (F5), DNS Administration, Network Monitoring",123342,166790,IT Support
Junior Systems Administrator,Vertexguard Systems,"Washington, DC",Part-time,"Storage Area Networks, Collaboration, VPN Configuration, IPv6, Virtualization (VMware), VoIP Systems, Active Directory",51324,70197,IT Support
Senior IT Support Analyst,Meridian Apps,"Austin, TX",Full-time,"VoIP Systems, Documentation Best Practices, Customer Service, Communication",68004,106286,IT Support
Manager Compliance & Risk Analyst,Fortress Grove Inc,"Bengaluru, India",Contract,"Git, Python, Identity and Access Management, Microsoft Azure, SOC Operations, Public Key Infrastructure, Secure Code Review, Application Security",110689,164219,Security
Application Security Engineer,Argus Point Technologies,"Chicago, IL",Full-time,"Firewall Configuration, Amazon Web Services (AWS), DevSecOps, Cloud Security, Cryptography",83212,120334,Security
Senior Cybersecurity Analyst,Coreloop Systems,Remote,Full-time,"Python, DevSecOps, GDPR Compliance, Cloud Security, Zero Trust Architecture, Identity and Access Management",101015,148493,Security
Senior Application Security Engineer,Basecamp Support Labs,"Sydney, Australia",Part-time,"TCP/IP, Threat Modeling, Network Security, Secure Code Review, DevSecOps",107482,162128,Security
Senior Security Engineer,Ironclad Cyber Group,"Seattle, WA",Full-time,"Public Key Infrastructure, Vulnerability Assessment, SOC 2 Compliance, Network Security, Python, Incident Response, SOC Operations, GDPR Compliance",108482,165194,Security
Senior Penetration Tester,Faultline Technologies,"San Francisco, CA",Full-time,"Endpoint Security, Vulnerability Assessment, Malware Analysis, Incident Response, Amazon Web Services (AWS), Secure Code Review, Problem Solving, SOC 2 Compliance",111861,166902,Security
Junior GRC Analyst,Sentinel Ridge Security,"Toronto, ON",Full-time,"GDPR Compliance, Amazon Web Services (AWS), TCP/IP, Firewall Configuration, Zero Trust Architecture, Shell Scripting",50521,79408,Security
Systems Administrator,Peaksec Technologies,"Denver, CO",Full-time,"Documentation Best Practices, Time Management, Active Directory, SD-WAN, TCP/IP",69473,101385,IT Support
Manager Cybersecurity Analyst,Threadneedle Cyber,"Raleigh, NC",Full-time,"Security Auditing, Network Security, GRC (Governance, Risk & Compliance), Penetration Testing, DevSecOps, GDPR Compliance, HIPAA Compliance, Secure Code Review",112075,168055,Security
IT Support Manager,Fernwood Interactive,"Berlin, Germany",Internship,"Collaboration, Storage Area Networks, Endpoint Security",109706,158688,IT Support
Lead Test Automation Engineer,Threadneedle Cyber,"Vancouver, BC",Full-time,"Test Case Design, Continuous Testing, Behavior-Driven Development, Test Automation, Cypress, Selenium, Jira",130297,179633,QA & Testing
Test Automation Engineer,Lattice Works,"Dublin, Ireland",Full-time,"Behavior-Driven Development, Mobile Testing, Quality Assurance, Test Plan Development, Selenium, Jest",77863,116407,QA & Testing
Senior Desktop Support Engineer,Qualitrix Systems,"Boston, MA",Full-time,"TCP/IP, Customer Service, SD-WAN, VPN Configuration",80027,121022,IT Support
