title,company,location,type,skills_required,salary_min,salary_max,category
Senior Product Designer,Clearwater UX Studio,Remote,Full-time,"Design Thinking, Prototyping, User Research, Interaction Design, Wireframing, Adobe Photoshop, UX Research, InVision, Roadmap Planning",116105,136253,Design
Principal Associate Product Manager,Sunspire Digital,"Toronto, Canada",Full-time,"Business Analysis, OKRs, KPI Development, Stakeholder Management, JIRA, PRODUCT DISCOVERY",158348,181938,Product
Lead UX/UI Designer,Onyx Bridge Tech,"Chicago, IL",Full-time,"Adobe Photoshop, Adobe Illustrator, Design Thinking, Information Architecture, Design Critique Facilitation, Wireframing, Accessibility Design, InVision, Roadmap Planning, Git",146451,172335,Design
Principal Product Owner,Duneshore Digital,Remote,Full-time,"Business Analysis, SAFe (Scaled Agile Framework), User Story Mapping, Product Discovery, Product Management, Scrum, Roadmap Planning, Agile Methodology",150184,183428,Product
Product Manager,Moonfern Studio,Remote,Full-time,"Kanban, Customer Journey Mapping, Agile Methodology, Competitive Analysis, KPI Development, Data-Driven Decision Making, Jira, OKRs, Excel",87878,107214,Product
Growth Product Manager,Brightfern Studio,"Boston, MA",Full-time,"Requirements Gathering, Product Discovery, Product Management, Roadmap Planning",116774,165511,Product
Senior Growth Product Manager,Northfall Interactive,"Chicago, IL",Contract,"Business Analysis, A/B Test Design, KPI Development, SAFe (Scaled Agile Framework), Feature Prioritization, OKRs",105996,133300,Product
Senior UI Designer,Everline Studio,"Chicago, IL",Full-time,"Responsive Design, Adobe XD, InVision, Figma, Design Thinking, Stakeholder Management",119148,136844,Design
Intern Technical Product Manager,Meridian Crest Product,Remote,Contract,"Data-Driven Decision Making, KPI Development, Requirements Gathering, A/B Test Design, Roadmap Planning, SAFe (Scaled Agile Framework), Product Management",29174,41343,Product
Lead Growth Product Manager,Crestline Digital,"Chicago, IL",Full-time,"Requirements Gathering, Product Discovery, Jira, Market Research, Stakeholder Management, Communication",147526,164178,Product
Staff UX/UI Designer,Amberline Ventures,"Austin, TX",Internship,"Motion Design, Responsive Design, Prototyping, Accessibility Design, Design Thinking, Adobe Photoshop, Roadmap Planning",138553,178272,Design
Product Manager,Ashgrove Product,"Boston, MA",Full-time,"SAFe (Scaled Agile Framework), Business Analysis, OKRs, KPI Development",85352,106847,Product
Intern UX Designer,Sunspire Digital,Remote,Internship,"Figma Prototyping, Accessibility (WCAG), UI Design, Design Thinking, Persona Development, Design Systems, Usability Testing, Adobe XD",26866,35534,Design
Senior Associate Product Manager,Sunspire Digital,"New York, NY",Internship,"Business Analysis, Kanban, Requirements Gathering, Agile Methodology, Roadmap Planning, Market Research, SAFe (Scaled Agile Framework), Competitive Analysis, OKRs, Git",117374,138779,Product
Senior Product Manager,Fieldstone Digital Labs,Remote,Contract,"Product Management, A/B Test Design, KPI Development",109910,134739,Product
Lead UX Designer,Goldleaf Product Studio,"Portland, OR",Full-time,"Sketch, UX Research, Adobe XD, Figma Prototyping, InVision, Design Thinking,   Design Critique Facilitation, Stakeholder Management, Excel",139391,166950,Design
Intern Platform Product Manager,Willowmere Digital,"London, UK",Internship,"Business Analysis, A/B Test Design, SAFe (Scaled Agile Framework)",27115,40308,Product
Principal UX Researcher,Rustling Oak Studio,"Denver, CO",Full-time,"User Research, UX Research, Usability Testing, Design Systems, Interaction Design, InVision, Sketch, Agile Methodology",147423,178808,Design
Intern Product Owner,Wrenfield UX Co,"Portland, OR",Internship,"A/B Test Design, User Story Mapping, Agile Methodology, Interpersonal Skills",28084,37162,Product
Intern Interaction Designer,Northfall Interactive,"Seattle, WA",Internship,"Design Systems, Sketch, Usability Testing, User Research, Persona Development, UX Research, Adobe XD",25264,41216,Design
Principal UX/UI Designer,Duskridge Digital,"Austin, TX",Full-time,"adobe photoshop, UI Design, Accessibility (WCAG), Responsive Design, Vendor Management",148499,184556,Design
Intern Interaction Designer,Driftwood UX Lab,"Berlin, Germany",Internship,"Accessibility (WCAG), Persona Development, Design Thinking, Prototyping, Communication",23063,37695,Design
Senior UX/UI Designer,Glimmerwell Labs,Remote,Full-time,"Adobe XD, Accessibility (WCAG), Accessibility Design, Information Architecture, Vendor Management",120607,145011,Design
UI Designer,Willowmere Digital,Remote,Full-time,"Persona Development, Prototyping, UX Research, Information Architecture, Usability Testing, Miro, Figma Prototyping, Wireframing",80574,107374,Design
Senior Technical Product Manager,Wanderlight Labs,"Dublin, Ireland",Internship,"User Story Mapping, KPI Development, Market Research, Competitive Analysis, Kanban, Git",121672,144654,Product
Product Analyst,Nova Harbor Design,"Atlanta, GA",Contract,"Agile Methodology, Scrum, SAFe (Scaled Agile Framework), Product Management, Product Discovery, Roadmap Planning, Interpersonal Skills",85309,110132,Product
Intern Product Analyst,Brightfern Studio,Remote,Internship,"Agile Methodology, Kanban, Market Research",22199,40075,Product
Senior UX/UI Designer,Wanderlight Labs,"Sydney, Australia",Contract,"Figma, Design Critique Facilitation, Wireframing, Persona Development, Motion Design, Prototyping, Figma Prototyping",109174,150705,Design
UX Researcher,Hazelwick Design,"Toronto, Canada",Full-time,"Miro, User Research, Accessibility (WCAG), Motion Design",79829,100680,Design
Lead Growth Product Manager,Wispcraft UX,Singapore,Full-time,"SAFe (Scaled Agile Framework), Scrum, Kanban, Product Discovery, Product Management, KPI Development, Feature Prioritization, Excel",147786,166482,Product
Intern Product Designer,Sagebrush Labs,"Denver, CO",Internship,"Miro,   Motion Design, Prototyping, communication",28961,38347,Design
Intern Product Designer,Alderwood Labs,"New York, NY",Internship,"User Research, Design Thinking, Wireframing, Persona Development, Figma Prototyping, Design Critique Facilitation, Adobe Photoshop",24726,37719,Design
Interaction Designer,Wispcraft UX,"Bangalore, India",Internship,"UI Design, Design Systems, User Research, Design Thinking, Interpersonal Skills",89971,111815,Design
Lead Platform Product Manager,Sterling Vale Tech,"Dublin, Ireland",Part-time,"SAFe (Scaled Agile Framework), Data-Driven Decision Making, Scrum, Product Management",144962,166416,Product
Senior Product Designer,Larkspur Product Co,"Denver, CO",Internship,"Figma Prototyping, Persona Development, UI Design, Responsive Design, Design Critique Facilitation, UX Research, Stakeholder Management",106651,149506,Design
Staff Interaction Designer,Amberline Ventures,Singapore,Part-time,"Adobe Illustrator, Responsive Design, Miro, Figma, Vendor Management",151946,168444,Design
Senior Platform Product Manager,Granite Loop Studio,Remote,Contract,"Customer Journey Mapping, Stakeholder Management, Market Research, Scrum, Product Discovery, Requirements Gathering, OKRs",111006,152266,Product
Lead Growth Product Manager,Duskridge Digital,"Chicago, IL",Full-time,"Roadmap Planning, OKRs, Feature Prioritization, Stakeholder Management, Product Discovery, Scrum, KPI Development",145284,169041,Product
Associate Product Manager,Bramblewood Studio,"Berlin, Germany",Internship,"Data-Driven Decision Making, Customer Journey Mapping, Market Research, Agile Methodology",88331,107186,Product
Principal Growth Product Manager,Ravenmoor Labs,"Atlanta, GA",Full-time,"Requirements Gathering, Jira, A/B Test Design, Roadmap Planning, Feature Prioritization, Product Management, OKRs, Scrum, Stakeholder Management",150756,173453,Product
Senior Interaction Designer,Mistwood Labs,"Denver, CO",Contract,"UI Design, Responsive Design, Persona Development, Figma, Figma Prototyping, Sketch, Miro, Vendor Management",119366,142265,Design
Lead Associate Product Manager,Palewind Interactive,Remote,Contract,"User Story Mapping, Data-Driven Decision Making, Market Research, SAFe (Scaled Agile Framework), KPI Development, Stakeholder Management",134294,171757,Product
Junior Product Designer,Silverbrook Design,Remote,Part-time,"Sketch, Motion Design, Responsive Design, Adobe Photoshop, Information Architecture, Miro, Design Critique Facilitation",59191,80297,Design
Platform Product Manager,Meridian Crest Product,"Portland, OR",Full-time,"SAFe (Scaled Agile Framework), Agile Methodology, Stakeholder Management, Product Management, Customer Journey Mapping, Requirements Gathering",80296,103115,Product
Product Designer,Rowancroft Digital,"Dublin, Ireland",Contract,"Accessibility Design, Sketch, Motion Design, Prototyping, Design Systems",78396,109733,Design
Principal Product Manager,Onyx Bridge Tech,Remote,Full-time,"Kanban, Agile Methodology, Roadmap Planning, User Story Mapping, Feature Prioritization",148485,178476,Product
Senior Visual Designer,Sable Ridge Labs,"Austin, TX",Full-time,"Sketch, Design Systems, UI Design, Responsive Design, Design Critique Facilitation, InVision, Accessibility (WCAG), UX Research",119681,142221,Design
Senior UI Designer,Frostvale Design Labs,"Toronto, Canada",Full-time,"InVision, Prototyping, Usability Testing, Accessibility Design, Miro, Design Thinking, Roadmap Planning",116779,154239,Design
Principal Visual Designer,Moonfern Studio,"Toronto, Canada",Full-time,"Motion Design, Figma, Design Critique Facilitation, Usability Testing, Wireframing, Information Architecture, UI Design, Interpersonal Skills",159934,185527,Design
UI Designer,Fernwave Collective,"Berlin, Germany",Full-time,"Miro, UX Research, Prototyping, UI Design, Adobe XD, Figma Prototyping, Adobe Illustrator, Usability Testing",90294,98181,Design
Intern Product Owner,Fernwave Collective,Remote,Internship,"Business Analysis, Customer Journey Mapping, A/B Test Design, Competitive Analysis, Product Discovery, Requirements Gathering",23223,35252,Product
Visual Designer,Larkspur Product Co,"Boston, MA",Part-time,"Interaction Design, Figma, User Research, Usability Testing, Figma Prototyping, Adobe XD, Excel",87304,113729,Design
Junior Product Analyst,Hollowreed Design,"Los Angeles, CA",Full-time,"Feature Prioritization, Customer Journey Mapping, Business Analysis",61855,83877,Product
Growth Product Manager,Vellum Path Design,"Seattle, WA",Contract,"SAFe (Scaled Agile Framework), Requirements Gathering, Customer Journey Mapping, OKRs",83592,103129,Product
Senior UI Designer,Ashenfall Product Co,Remote,Full-time,"Design Thinking, Interaction Design, UX Research, Accessibility (WCAG), Stakeholder Management",117754,130220,Design
Intern Interaction Designer,Emberline Studio,"Seattle, WA",Internship,"Design Systems, Persona Development, Accessibility (WCAG), Design Thinking, Figma Prototyping, User Research, UI Design, Responsive Design",22315,35242,Design
Lead Product Manager,Fernwave Collective,"Chicago, IL",Internship,"A/B Test Design, Kanban, Product Discovery, Jira, Competitive Analysis, Product Management, User Story Mapping, Business Analysis",132436,157311,Product
Principal Associate Product Manager,Silverbrook Design,"Atlanta, GA",Full-time,"Market Research, Roadmap Planning, Business Analysis",151941,177637,Product
Intern UX Researcher,Amberline Ventures,Remote,Internship,"Figma Prototyping, Adobe XD, Figma, Responsive Design, Design Systems, Adobe Illustrator, Wireframing, InVision, Communication",23359,40890,Design
Junior Product Designer,Cloverfield UX Studio,Remote,Contract,"Sketch, Adobe Illustrator, InVision, Information Architecture, Confluence",57986,77076,Design
Senior Interaction Designer,Cinderhall Digital,"Sydney, Australia",Full-time,"Wireframing, Adobe XD, Motion Design, User Research, Figma Prototyping, OKRs",118842,139412,Design
Senior Platform Product Manager,Cobblestone UX Co,"Portland, OR",Full-time,"Product Discovery, User Story Mapping, A/B Test Design, KPI Development, Agile Methodology, Roadmap Planning, Customer Journey Mapping, Communication",113758,152128,Product
Lead UX Researcher,Wrenfield UX Co,"New York, NY",Internship,"Figma, Interaction Design, Design Thinking, Accessibility (WCAG), Responsive Design, User Research, Roadmap Planning, Stakeholder Management",135071,157721,Design
Principal Technical Product Manager,Brightloom Product,Remote,Full-time,"Roadmap Planning, SCRUM, OKRs, SAFE (SCALED AGILE FRAMEWORK), User Story Mapping, scrum",151564,179427,Product
Lead Interaction Designer,Ironwood Systems,"Austin, TX",Full-time,"Information Architecture, Design Thinking, Usability Testing, Figma Prototyping, Responsive Design, Miro, Figma, Stakeholder Management",144291,164025,Design
Interaction Designer,Cobalt Reach Labs,"San Francisco, CA",Full-time,"UI Design, Accessibility (WCAG), Information Architecture, User Research, Figma, Design Systems, Adobe Illustrator",89823,105809,Design
Staff UX/UI Designer,Onyx Bridge Tech,Remote,Internship,"UX Research, UI Design, Information Architecture, Figma Prototyping, Stakeholder Management, INTERPERSONAL SKILLS",148236,167569,Design
Principal UX Designer,Sunspire Digital,"Sydney, Australia",Full-time,"Figma, Usability Testing, Design Critique Facilitation, UX Research, Adobe XD, OKRs",159728,181239,Design
Staff UI Designer,Sterling Vale Tech,Remote,Full-time,"Interaction Design, Persona Development, Accessibility Design, Motion Design, Wireframing",142800,180702,Design
Principal Associate Product Manager,Ashgrove Product,"Dublin, Ireland",Full-time,"Product Discovery, Stakeholder Management, SAFe (Scaled Agile Framework)",153418,176613,Product
Lead Growth Product Manager,Duskridge Digital,"Denver, CO",Internship,"A/B Test Design, User Story Mapping, Agile Methodology, Kanban, Stakeholder Management, Roadmap Planning, Product Discovery",132594,175439,Product
Platform Product Manager,Larkspur Product Co,"Chicago, IL",Contract,"A/B Test Design, Data-Driven Decision Making, Jira, Feature Prioritization, Vendor Management",116668,153323,Product
Senior Technical Product Manager,Basalt Grove Product,Remote,Full-time,"A/B Test Design, Jira, User Story Mapping, Business Analysis, Agile Methodology, Product Discovery, Stakeholder Management, Communication",110822,134247,Product
Principal Visual Designer,Willowmere Digital,"Amsterdam, Netherlands",Part-time,"User Research, Accessibility Design, Responsive Design, UX Research, Motion Design, Design Critique Facilitation, Stakeholder Management",147086,189722,Design
Lead Technical Product Manager,Cobblestone UX Co,Remote,Full-time,"Kanban, A/B Test Design, Scrum, Competitive Analysis, Roadmap Planning, Business Analysis, Jira, Vendor Management",141999,168994,Product
Associate Product Manager,Larkspur Product Co,"Toronto, Canada",Full-time,"Agile Methodology, Feature Prioritization, Kanban, Excel",126278,163429,Product
Principal UX Designer,Ashgrove Product,Remote,Full-time,"Figma, Accessibility (WCAG), Design Thinking, Roadmap Planning",146429,178479,Design
Staff Interaction Designer,Marrow Peak Tech,"Los Angeles, CA",Full-time,"Accessibility (WCAG), Adobe Photoshop, UX Research, Adobe Illustrator, Design Thinking, Interaction Design, Figma Prototyping, Git",139770,161481,Design
Senior Product Owner,Everline Studio,"Amsterdam, Netherlands",Full-time,"Agile Methodology, Jira, Business Analysis, KPI Development, User Story Mapping, Customer Journey Mapping",119748,140239,Product
Senior Interaction Designer,Windmere Studio,"Bangalore, India",Full-time,"Sketch, UX Research, Usability Testing, Roadmap Planning",115967,146285,Design
Principal UX Designer,Clearwater UX Studio,Remote,Full-time,"Motion Design, Design Thinking, User Research, Persona Development, Prototyping, Vendor Management",155402,181361,Design
Intern Product Manager,Vellum Path Design,"New York, NY",Internship,"Competitive Analysis, Stakeholder Management, Customer Journey Mapping",29552,38002,Product
Growth Product Manager,Glimmerwell Labs,"Toronto, Canada",Full-time,"Requirements Gathering, OKRs, Scrum, Business Analysis, Product Discovery, User Story Mapping",80315,103718,Product
Intern Visual Designer,Onyx Bridge Tech,"Portland, OR",Internship,"Accessibility Design, Persona Development, Interaction Design, Adobe Illustrator, Adobe XD",22843,37762,Design
Staff UX Designer,Meridian Crest Product,"Toronto, Canada",Full-time,"UX Research, Persona Development, Figma Prototyping, Sketch, Interpersonal Skills",138734,161121,Design
Intern Technical Product Manager,Copperfield UX,"Seattle, WA",Full-time,"KPI Development, Requirements Gathering, Kanban, Market Research, SAFe (Scaled Agile Framework), Stakeholder Management",26265,39078,Product
Junior Interaction Designer,Mistwood Labs,Singapore,Internship,"Design Thinking, Prototyping, Adobe Photoshop, Miro, Information Architecture, Persona Development, Interaction Design, Design Critique Facilitation, Communication",63208,83579,Design
UX/UI Designer,Pinecrest Digital,"Toronto, Canada",Part-time,"Adobe XD, Miro, Figma",82711,103078,Design
Intern Associate Product Manager,Cobalt Reach Labs,Remote,Internship,"KPI Development, Customer Journey Mapping, A/B Test Design, Requirements Gathering, Kanban, Roadmap Planning",28033,36182,Product
Growth Product Manager,Granite Loop Studio,Remote,Full-time,"Data-Driven Decision Making, Roadmap Planning, Requirements Gathering, Scrum, A/B Test Design, Stakeholder Management, Agile Methodology, Feature Prioritization",90110,105560,Product
Staff UX Designer,Wanderlight Labs,Remote,Full-time,"Figma Prototyping, Adobe Illustrator, User Research, Adobe Photoshop, Motion Design, Persona Development, Design Thinking, Usability Testing, OKRs",146037,176647,Design
Junior Product Owner,Ironwood Systems,Remote,Full-time,"Customer Journey Mapping, Stakeholder Management, Market Research, Requirements Gathering, Scrum, User Story Mapping, Business Analysis, Kanban",64285,83335,Product
Staff UI Designer,Lucent Path Studio,Remote,Internship,"Figma, Accessibility Design, Miro, Adobe XD, Accessibility (WCAG), Adobe Illustrator, User Research, Roadmap Planning",144272,166961,Design
Intern UX Researcher,Fernwave Collective,Singapore,Internship,"User Research, Design Systems, Sketch, Communication",28280,35913,Design
Principal Associate Product Manager,Basalt Grove Product,"Sydney, Australia",Full-time,"Data-Driven Decision Making, OKRs, Competitive Analysis, Scrum, Customer Journey Mapping, Business Analysis, Confluence",158293,168922,Product
Staff UX Designer,Mistwood Labs,Remote,Full-time,"Information Architecture, Figma Prototyping, Usability Testing, Prototyping, UI Design, Stakeholder Management",138877,168956,Design
Junior Product Analyst,Pinehollow UX,Remote,Internship," Agile Methodology , Market Research, SCRUM",59079,81285,Product
Junior Product Analyst,Clearwater UX Studio,"Dublin, Ireland",Full-time,"Stakeholder Management, Roadmap Planning, Agile Methodology, KPI Development, Market Research",61481,76248,Product
Platform Product Manager,Sagebrush Labs,"Portland, OR",Contract,"Feature Prioritization, SAFe (Scaled Agile Framework),  KPI Development , Stakeholder Management, OKRS, Data-Driven Decision Making, Requirements Gathering, Roadmap Planning",131366,166730,Product
Senior UX Designer,Kestrel Bay Design,"Boston, MA",Full-time,"USABILITY TESTING, UX RESEARCH, Accessibility (WCAG), Adobe XD, Git",109282,138344,Design
Principal Interaction Designer,Cedarfall Product Co,"Seattle, WA",Full-time,"Miro, UX Research, Motion Design, Prototyping, Design Critique Facilitation, Interaction Design, Adobe Illustrator",159729,189393,Design
Intern Product Designer,Wrenfield UX Co,"Portland, OR",Internship,"Figma Prototyping, Figma, User Research, Accessibility (WCAG)",22970,36492,Design
Senior Technical Product Manager,Clearwater UX Studio,Remote,Full-time,"Requirements Gathering, Jira, OKRs, Stakeholder Management",107598,150180,Product
Senior UI Designer,Cobblestone UX Co,Singapore,Internship,"Accessibility Design, User Research, Prototyping, Usability Testing, Figma Prototyping, Roadmap Planning",117681,141511,Design
Product Manager,Frostvale Design Labs,"Los Angeles, CA",Full-time,"OKRs, Product Discovery, Data-Driven Decision Making, Stakeholder Management, SAFe (Scaled Agile Framework)",90442,104245,Product
Senior UI Designer,Fernwave Collective,"Chicago, IL",Full-time,"Design Systems, Adobe Illustrator, Adobe Photoshop, UI Design",115978,149337,Design
Product Designer,Foxglove Product Co,"Dublin, Ireland",Part-time,"User Research, Information Architecture, Adobe Photoshop, Adobe Illustrator, Interaction Design, Interpersonal Skills",86053,106729,Design
Principal Associate Product Manager,Palewind Interactive,Remote,Contract,"Product Discovery, Data-Driven Decision Making, Roadmap Planning, Scrum, Business Analysis, SAFe (Scaled Agile Framework), Vendor Management",154247,191891,Product
Junior Product Manager,Willowmere Digital,Singapore,Contract,"Market Research, Customer Journey Mapping, OKRs",64079,79621,Product
Intern Platform Product Manager,Basalt Grove Product,"Austin, TX",Internship,"KPI Development, Jira, Product Management, Agile Methodology",25736,36546,Product
Junior UX Researcher,Marlowe Bridge Product,"Boston, MA",Full-time,"Figma Prototyping, InVision, Usability Testing, Design Critique Facilitation, Accessibility Design, Adobe Photoshop",57565,76009,Design
Staff UX Designer,Fieldstone Digital Labs,Remote,Contract,"UI Design, Design Thinking, InVision, Adobe Photoshop, Persona Development, Interpersonal Skills",146826,166000,Design
Junior UX Researcher,Hollowreed Design,"Chicago, IL",Part-time,"Wireframing, UI Design, Usability Testing, InVision, Interaction Design, Accessibility Design, UX Research, Git",65093,80783,Design
Lead Growth Product Manager,Onyx Bridge Tech,"San Francisco, CA",Full-time,"Agile Methodology, Data-Driven Decision Making, Stakeholder Management, Requirements Gathering, Market Research, A/B Test Design, Competitive Analysis, User Story Mapping, Communication",138612,175150,Product
Technical Product Manager,Marrow Peak Tech,Remote,Full-time,"Product Management, Customer Journey Mapping, Stakeholder Management, SAFe (Scaled Agile Framework), Kanban, Jira, Requirements Gathering, Scrum",82238,110137,Product
Lead UX Designer,Hollowreed Design,"Los Angeles, CA",Full-time,"Design Thinking, Wireframing, Adobe Illustrator, Miro, UX Research, InVision",133087,164020,Design
Junior Product Analyst,Everline Studio,Remote,Full-time,"KPI Development, Requirements Gathering, A/B Test Design, SAFe (Scaled Agile Framework), Product Management, Kanban, Competitive Analysis, Confluence",60478,77600,Product
Product Owner,Alderwood Labs,"Boston, MA",Full-time,"SAFe (Scaled Agile Framework), Business Analysis, Product Management",80947,113084,Product
Product Designer,Copperfield UX,Remote,Contract,"Accessibility Design, Adobe Photoshop, Responsive Design, UI Design, Comunication, responsive design",85457,100102,Design
Senior UX Designer,Ashgrove Product,"Denver, CO",Full-time,"Prototyping, Information Architecture, Adobe Photoshop, Interaction Design, Sketch, Wireframing, Vendor Management, Interpersonal Skills",106520,134108,Design
Junior UX/UI Designer,Ironwood Systems,"Boston, MA",Internship,"Sketch, Design Thinking, Prototypeing, Adobe Photoshop, Design Critique Facilitation, Figma Prototyping, Interpersonal Skills",65905,80122,Design
Platform Product Manager,Stonebridge Product Co,Remote,Full-time,"Market Research, Jira, Business Analysis, Customer Journey Mapping, Requirements Gathering, OKRs, Scrum, Vendor Management, Confluence",126575,142115,Product
Lead Growth Product Manager,Quartzline Product Co,"Austin, TX",Full-time,"Kanban, SAFe (Scaled Agile Framework), Agile Methodology, A/B Test Design, User Story Mapping, Product Discovery, OKRs",147626,164030,Product
Technical Product Manager,Sterling Vale Tech,Remote,Full-time,"Market Research, Stakeholder Management, Business Analysis",86426,99791,Product
Lead Product Designer,Pinehollow UX,Remote,Full-time,"Motion Design, Adobe XD, Adobe Illustrator, InVision, Accessibility (WCAG), Wireframing, Figma, User Research, Vendor Management",137823,171478,Design
Senior Visual Designer,Stonebridge Product Co,"Amsterdam, Netherlands",Full-time,"Adobe Photoshop, Adobe Illustrator, Figma, Usability Testing, UI Design, Stakeholder Management",107885,148856,Design
Senior UX Researcher,Thornbury Digital,"Denver, CO",Internship,"Interaction Design, Motion Design, InVision, Adobe XD, Information Architecture, User Research, UI Design, Prototyping",120432,132320,Design
Senior UX Researcher,Brightloom Product,"Boston, MA",Full-time,"Figma Prototyping, UI Design, Wireframing, Sketch, Motion Design, Accessibility (WCAG), InVision, Roadmap Planning",105007,147571,Design
Intern Product Analyst,Onyx Bridge Tech,"London, UK",Internship,"Kanban, Feature Prioritization, Stakeholder Management, Product Management, A/B Test Design, Business Analysis, Product Discovery, Requirements Gathering",25142,38345,Product
Senior Product Designer,Mistwood Labs,"Los Angeles, CA",Full-time,"Information Architecture, Persona Development, Design Critique Facilitation, Motion Design, Adobe Photoshop, Confluence",109965,143632,Design
Associate Product Manager,Duneshore Digital,"San Francisco, CA",Full-time,"Kanban, Scrum, Requirements Gathering, Stakeholder Management, Market Research, Vendor Management",126186,160269,Product
Senior Visual Designer,Harborlight UX,"Chicago, IL",Full-time,"Interaction Design, Design Thinking, UI Design, Accessibility Design",119789,152283,Design
Intern Product Designer,Sagebrush Labs,Remote,Full-time,"Accessibility (WCAG), Responsive Design, Miro, User Research, Persona Development, Interaction Design, Wireframing",24358,39718,Design
Principal UX Designer,Copperfield UX,"Portland, OR",Full-time,"Accessibility Design, User Research, Wireframing, Figma Prototyping, Design Thinking, Persona Development, Information Architecture, Adobe Photoshop, Vendor Management",154764,187850,Design
Principal UI Designer,Copperfield UX,Singapore,Full-time,"Design Thinking, InVision, Figma Prototyping, Figma, Information Architecture, Responsive Design, Accessibility (WCAG)",149967,179130,Design
Staff Interaction Designer,Brightloom Product,Singapore,Contract,"Design Systems, Usability Testing, Miro, Wireframing, Motion Design, Responsive Design, Information Architecture, InVision, Roadmap Planning",150759,168887,Design
Principal Product Analyst,Aldergate Product,"Los Angeles, CA",Contract,"Roadmap Planning, Requirements Gathering, Competitive Analysis, Market Research, SAFe (Scaled Agile Framework), Product Management, Interpersonal Skills",145754,168370,Product
Junior Product Manager,Sterling Vale Tech,"Toronto, Canada",Full-time,"Product Management, A/B Test Design, Customer Journey Mapping, Market Research, OKRs, Scrum, User Story Mapping",58244,83895,Product
Principal Product Analyst,Goldleaf Product Studio,"Berlin, Germany",Part-time,"Agile Methodology, Scrum, A/B Test Design, OKRs",147262,173962,Product
Junior Growth Product Manager,Driftwood UX Lab,"Portland, OR",Contract,"KPI Development, Product Management, Jira, A/B Test Design, Scrum, User Story Mapping, Data-Driven Decision Making, Roadmap Planning, Communication",60830,81707,Product
Intern Visual Designer,Nightshade UX,"Bangalore, India",Internship,"Design Thinking, Persona Development, Adobe XD, Information Architecture, Adobe Photoshop, Design Critique Facilitation, Miro",28572,34576,Design
Junior Interaction Designer,Willowmere Digital,"Los Angeles, CA",Full-time,"Figma Prototyping, Persona Development, Usability Testing, Adobe Illustrator, Figma",58048,76380,Design
Junior Product Manager,Foxglove Product Co,"Seattle, WA",Full-time,"Data-Driven Decision Making, SAFe (Scaled Agile Framework), Requirements Gathering, Scrum, KPI Development, Market Research, Stakeholder Management, Customer Journey Mapping",59680,78629,Product
Senior Growth Product Manager,Bramblewood Studio,Remote,Full-time,"SAFe (Scaled Agile Framework), A/B Test Design, Market Research, OKRs, Kanban, Stakeholder Management",115774,133192,Product
Product Designer,Timberlyn Product Co,"Dublin, Ireland",Full-time,"Figma Prototyping, Accessibility (WCAG), UX Research, Usability Testing, InVision, Communication",78159,111904,Design
Product Owner Manager,Goldleaf Product Studio,"New York, NY",Internship,"User Story Mapping, Kanban, Jira, Stakeholder Management, Product Discovery, Feature Prioritization, Communication",130213,162225,Product
Junior Visual Designer,Nova Harbor Design,"Dublin, Ireland",Internship,"Figma, Accessibility (WCAG), Adobe Illustrator, User Research, InVision",65617,76328,Design
Lead UX Researcher,Gladewind Labs,Remote,Full-time,"User Research, Persona Development, UX Research, Design Systems, Information Architecture, Motion Design, Usability Testing, OKRs, Agile Methodology",134516,170470,Design
Principal Product Manager,Copperfield UX,Remote,Part-time,"OKRs, Product Management, Market Research, Requirements Gathering,   KPI Development, kanban,   kpi development",155536,186333,Product
Intern UX Researcher,Copperhaven UX,"Dublin, Ireland",Internship,"Prototyping, UX Research, Adobe Illustrator, Miro, Communication",25251,38776,Design
Product Manager,Gladewind Labs,Remote,Full-time,"KPI Development,   Feature Prioritization, Customer Journey Mapping, A/B Test Design, MARKET RESEARCH, Scrum, Agile Methodology, kpi development",81543,99966,Product
Principal Platform Product Manager,Windmere Studio,"Seattle, WA",Full-time,"Product Management, Scrum, Stakeholder Management, Jira, Git",149591,187658,Product
Platform Product Manager,Driftwood UX Lab,"New York, NY",Full-time,"Data-Driven Decision Making, Scrum, Competitive Analysis, Agile Methodology, Vendor Management",123694,156704,Product
Product Owner Manager,Gladewind Labs,"Amsterdam, Netherlands",Full-time,"Data-Driven Decision Making, User Story Mapping, Business Analysis, Stakeholder Management, Requirements Gathering, Jira, A/B Test Design, Roadmap Planning",124625,149461,Product
Senior Product Manager,Thistle & Vane Design,Remote,Internship,"OKRs, Product Management, User Story Mapping, Data-Driven Decision Making, Stakeholder Management, Interpersonal Skills",121364,140414,Product
Lead UX/UI Designer,Onyx Bridge Tech,Remote,Full-time,"Design Critique Facilitation, Responsive Design, Figma, Wireframing, Miro, InVision, User Research, UX Research, Vendor Management, Agile Methodology",138955,169909,Design
Principal Growth Product Manager,Vellum Path Design,"Amsterdam, Netherlands",Full-time,"Business Analysis, User Story Mapping, SAFe (Scaled Agile Framework), Stakeholder Management, Customer Journey Mapping, Vendor Management, Interpersonal Skills",148011,174300,Product
Lead UX/UI Designer,Thornbury Digital,"Austin, TX",Full-time,"Figma Prototyping, Accessibility (WCAG), Design Critique Facilitation",145751,164271,Design
Principal UI Designer,Mistwood Labs,"London, UK",Full-time,"UX Research, Miro, Responsive Design, InVision, Wireframing, OKRs, Git",147577,189385,Design
