title,company,location,type,skills_required,salary_min,salary_max,category
Lead Pricing Analyst,Hollowbrook Wealth Partners,"Denver, CO",Full-time,"NetSuite, Accounting Principles, Pricing Strategy, SAP, QuickBooks, Risk Management",136761,149635,"Business, Finance & Analytics"
Lead Tax Analyst,Foxglen Advisory Group,"San Francisco, CA",Full-time,"NetSuite, Supply Chain Analysis, Contract Negotiation, Cost-Benefit Analysis, QuickBooks",141410,156686,"Business, Finance & Analytics"
Junior Financial Planning Analyst,Oakhaven Investment Partners,Remote,Full-time,"Competitive Intelligence, QuickBooks, Accounting Principles, Pricing Strategy, P&L Management",58006,66489,"Business, Finance & Analytics"
FP&A Analyst Intern,Lakeshore Capital Group,Remote,Internship,"Competitive Intelligence, Financial Analysis, Investment Analysis, KPI Development, Excel Financial Modeling",27706,32127,"Business, Finance & Analytics"
Data Analyst Intern,Pinecrest Advisory Group,Remote,Internship,"Vendor Management, Contract Negotiation, Critical Thinking, Pricing Strategy",36436,44000,Data & Analytics
Portfolio Analyst Intern,Hollowbrook Wealth Partners,Remote,Internship,"Data-Driven Decision Making, Vendor Management, Competitive Intelligence",32696,39533,"Business, Finance & Analytics"
Junior Finance Manager,Sterling Financial Partners,"Dallas, TX",Full-time,"NetSuite, Pricing Strategy, P&L Management, Git, Data-Driven Decision Making",55883,62275,"Business, Finance & Analytics"
Senior Financial Analyst,Onyx Solutions Group,"London, UK",Full-time,"Risk Management, Financial Analysis, KPI Development, Procurement, Competitive Intelligence, Agile Methodology, Vendor Management, Contract Negotiation",124834,135157,"Business, Finance & Analytics"
Risk Manager,Lakeshore Capital Group,Remote,Full-time,"Business Development, Excel Financial Modeling, Supply Chain Analysis, P&L Management, Competitive Intelligence",77125,84578,"Business, Finance & Analytics"
Business Intelligence Analyst Intern,Highfield Investment Partners,"Atlanta, GA",Internship,"Excel, SQL, Power BI, Excel Financial Modeling",24806,29650,Data & Analytics
Junior FP&A Analyst,Granite Ledger Co.,Remote,Full-time,"Pricing Strategy, Business Development, P&L Management, SAP, Contract Negotiation, Excel Financial Modeling, SQL, Investment Analysis",69138,78401,"Business, Finance & Analytics"
Tax Analyst,Redwood Wealth Partners,Remote,Full-time,"Financial Analysis, Accounting Principles, Supply Chain Analysis, QuickBooks, KPI Development, Competitive Intelligence, Excel, Business Development",77634,86090,"Business, Finance & Analytics"
Senior Data Analyst,Summit Solutions Group,"Denver, CO",Full-time,"KPI Development, Tableau, Salesforce, SAP, Contract Negotiation, SQL, Procurement, P&L Management",122371,131162,Data & Analytics
Junior Pricing Analyst,Redwood Financial Group,"Seattle, WA",Full-time,"Business Development, P&L Management, Financial Analysis, Accounting Principles, Contract Negotiation, Procurement, Competitive Intelligence, Vendor Management",71290,77956,"Business, Finance & Analytics"
Senior Payroll Specialist,Kestrel Asset Management,Remote,Full-time,"Competitive Intelligence, Business Development, NetSuite, Stakeholder Management, Accounting Principles, Risk Management, Financial Analysis",122180,133338,"Business, Finance & Analytics"
Lead Financial Analyst,Brightpath Solutions Group,"San Francisco, CA",Full-time,"SAP, Data-Driven Decision Making, Financial Modeling, Budgeting & Forecasting, Contract Negotiation, P&L Management, Time Management, Risk Management",137089,151235,"Business, Finance & Analytics"
Senior Internal Auditor,Stonebridge Strategy Group,"Chicago, IL",Full-time,"Data-Driven Decision Making, Investment Analysis, Risk Management, P&L Management",133010,140808,"Business, Finance & Analytics"
Lead Business Analyst,Skyline Strategy Group,Remote,Full-time,"Data-Driven Decision Making, SAP, Accounting Principles, Excel Financial Modeling",158212,167444,"Business, Finance & Analytics"
Lead Pricing Analyst,Ironwood Strategy Group,Remote,Full-time,"Agile Methodology, Competitive Intelligence, Procurement, KPI Development, Contract Negotiation, SAP, P&L Management, Pricing Strategy",130785,146541,"Business, Finance & Analytics"
Internal Auditor Manager,Lakeshore Ledger Co.,"Austin, TX",Part-time,"Financial Analysis, Communication, P&L Management, Pricing Strategy, Excel, Risk Management, Vendor Management, Contract Negotiation, Excel",116719,135347,"Business, Finance & Analytics"
Junior Data Analyst,Brambleton Trust Group,"New York, NY",Full-time,"Data-Driven Decision Making, Competitive Intelligence, Financial Modeling, Contract Negotiation",66909,71810,Data & Analytics
Tax Analyst,Bluepeak Strategy Group,Remote,Part-time,"Business Development, Budgeting & Forecasting, NetSuite, Competitive Intelligence, Cost-Benefit Analysis, Accounting Principles",73520,80974,"Business, Finance & Analytics"
Principal Financial Analyst,Granite Insights,"New York, NY",Full-time,"Risk Management, Pricing Strategy, Data-Driven Decision Making, Procurement, Cost-Benefit Analysis, Git, Investment Analysis",164996,174723,"Business, Finance & Analytics"
Controller,Falcon Ridge Financial Group,"Atlanta, GA",Full-time,"Procurement, Investment Analysis, QuickBooks",100749,111600,"Business, Finance & Analytics"
Auditor Manager,Lakeshore Ledger Co.,"Dallas, TX",Full-time,"NetSuite, Business Development, Investment Analysis, Pricing Strategy, SAP, Budgeting & Forecasting, Data-Driven Decision Making, Supply Chain Analysis",154848,170206,"Business, Finance & Analytics"
Tax Analyst,Redwood Capital Group,Remote,Full-time,"Excel, QuickBooks, Supply Chain Analysis, Budgeting & Forecasting, NetSuite, Contract Negotiation, Procurement",75582,88225,"Business, Finance & Analytics"
Investment Analyst,Bluepeak Strategy Group,"Seattle, WA",Part-time,"Vendor Management, Excel Financial Modeling, Financial Analysis, Problem Solving, Competitive Intelligence, Pricing Strategy",94288,108626,"Business, Finance & Analytics"
Senior Bookkeeper,Thornwood Ledger Co.,"Atlanta, GA",Full-time,"Pricing Strategy, SAP, NetSuite, Risk Management",116409,135756,"Business, Finance & Analytics"
Junior Revenue Analyst,Meridian Financial Partners,"New York, NY",Full-time,"KPI Development, Time Management, P&L Management, Budgeting & Forecasting, Excel Financial Modeling, Risk Management, QuickBooks",64402,71495,"Business, Finance & Analytics"
Senior Treasury Analyst,Kestrel Asset Management,"Chicago, IL",Full-time,"Data-Driven Decision Making, KPI Development, Excel, Cost-Benefit Analysis, Vendor Management, Pricing Strategy",98842,115399,"Business, Finance & Analytics"
Credit Analyst,Sterling Financial Partners,"Dublin, Ireland",Full-time,"Vendor Management, NetSuite, Problem Solving, P&L Management, Business Development, Investment Analysis, Excel",99790,111600,"Business, Finance & Analytics"
Business Intelligence Analyst,Sterling Financial Partners,Remote,Full-time,"Cost-Benefit Analysis, SQL, KPI Development, Accounting Principles, Investment Analysis, Vendor Management, Procurement",99974,111600,Data & Analytics
Operations Analyst,Pinecrest Advisory Group,"Toronto, ON",Full-time,"QuickBooks, SAP, Procurement, NetSuite, Financial Analysis, Vendor Management, SQL, Cost-Benefit Analysis",88236,101672,Business Operations
Junior Controller,Skyline Consulting,"Boston, MA",Contract,"Contract Negotiation, Procurement, Competitive Intelligence, Financial Analysis, KPI Development, QuickBooks, Supply Chain Analysis, Investment Analysis",72552,80600,"Business, Finance & Analytics"
Tax Analyst Intern,Elmgate Advisory Group,Remote,Internship,"Supply Chain Analysis, P&L Management, Competitive Intelligence, Risk Management, Procurement, KPI Development",24664,31697,"Business, Finance & Analytics"
Compliance Analyst,Harborline Ledger Co.,"Chicago, IL",Full-time,"P&L Management, Data-Driven Decision Making, Vendor Management, QuickBooks, Procurement, NetSuite, Financial Analysis, Supply Chain Analysis",84100,96675,"Business, Finance & Analytics"
Junior Controller,Redwood & Associates,"Austin, TX",Internship,"Cost-Benefit Analysis, Supply Chain Analysis, Accounting Principles, Data-Driven Decision Making, Financial Analysis, P&L Management, Business Development, Pricing Strategy",32403,37285,"Business, Finance & Analytics"
Senior Payroll Specialist,Lakeshore Holdings,"Denver, CO",Full-time,"Contract Negotiation, Competitive Intelligence, Supply Chain Analysis, Budgeting & Forecasting, Risk Management",129749,149402,"Business, Finance & Analytics"
Lead Payroll Specialist,Skyline Strategy Group,"Atlanta, GA",Contract,"Budgeting & Forecasting, Investment Analysis, Financial Analysis, Contract Negotiation, Excel Financial Modeling, KPI Development, Procurement, Cost-Benefit Analysis",155784,167947,"Business, Finance & Analytics"
Operations Analyst Intern,Summit & Associates,"Denver, CO",Internship,"SAP, Cost-Benefit Analysis, Agile Methodology, Competitive Intelligence",23708,27389,Business Operations
Supply Chain Analyst,Lakeshore Capital Group,"Austin, TX",Full-time,"Data-Driven Decision Making, Excel Financial Modeling, Vendor Management, Competitive Intelligence, Business Development, Procurement, Cost-Benefit Analysis",93056,104167,Business Operations
Junior FP&A Analyst,Harborline Ledger Co.,"Denver, CO",Contract,"Cost-Benefit Analysis, Contract Negotiation, Budgeting & Forecasting, Time Management, Excel Financial Modeling",60761,65152,"Business, Finance & Analytics"
Senior Accounting Manager,Palisade Capital Group,"Atlanta, GA",Full-time,"Risk Management, Investment Analysis, Pricing Strategy, Budgeting & Forecasting, Financial Analysis, Competitive Intelligence, Presentation Skills, SAP",124922,140668,"Business, Finance & Analytics"
Controller,Elmgate Advisory Group,"Seattle, WA",Full-time,"KPI Development, Risk Management, SAP, Pricing Strategy, Procurement",98060,104380,"Business, Finance & Analytics"
Senior Bookkeeper,Sterling Strategy Group,Remote,Full-time,"KPI Development, Excel Financial Modeling, Excel, P&L Management, NetSuite, Procurement, Contract Negotiation",102760,116152,"Business, Finance & Analytics"
Staff Accountant Intern,Rivergate Wealth Partners,"Dallas, TX",Internship,"Data-Driven Decision Making, Communication, NetSuite, KPI Development, Pricing Strategy, Excel Financial Modeling",37089,44000,"Business, Finance & Analytics"
Senior Controller,Ashford Advisory Group,"Denver, CO",Full-time,"Cost-Benefit Analysis, Data-Driven Decision Making, Stakeholder Management, P&L Management, Procurement",102749,115846,"Business, Finance & Analytics"
Procurement Analyst,Highfield Solutions Group,"San Francisco, CA",Full-time,"Contract Negotiation, QuickBooks, SAP, Excel Financial Modeling, Accounting Principles, Cost-Benefit Analysis, Data-Driven Decision Making, P&L Management",96063,110324,"Business, Finance & Analytics"
Junior Investment Analyst,Stonebridge Advisory Group,"Austin, TX",Full-time,"Data-Driven Decision Making, Pricing Strategy, NetSuite, Financial Modeling, Business Development, Excel Financial Modeling, Stakeholder Management, Financial Analysis",55372,63393,"Business, Finance & Analytics"
Business Analyst,Ironwood Strategy Group,"New York, NY",Full-time,"Presentation Skills, Supply Chain Analysis, Excel, Financial Analysis, Procurement",79196,86408,"Business, Finance & Analytics"
Senior Revenue Analyst,Ashford Advisory Group,"San Francisco, CA",Part-time,"Investment Analysis, Competitive Intelligence, SQL, Accounting Principles, Contract Negotiation, Budgeting & Forecasting, NetSuite, KPI Development",137317,148127,"Business, Finance & Analytics"
Junior Finance Manager,Bluepeak Strategy Group,"Atlanta, GA",Internship,"KPI Development, Financial Analysis, Cost-Benefit Analysis, Vendor Management, Excel Financial Modeling, SAP",29151,36818,"Business, Finance & Analytics"
Portfolio Analyst,Granite Ledger Co.,"Seattle, WA",Part-time,"P&L Management, Pricing Strategy, Business Development, KPI Development, Investment Analysis",75375,83107,"Business, Finance & Analytics"
FP&A Analyst,Highfield Solutions Group,"Boston, MA",Contract,"Accounting Principles, Supply Chain Analysis, Risk Management, Contract Negotiation, Cost-Benefit Analysis, QuickBooks, Excel Financial Modeling, Financial Analysis",79138,88382,"Business, Finance & Analytics"
Supply Chain Analyst,Harborline Ledger Co.,"Boston, MA",Full-time,"P&L Management, Excel Financial Modeling, Vendor Management, NetSuite, Competitive Intelligence, Data-Driven Decision Making, Financial Analysis, Pricing Strategy",81444,95306,Business Operations
Lead Business Intelligence Analyst,Meridian Financial Partners,Remote,Full-time,"SAP, P&L Management, Problem Solving, KPI Development, QuickBooks, Procurement, NetSuite, Budgeting & Forecasting",153760,169648,Data & Analytics
Senior Business Intelligence Analyst,Lakeshore Trust Group,"San Francisco, CA",Full-time,"Financial Modeling, Competitive Intelligence, Procurement",117197,125315,Data & Analytics
Senior Compliance Analyst,Silverbrook Financial Group,Remote,Full-time,"Excel, Excel Financial Modeling, Investment Analysis, QuickBooks, Stakeholder Management, Business Development",125881,133620,"Business, Finance & Analytics"
Tax Analyst,Palisade Ventures,"London, UK",Contract,"Supply Chain Analysis, P&L Management, QuickBooks, KPI Development, Business Development, financial analysis, Communication, Accounting Principles",95661,101485,"Business, Finance & Analytics"
Tax Analyst,Elmgate Advisory Group,Remote,Full-time,"P&L Management, Accounting Principles, Pricing Strategy, Contract Negotiation, Business Development",91027,100818,"Business, Finance & Analytics"
Procurement Analyst,Brightpath Financial Services,"Denver, CO",Full-time,"Procurement, Investment Analysis, Risk Management, P&L Management, Data-Driven Decision Making, Cost-Benefit Analysis, Excel Financial Modeling, Budgeting & Forecasting",73967,85133,"Business, Finance & Analytics"
Strategy Analyst Intern,Fernbrook Solutions Group,"Austin, TX",Internship,"Budgeting & Forecasting, Vendor Management, KPI Development, Risk Management, Supply Chain Analysis",32316,35516,"Business, Finance & Analytics"
Junior Controller,Lakeshore Holdings,"Charlotte, NC",Internship,"Contract Negotiation, P&L Management, Cost-Benefit Analysis, Budgeting & Forecasting, QuickBooks, Data-Driven Decision Making, Supply Chain Analysis, Accounting Principles",35442,41120,"Business, Finance & Analytics"
Portfolio Analyst,Lakeshore Ledger Co.,Remote,Part-time,"Risk Management, Budgeting & Forecasting, QuickBooks, Investment Analysis, Contract Negotiation, P&L Management, Competitive Intelligence, Accounting Principles",73879,85964,"Business, Finance & Analytics"
Treasury Analyst,Stonebridge Bridge Capital,"Atlanta, GA",Full-time,"QuickBooks, Accounting Principles, Pricing Strategy, Vendor Management",84202,91680,"Business, Finance & Analytics"
Pricing Analyst,Lakeshore Holdings,Remote,Contract,"Accounting Principles, Procurement, KPI Development, Business Development, Financial Analysis, Risk Management, Cost-Benefit Analysis, Vendor Management",81024,92285,"Business, Finance & Analytics"
FP&A Analyst Intern,Foxglen Strategy Group,Remote,Internship,"Cost-Benefit Analysis, Business Development, Git, NetSuite",22403,29351,"Business, Finance & Analytics"
Principal Pricing Analyst,Highfield & Associates,Remote,Full-time,"Contract Negotiation, Budgeting & Forecasting, P&L Management, Financial Analysis, Excel, KPI Development",168245,177208,"Business, Finance & Analytics"
Senior Accountant,Wrenfield & Associates,"Austin, TX",Full-time,"Excel Financial Modeling, Competitive Intelligence, Cost-Benefit Analysis, Excel, KPI Development, NetSuite, Data-Driven Decision Making",109450,123934,"Business, Finance & Analytics"
BI Developer Intern,Granite Ledger Co.,Remote,Internship,"Financial Modeling, Excel, Tableau",29899,35043,Data & Analytics
Payroll Specialist Intern,Wrenfield & Associates,Remote,Internship,"Pricing Strategy, Contract Negotiation, Procurement, KPI Development, Budgeting & Forecasting, Vendor Management, Cost-Benefit Analysis",25803,31054,"Business, Finance & Analytics"
Strategy Analyst Intern,Northfield Ventures,Remote,Internship,"Pricing Strategy, Excel Financial Modeling, Procurement, Cost-Benefit Analysis, Data-Driven Decision Making, Financial Analysis, QuickBooks, P&L Management",37071,40877,"Business, Finance & Analytics"
Senior Accounting Manager,Ashford Advisory Group,Remote,Part-time,"KPI Development, Cost-Benefit Analysis, Competitive Intelligence, P&L Management, Business Development, Contract Negotiation, SAP, Risk Management",108589,127727,"Business, Finance & Analytics"
Risk Analyst,Ashford Advisory Group,"Atlanta, GA",Full-time,"Business Development, P&L Management, Supply Chain Analysis, Procurement, Excel, SQL, Excel Financial Modeling",98288,111370,"Business, Finance & Analytics"
Supply Chain Analyst Intern,Brambleton Holdings,Remote,Internship,"Accounting Principles, NetSuite, Stakeholder Management, Investment Analysis",29258,34347,Business Operations
Financial Planning Analyst Intern,Harborline & Associates,"San Francisco, CA",Internship,"Competitive Intelligence, KPI Development, QuickBooks, Supply Chain Analysis",26841,29902,"Business, Finance & Analytics"
BI Developer Manager,Cobalt Capital Group,"Chicago, IL",Full-time,"Pricing Strategy, Data-Driven Decision Making, Contract Negotiation, Financial Modeling",117353,136773,Data & Analytics
Lead Procurement Analyst,Summit Solutions Group,"Chicago, IL",Full-time,"Pricing Strategy, SAP, Investment Analysis",153093,160632,"Business, Finance & Analytics"
Internal Auditor Manager,Cobalt Trust Group,"Seattle, WA",Full-time,"Financial Analysis, Investment Analysis, Excel, Procurement, NetSuite, KPI Development, Data-Driven Decision Making, Supply Chain Analysis",129016,144911,"Business, Finance & Analytics"
Junior Business Intelligence Analyst,Ironwood Strategy Group,"New York, NY",Full-time,"Supply Chain Analysis, Salesforce, Procurement, Cost-Benefit Analysis, Quickbooks, NetSuite, Competitive Intelligence, Procurement",69213,76755,Data & Analytics
Junior Auditor,Thornwood Ledger Co.,"Chicago, IL",Full-time,"Excel, P&L Management, QuickBooks, Risk Management, Data-Driven Decision Making, Accounting Principles, Cost-Benefit Analysis, SAP",69721,76759,"Business, Finance & Analytics"
Risk Analyst,Sterling Capital Group,Remote,Full-time,"NetSuite, Procurement, SAP, P&L Management, Excel Financial Modeling, Git",93440,106136,"Business, Finance & Analytics"
Senior Strategy Analyst,Onyx Strategy Group,Remote,Full-time,"Cost-Benefit Analysis, Business Development, Procurement, KPI Development, Investment Analysis",122199,133618,"Business, Finance & Analytics"
Senior Revenue Analyst,Summit & Associates,"San Francisco, CA",Full-time,"Contract Negotiation, Investment Analysis, NetSuite, KPI Development",114778,131926,"Business, Finance & Analytics"
Business Analyst,Redwood Financial Group,"London, UK",Part-time,"SQL, KPI Development, P&L Management",86592,93550,"Business, Finance & Analytics"
Junior Financial Planning Analyst,Onyx Solutions Group,"Seattle, WA",Full-time,"Vendor Management, Business Development, Accounting Principles, Supply Chain Analysis,  KPI Development , Procurement, Investment Analysis, Competitive Intelligence, Competitive Intelligence",69554,76716,"Business, Finance & Analytics"
Staff Strategy Analyst,Palisade Capital Group,Remote,Full-time,"Pricing Strategy, Vendor Management, Accounting Principles, Procurement, Financial Analysis",138825,150958,"Business, Finance & Analytics"
Senior Portfolio Analyst,Palisade Capital Group,"Dallas, TX",Part-time,"KPI Development, Contract Negotiation, Financial Analysis, Financial Modeling, Data-Driven Decision Making, Budgeting & Forecasting, Excel Financial Modeling",100835,113303,"Business, Finance & Analytics"
Payroll Specialist Intern,Lakeshore Capital Group,"San Francisco, CA",Internship,"P&L Management, Cost-Benefit Analysis, Vendor Management, Financial Analysis, Excel, Investment Analysis, Data-Driven Decision Making, Budgeting & Forecasting",30844,34863,"Business, Finance & Analytics"
Lead Finance Manager,Palisade Investment Partners,Remote,Full-time,"QuickBooks, Procurement, Business Development, KPI Development, Investment Analysis, Accounting Principles, Data-Driven Decision Making",140165,148725,"Business, Finance & Analytics"
Staff Accounting Manager,Rivergate Analytics,"Austin, TX",Full-time,"Cost-Benefit Analysis, Data-Driven Decision Making, Supply Chain Analysis, Procurement, Agile Methodology, KPI Development",170890,177782,"Business, Finance & Analytics"
Tax Analyst,Redwood Financial Partners,"San Francisco, CA",Full-time,"P&L Management, Competitive Intelligence, Financial Analysis, Negotiation",100768,111261,"Business, Finance & Analytics"
Senior Portfolio Analyst,Highfield Financial Group,"Chicago, IL",Part-time,"KPI Development, Contract Negotiation, Business Development, Vendor Management, Cost-Benefit Analysis, Budgeting & Forecasting, Financial Analysis, Accounting Principles",111223,121210,"Business, Finance & Analytics"
Junior Accounting Manager,Pinecrest Financial Services,"Dublin, Ireland",Full-time,"Time Management, Pricing Strategy, Accounting Principles, KPI Development, Business Development",62206,71641,"Business, Finance & Analytics"
Compliance Analyst,Ironwood Strategy Group,Remote,Full-time,"NetSuite, Investment Analysis, Financial Analysis, Procurement",83100,88597,"Business, Finance & Analytics"
Risk Manager,Onyx Strategy Group,"Toronto, ON",Full-time,"Risk Management, Procurement, KPI Development, Contract Negotiation, Competitive Intelligence",87410,100451,"Business, Finance & Analytics"
Strategy Analyst,Granite Bridge Capital,"New York, NY",Full-time,"Cost-Benefit Analysis, Risk Management, Agile Methodology, QuickBooks",77004,90283,"Business, Finance & Analytics"
Operations Analyst Intern,Palisade Ventures,"Toronto, ON",Internship,"Excel Financial Modeling, Competitive Intelligence, EXCEL, KPI Development, Investment Analysis, Financial Analysis, Data-Driven Decision Making, QuickBooks",36414,43200,Business Operations
Lead Tax Analyst,Falcon Ridge Analytics,"New York, NY",Part-time,"Cost-Benefit Analysis, QuickBooks, Data-Driven Decision Making, Financial Analysis",153684,161745,"Business, Finance & Analytics"
Financial Analyst,Sterling Capital Group,Remote,Full-time,"Contract Negotiation, P&L Management, Investment Analysis, Pricing Strategy, NetSuite, Accounting Principles, Business Development, Excel Financial Modeling",89546,98118,"Business, Finance & Analytics"
Junior Finance Manager,Pinecrest Consulting,"Chicago, IL",Internship,"Investment Analysis, Negotiation, Data-Driven Decision Making, Vendor Management, Financial Analysis",22225,27129,"Business, Finance & Analytics"
Lead Accountant,Pinecrest Consulting,"Dallas, TX",Full-time,"Investment Analysis, Risk Management, Budgeting & Forecasting, Vendor Management, QuickBooks, Contract Negotiation, Business Development, Procurement",157505,172627,"Business, Finance & Analytics"
Senior Strategy Analyst,Summit Insights,"San Francisco, CA",Full-time,"Excel Financial Modeling, Competitive Intelligence, Contract Negotiation, Supply Chain Analysis, Investment Analysis, Procurement, P&L Management, QuickBooks",120139,128290,"Business, Finance & Analytics"
Senior BI Developer,Falcon Ridge Ledger Co.,Remote,Full-time,"Financial Modeling, SQL, Cost-Benefit Analysis, Data-Driven Decision Making",129233,147267,Data & Analytics
Supply Chain Analyst,Pinecrest Advisory Group,"San Francisco, CA",Full-time,"Supply Chain Analysis, Pricing Strategy, KPI Development, Contract Negotiation, SAP, Excel, P&L Management",86855,93455,Business Operations
Junior Accounting Manager,Oakhaven Consulting,Remote,Part-time,"Business Development, Data-Driven Decision Making, Risk Management, Excel Financial Modeling, Pricing Strategy, Competitive Intelligence, QuickBooks",61461,67830,"Business, Finance & Analytics"
Strategy Analyst,Foxglen Advisory Group,"New York, NY",Full-time,"Budgeting & Forecasting, Data-Driven Decision Making, Business Development, Negotiation",94866,102564,"Business, Finance & Analytics"
FP&A Analyst Intern,Ashford Advisory Group,"Dallas, TX",Internship,"NetSuite, Accounting Principles, KPI Development, Cost-Benefit Analysis, Business Development, Supply Chain Analysis, Data-Driven Decision Making",36819,43758,"Business, Finance & Analytics"
Data Analyst,Brambleton Trust Group,"Boston, MA",Full-time,"Budgeting & Forecasting, P&L Management, SAP, KPI DEVELOPMENT, Presentation Skills, Cost-Benefit Analysis, KPI DEVELOPMENT",86372,95457,Data & Analytics
Junior Tax Analyst,Bluepeak Investment Partners,"Chicago, IL",Contract,"Pricing Strategy, Excel Financial Modeling, Competitive Intelligence, Investment Analysis, Financial Analysis, Presentation Skills, SAP, Vendor Management",62578,66880,"Business, Finance & Analytics"
FP&A Analyst,Brambleton Solutions Group,Remote,Full-time,"Procurement, Competitive Intelligence, KPI Development, Financial Analysis",75929,87228,"Business, Finance & Analytics"
FP&A Analyst Intern,Hollowbrook Wealth Partners,Remote,Internship,"Investment Analysis, Financial Analysis, Time Management, Vendor Management, Data-Driven Decision Making",33518,41299,"Business, Finance & Analytics"
Financial Planning Analyst,Highfield Investment Partners,"San Francisco, CA",Part-time,"Investment Analysis, Financial Analysis, Business Development",85598,98019,"Business, Finance & Analytics"
Treasury Analyst Manager,Onyx Strategy Group,"Seattle, WA",Full-time,"Investment Analysis, Risk Management, Financial Analysis, SAP, Excel, QuickBooks, Vendor Management, Negotiation",145290,160438,"Business, Finance & Analytics"
Junior Investment Analyst,Redwood Financial Group,"San Francisco, CA",Full-time,"Business Development, Vendor Management, Risk Management, Cost-Benefit Analysis, Budgeting & Forecasting, Accounting Principles, SAP, P&L Management",68896,72859,"Business, Finance & Analytics"
Tax Analyst Intern,Redwood Capital Group,Remote,Internship,"Risk Management, Data-Driven Decision Making, NetSuite, Accounting Principles, Investment Analysis",37968,42954,"Business, Finance & Analytics"
Junior Credit Analyst,Sterling Strategy Group,"Atlanta, GA",Full-time,"Investment Analysis, Vendor Management, Financial Analysis, KPI Development, P&L Management, Excel Financial Modeling",53198,63486,"Business, Finance & Analytics"
Senior Supply Chain Analyst,Brightpath Financial Services,"London, UK",Full-time,"Financial Analysis, Procurement, Accounting Principles, Excel Financial Modeling, NetSuite, Budgeting & Forecasting",135090,153000,Business Operations
Senior Finance Manager,Palisade Investment Partners,"New York, NY",Contract,"Investment Analysis, Communication, P&L Management, Supply Chain Analysis",101249,109027,"Business, Finance & Analytics"
Operations Analyst,Thornwood Ledger Co.,"New York, NY",Full-time,"Pricing Strategy, QuickBooks, Procurement, KPI Development",90834,100442,Business Operations
Lead Bookkeeper,Cobalt Capital Group,"Chicago, IL",Contract,"Vendor Management, Excel, Cost-Benefit Analysis, SAP",157344,171852,"Business, Finance & Analytics"
Tax Analyst,Summit Advisory Group,Remote,Full-time,"Problem Solving, Excel, Financial Analysis, Contract Negotiation, Investment Analysis",76187,90402,"Business, Finance & Analytics"
Junior Internal Auditor,Bluepeak Strategy Group,Remote,Full-time,"QuickBooks, Excel, Competitive Intelligence, NetSuite, Procurement, Risk Management",61992,66038,"Business, Finance & Analytics"
Senior Pricing Analyst,Highfield Investment Partners,"San Francisco, CA",Full-time,"SAP, Communication, Competitive Intelligence, Data-Driven Decision Making",133682,142255,"Business, Finance & Analytics"
Principal BI Developer,Lakeshore Capital Group,"Seattle, WA",Full-time,"Pricing Strategy, Excel Financial Modeling, Vendor Management, Business Development, Financial Modeling, Investment Analysis",164967,178978,Data & Analytics
Junior Accounting Manager,Rivergate Financial Services,Remote,Full-time,"Problem Solving, SAP, KPI Development, P&L Management, Cost-Benefit Analysis, Accounting Principles",62636,72941,"Business, Finance & Analytics"
Senior Credit Analyst,Redwood Capital Group,Remote,Full-time,"Excel, Financial Analysis, Competitive Intelligence, Investment Analysis, Supply Chain Analysis, P&L Management, Budgeting & Forecasting, Data-Driven Decision Making",104494,118347,"Business, Finance & Analytics"
Junior Treasury Analyst,Thornwood Insights,Remote,Full-time,"QuickBooks, Business Development, Financial Analysis, Cost-Benefit Analysis, NetSuite, Competitive Intelligence",72231,79951,"Business, Finance & Analytics"
Senior Accountant,Harborline & Associates,Remote,Full-time,"Vendor Management, SAP, Business Development, Cost-Benefit Analysis, Financial Analysis",107906,117222,"Business, Finance & Analytics"
Lead Financial Planning Analyst,Ravenscroft Strategy Group,Singapore,Part-time,"Investment Analysis, Accounting Principles, Financial Analysis, KPI Development, Vendor Management, Budgeting & Forecasting",140111,147426,"Business, Finance & Analytics"
Lead Procurement Analyst,Lakeshore Trust Group,Remote,Full-time,"SAP, KPI DEVELOPMENT, Contract Negotiation, QuickBooks, Accounting Principles, P&L Management, Excel Financial Modeling, Excel Financial Modeling",161909,176075,"Business, Finance & Analytics"
Senior Tax Analyst,Oakhaven Investment Partners,"Boston, MA",Full-time,"Data-Driven Decision Making, Risk Management, Business Development, Supply Chain Analysis, Procurement, Accounting Principles",101676,112083,"Business, Finance & Analytics"
Senior Payroll Specialist,Granite Bridge Capital,"Charlotte, NC",Contract,"Accounting Principles, Procurement, Contract Negotiation, Business Development, Excel Financial Modeling",133698,146931,"Business, Finance & Analytics"
Procurement Analyst Manager,Crestline Advisory Group,"San Francisco, CA",Full-time,"Contract Negotiation, Business Development, QuickBooks, Financial Analysis, Competitive Intelligence, SAP, Negotiation",119642,138396,"Business, Finance & Analytics"
Senior Financial Analyst,Thornwood Asset Management,"Boston, MA",Full-time,"Financial Modeling, Competitive Intelligence, P&L Management, Contract Negotiation, QuickBooks, Pricing Strategy, Accounting Principles, NetSuite",107095,114949,"Business, Finance & Analytics"
Risk Manager,Foxglen Advisory Group,"New York, NY",Full-time,"Time Management, Business Development, Contract Negotiation, Risk Management",98048,107430,"Business, Finance & Analytics"
Risk Manager,Thornwood Ledger Co.,Remote,Full-time,"Business Development, Financial Analysis, Procurement, Investment Analysis, Accounting Principles, Data-Driven Decision Making, Excel Financial Modeling",75341,89565,"Business, Finance & Analytics"
