title,company,location,type,skills_required,salary_min,salary_max,category
Junior AI Research Engineer,Ridgeback Cognition Group,Remote,Part-time,"Computer Vision, Vector Embeddings, Generative AI, Python, Reinforcement Learning, Deep Learning, Prompt Engineering",68808,79541,Data & Analytics
Senior Data Engineer,Lumen Insight Digital,"New York, NY",Full-time,"Big Data, Python, Redshift, BigQuery, Apache Kafka, SQL, ETL Pipelines",124196,140994,Data & Analytics
Junior NLP Engineer,Halcyon Grid Software,"New York, NY",Contract,"Natural Language Processing, Hugging Face Transformers, Prompt Engineering, Deep Learning, Generative AI",71332,80804,Data & Analytics
Intern Data Analyst,Silverlake Quantum Group,Remote,Internship,"SQL, Amplitude, POWER BI, Time Management",31866,40491,Data & Analytics
Senior Data Engineer,Meridian Signal Group,"Bangalore, India",Contract,"Databricks, Apache Hadoop, SQL, Apache Airflow, Snowflake, Python, Big Data, Data Pipeline Design",125174,149192,Data & Analytics
Senior Quantitative Analyst,Palisade Vector Group,"Vancouver, BC",Part-time,"Communication, Statistical Modeling, Financial Modeling, Predictive Analytics, Python, Machine Learning",136716,154454,Data & Analytics
"Senior Research Scientist, AI",Meridian Signal Group,Remote,Contract,"Statistics, Cross-functional Collaboration, Generative AI, DEEP LEARNING, PyTorch",127031,142435,Data & Analytics
Intern Analytics Engineer,Copperfield Pattern Systems,"Denver, CO",Internship,"dbt, Data Modeling, Data Quality Management, Looker, Snowflake",26091,33948,Data & Analytics
Business Intelligence Analyst Manager,Cascadia Compute Ventures,"Dublin, Ireland",Full-time,"Google Data Studio, Power BI, Business Intelligence",139924,155883,Data & Analytics
Junior Business Intelligence Analyst,Nova Cloud Robotics Group,Singapore,Full-time,"Power BI, Data Modeling, Excel VBA, Qlik Sense",71259,80818,Data & Analytics
Lead Data Analyst,Cinderpeak Systems Group,Remote,Contract,"Jira, Power BI, Data Visualization, Data Analysis, Excel",154712,170706,Data & Analytics
Senior AI Research Engineer,Windward Data Tech,Remote,Full-time,"Hugging Face Transformers, Computer Vision, Generative AI, Natural Language Processing, PROMPT ENGINEERING, PyTorch",134462,147149,Data & Analytics
Staff NLP Engineer,Starling Bridge Digital,"Seattle, WA",Full-time,"PyTorch, Large Language Models, Statistics, Python, Deep Learning, Generative AI",160729,174153,Data & Analytics
Intern Machine Learning Engineer,Fernwood Grid Studio,"Sydney, Australia",Internship,"Vector Embeddings, TensorFlow, Feature Engineering",23436,34158,Data & Analytics
Intern Data Scientist,Windward Field Partners,"Bangalore, India",Internship,"Statistics, PyTorch, Predictive Analytics, Python, Data Visualization",23686,31213,Data & Analytics
Lead Data Analyst,Onyx Signal Collective,"Bangalore, India",Part-time,"Data Analysis, Tableau, Amplitude, Data Visualization, Power BI",142900,154697,Data & Analytics
Senior Business Intelligence Analyst,Onyx Signal Group,"Dublin, Ireland",Full-time,"Business Intelligence, Metabase, Data Modeling, SQL,  Power BI ",116191,130815,Data & Analytics
Junior Quantitative Analyst,Cinderpeak Systems Group,Remote,Full-time,"Statistics, Python, Time Management, Predictive Analytics",65931,79745,Data & Analytics
Senior Data Scientist,Granite Digital Group,"Boston, MA",Full-time,"NumPy, Statistics, A/B Testing, Pandas",139673,162407,Data & Analytics
"Mid-level Research Scientist, AI",Basecamp Compute Partners,"Vancouver, BC",Contract,"Python, RL, Prompt Engineering, PyTorch, Time Management, Deep Learning, Generative AI, Natural Language Processing",98475,114515,Data & Analytics
Junior Analytics Engineer,Northfield Cloud IT,"Bangalore, India",Full-time,"Tableau, SQL, dbt",68931,74936,Data & Analytics
Lead MLOps Engineer,Starling Digital Robotics Group,"Chicago, IL",Contract,"Docker, Kubernetes, Microsoft Azure, Machine Learning, Amazon Web Services",157725,179459,Data & Analytics
Mid-level Machine Learning Engineer,Starling Digital Ventures,Singapore,Full-time,"Machine Learning, Kubernetes, Docker, Problem Solving, Feature Engineering, Scikit-learn, PyTorch",97431,113218,Data & Analytics
Intern Analytics Engineer,Granite Pattern Systems,Remote,Internship,"Data Warehousing, Python, Business Intelligence",23911,33883,Data & Analytics
Junior Quantitative Analyst,Windward Vector Partners,"Washington, DC",Full-time,"Statistics, Predictive Analytics, Python, Machine Learning, Agile Methodology",62428,71808,Data & Analytics
Junior Data Scientist,Pinecrest Quantum Systems,"Los Angeles, CA",Part-time,"PyTorch, Pandas, Predictive Analytics, Statistics, Data Visualization",62629,68945,Data & Analytics
Mid-level NLP Engineer,Redwood Field Studio,"Washington, DC",Full-time,"Jira, Large Language Models, Natural Language Processing, Vector Embeddings",96209,113820,Data & Analytics
Lead NLP Engineer,Nova Bridge AI,"London, UK",Full-time,"Critical Thinking, PyTorch, Deep Learning, Prompt Engineering, Statistics, Natural Language Processing",161526,186191,Data & Analytics
Mid-level Data Engineer,Copperfield Insight Labs,"San Francisco, CA",Full-time,"BigQuery, ETL Pipelines, SQL, Data Warehousing",88122,104319,Data & Analytics
Data Science Manager,Harborline Digital Analytics,"New York, NY",Full-time,"SQL, Roadmap Planning, Statistics, Python",128057,156536,Data & Analytics
Analytics Engineering Manager,Silverlake Data Robotics Group,"Sydney, Australia",Full-time,"dbt, Data Warehousing, Team Leadership, SQL",140859,169435,Data & Analytics
Senior Quantitative Analyst,Granite Pattern Systems,"Washington, DC",Full-time,"R, Time Series Analysis, Statistical Modeling, Critical Thinking",124787,148380,Data & Analytics
Lead Machine Learning Engineer,Pinecrest Metrics Partners,Remote,Full-time,"Feature Engineering, Python, MLOps, Vector Embeddings, Scikit-learn, Cross-functional Collaboration",162309,177046,Data & Analytics
Junior Computer Vision Engineer,Redwood Field Studio,Singapore,Full-time,"TensorFlow, PyTorch, Jira, Deep Learning, Python",70851,84699,Data & Analytics
Junior Data Scientist,Starling Digital Robotics Group,"Atlanta, GA",Full-time,"Statistical Modeling, Machine Learning, TensorFlow",71119,85708,Data & Analytics
Data Science Manager,Cinderpeak Systems Group,Remote,Full-time,"team leadership, SQL, Data Analysis, Roadmap Planning, Stakeholder Management, Python",129774,142366,Data & Analytics
Senior Business Intelligence Analyst,Fernwood Grid Studio,Remote,Full-time,"Data Governance, Business Intelligence, Metabase, SQL, Excel VBA, Data Modeling, Looker, Tableau",126306,147357,Data & Analytics
Junior Computer Vision Engineer,Crestline Bridge Analytics,"San Francisco, CA",Full-time,"Python, Machine Learning, PyTorch, TensorFlow",71037,82394,Data & Analytics
Senior Data Analyst,Northfield Cloud IT,Singapore,Part-time,"Data Analysis, Mixpanel, Power BI",115319,139036,Data & Analytics
Junior AI Research Engineer,Copperfield Insight Labs,"Austin, TX",Contract,"Generative AI, Hugging Face Transformers, Computer Vision, Agile Methodology",60826,66850,Data & Analytics
Data Science Manager,Fernwood Grid Studio,"Chicago, IL",Full-time,"Team Leadership, Predictive Analytics, Agile Methodology, SQL, Roadmap Planning, Statistics",135095,164892,Data & Analytics
Staff MLOps Engineer,Cobalt Field Robotics Group,"Sydney, Australia",Full-time,"Microsoft Azure, Python, Google Cloud Platform, Apache Airflow, CI/CD Pipelines",154522,178123,Data & Analytics
Senior Quantitative Analyst,Ashgrove Stream Systems,Remote,Full-time,"R, Statistical Modeling, SQL, Financial Modeling, Predictive Analytics, Python",129620,148954,Data & Analytics
Intern Data Scientist,Skyline Data Robotics Group,Remote,Internship,"Machine Learning, Jupyter, Data Analysis, PyTorch, Statistics, Deep Learning, Time Series Analysis, SQL",26487,33855,Data & Analytics
Data Science Manager,Meridian Signal Group,Remote,Full-time,"Statistics, SQL, Roadmap Planning, Data Analysis",144160,168570,Data & Analytics
Junior AI Research Engineer,Ashgrove Metrics Tech,Remote,Full-time,"Statistics, Hugging Face Transformers, Large Language Models, Vector Embeddings, Python, Reinforcement Learning",71307,85310,Data & Analytics
Senior AI Research Engineer,Crestline Bridge Analytics,Remote,Full-time,"Jira, Generative AI, PyTorch, Hugging Face Transformers",132010,152405,Data & Analytics
Mid-level MLOps Engineer,Basecamp Compute Digital,"Washington, DC",Full-time,"Kubernetes, Terraform, Python, Machine Learning, Agile Methodology",96750,110348,Data & Analytics
Junior AI Research Engineer,Meridian Signal Group,Remote,Full-time,"Generative AI, Problem Solving, Vector Embeddings, Computer Vision, Python, Large Language Models, Deep Learning, Statistics",62880,70012,Data & Analytics
Data Science Manager,Wavelength Digital Tech,"London, UK",Full-time,"STATISTICS, Stakeholder Management, Python",140574,168124,Data & Analytics
Staff Computer Vision Engineer,Cinderpeak Grid Analytics,"Bangalore, India",Full-time,"Pyhton, PyTorch, TensorFlow, Computer Vision",165644,190786,Data & Analytics
Mid-level Business Intelligence Analyst,Thornfield Neural IT,Singapore,Contract,"SQL, Tableau, Business Intelligence, Jira",96262,103906,Data & Analytics
Intern Data Scientist,Crestline Compute IT,"London, UK",Internship,"Pandas, Python, A/B Testing, TensorFlow,  Data Visualization , Scikit-learn, Communication",29294,36289,Data & Analytics
Junior NLP Engineer,Onyx Pattern Studio,Remote,Full-time,"Deep Learning, Large Language Models, Hugging Face Transformers, Time Management, Natural Language Processing",71200,84761,Data & Analytics
Mid-level Computer Vision Engineer,Ashgrove Metrics Tech,"New York, NY",Full-time,"TensorFlow, Time Management, Computer Vision, Deep Learning, Python",88558,97093,Data & Analytics
Mid-level MLOps Engineer,Northfield Quantum IT,"Los Angeles, CA",Full-time,"CI/CD Pipelines, Docker, Python, Scrum, Machine Learning, Terraform, Google Cloud Platform, MLOps",96574,105553,Data & Analytics
"Staff Research Scientist, AI",Wavelength Digital Tech,"Atlanta, GA",Full-time,"PyTorch, Statistics, Large Language Models,  GenAI , Deep Learning",155472,166816,Data & Analytics
Senior Data Scientist,Northfield Cloud IT,"Bangalore, India",Full-time,"Data Analysis, Scikit-learn, A/B Testing, Pandas",116552,136124,Data & Analytics
Intern Data Engineer,Silverlake Data Robotics Group,Remote,Internship,"Redshift, ETL Pipelines, Python, Apache Kafka",30948,37451,Data & Analytics
Junior Business Intelligence Analyst,Ridgeback Systems Tech,"Boston, MA",Full-time,"Data Modeling, Metabase, Looker, Git, Tableau, Business Intelligence",71412,79114,Data & Analytics
Senior MLOps Engineer,Bluepeak Neural Works,"Amsterdam, Netherlands",Full-time,"MLOps, Google Cloud Platform, Python",116740,134230,Data & Analytics
Analytics Engineering Manager,Onyx Digital Digital,Remote,Full-time,"Roadmap Planning, SQL, Team Leadership",144191,156890,Data & Analytics
Senior Machine Learning Engineer,Silverlake Vector Studio,"Bangalore, India",Full-time,"TensorFlow, MLOps, Python, Machine Learning",119579,138097,Data & Analytics
"Senior Research Scientist, AI",Starling Field Group,"Boston, MA",Full-time,"Computer Vision, Prompt Engineering, PyTorch, Large Language Models",137847,151551,Data & Analytics
Data Science Manager,Copperfield Pattern Systems,"Amsterdam, Netherlands",Full-time,"Team Leadership, Data Analysis, Machine Learning, Python",148811,181059,Data & Analytics
Data Science Manager,Northfield Cloud IT,Remote,Full-time,"Team Leadership, Predictive Analytics, Data Analysis, Statistics, Machine Learning",149233,176169,Data & Analytics
Intern Data Analyst,Cobalt Data Group,"Austin, TX",Internship,"Technical Writing, Data Storytelling, A/B Testing, Data Analysis, Excel, Tableau, Data Visualization",24091,31793,Data & Analytics
Analytics Engineering Manager,Cascadia Data Ventures,Remote,Full-time,"SQL, Roadmap Planning, Time Management, Data Modeling",131371,150145,Data & Analytics
"Lead Research Scientist, AI",Pinecrest Metrics Partners,"Atlanta, GA",Part-time,"Natural Language Processing, Generative AI, Computer Vision, Prompt Engineering, Deep Learning, Large Language Models, Statistics",155157,180012,Data & Analytics
Senior Data Engineer,Cascadia Compute Ventures,"Toronto, ON",Part-time,"Apache Airflow, Data Warehousing, Python",137433,148974,Data & Analytics
Analytics Engineering Manager,Brightwell Neural Partners,Remote,Full-time,"Stakeholder Management, Data Governance, SQL, Roadmap Planning, Team Leadership",132711,160193,Data & Analytics
Intern Data Scientist,Crestline Insight Studio,"Vancouver, BC",Internship,"Data Analysis, Scikit-learn, Data Visualization, Cross-functional Collaboration",28236,39599,Data & Analytics
Data Science Manager,Ridgeback Cognition Group,Remote,Full-time,"Statistics, Roadmap Planning, Team Leadership, Machine Learning, Stakeholder Management",148679,178601,Data & Analytics
Senior Machine Learning Engineer,Pinecrest Neural Robotics Group,"New York, NY",Full-time,"Feature Engineering, Apache Spark, Deep Learning, TensorFlow",123101,147756,Data & Analytics
Junior Computer Vision Engineer,Redwood Digital Analytics,"Boston, MA",Full-time,"TensorFlow, OpenCV, Machine Learning, Computer Vision, Docker, PyTorch",66293,72423,Data & Analytics
Lead MLOps Engineer,Brightwell Systems Studio,"Austin, TX",Full-time,"Google Cloud Platform, Terraform, CI/CD Pipelines, Apache Airflow, Microsoft Azure, Kubernetes, Python",150238,166596,Data & Analytics
Junior AI Research Engineer,Nova Bridge AI,"Seattle, WA",Full-time,"Python, Reinforcement Learning, Hugging Face Transformers",71120,85805,Data & Analytics
"Mid-level Research Scientist, AI",Wavelength Digital Tech,"New York, NY",Part-time,"Reinforcement Learning, Scrum, PyTorch, Large Language Models, Generative AI",90997,104229,Data & Analytics
Senior AI Research Engineer,Windward Data Tech,Remote,Full-time,"PyTorch, Large Language Models, Python, Natural Language Processing",119157,147280,Data & Analytics
Analytics Engineering Manager,Basecamp Compute Partners,"Washington, DC",Full-time,"dbt, Data Warehousing, Team Leadership, Data Governance, Roadmap Planning",141243,160793,Data & Analytics
Junior Data Analyst,Cascadia Data Ventures,"San Francisco, CA",Part-time,"Power BI, Jira, Data Visualization, Data Analysis, Excel",62025,71086,Data & Analytics
Intern Data Engineer,Meridian Cloud AI,"London, UK",Internship,"Apache Airflow, Big Data, Data Warehousing, Snowflake, BigQuery",26281,31416,Data & Analytics
Mid-level Data Scientist,Ironwood Metrics Digital,Remote,Full-time,"Data Analysis, Python, SQL, Predictive Analytics",97469,115797,Data & Analytics
Senior Analytics Engineer,Onyx Pattern Studio,"Amsterdam, Netherlands",Full-time,"Python, SQL, Communication, Data Modeling",124198,141754,Data & Analytics
Intern Data Engineer,Cinderpeak Systems Group,"Los Angeles, CA",Internship,"Data Pipeline Design, Data Warehousing, Apache Airflow, Agile Methodology",31317,43288,Data & Analytics
Senior Quantitative Analyst,Halcyon Grid Software,Remote,Contract,"Scrum, Machine Learning, Statistical Modeling, Python, Time Series Analysis",136777,162055,Data & Analytics
Intern Analytics Engineer,Ironwood Cloud Works,"London, UK",Internship,"BigQuery, Business Intelligence, SQL, Data Modeling",24638,33860,Data & Analytics
Data Science Manager,Ironwood Metrics Digital,"Boston, MA",Full-time,"Roadmap Planning, Machine Learning, Statistics, Team Leadership, Stakeholder Management, Predictive Analytics, SQL",140349,166323,Data & Analytics
Junior Analytics Engineer,Granite Cloud Digital,"Boston, MA",Full-time,"Python, dbt, Data Modeling, Tableau",71553,84443,Data & Analytics
Intern Data Scientist,Northfield Neural Group,"London, UK",Internship,"Data Analysis, Critical Thinking, Statistical Modeling, A/B Testing, Predictive Analytics",23688,32556,Data & Analytics
Junior AI Research Engineer,Granite Cloud Digital,Remote,Full-time,"Hugging Face Transformers, Generative AI, Statistics, Natural Language Processing, Large Language Models, Computer Vision",71160,83544,Data & Analytics
Junior Data Engineer,Northfield Cloud IT,"London, UK",Full-time,"Databricks, Big Data, Python, ETL Pipelines, SQL, dbt",60584,72331,Data & Analytics
Senior AI Research Engineer,Basecamp Compute Digital,"New York, NY",Full-time,"Natural Language Processing, Vector Embeddings, Hugging Face Transformers, Statistics, Jira",130571,151621,Data & Analytics
Lead Business Intelligence Analyst,Fernwood Grid Studio,"Denver, CO",Full-time,"SQL, Business Intelligence, Data Modeling, Qlik Sense, Tableau",161505,188173,Data & Analytics
Intern Data Analyst,Starling Field IT,Remote,Internship,"Python, Tableau, Power BI, Amplitude, Data Analysis, Time Management",26594,35804,Data & Analytics
Intern Data Scientist,Nova Bridge AI,"Sydney, Australia",Internship,"Python, R, Machine Learning, Pandas, A/B Testing, Deep Learning",23598,28763,Data & Analytics
Senior Computer Vision Engineer,Ironwood Neural AI,"London, UK",Part-time,"PyTorch, Python, TensorFlow",128068,152955,Data & Analytics
Senior Quantitative Analyst,Halcyon Grid Software,"Seattle, WA",Full-time,"Predictive Analytics, Statistical Modeling, R, Python, Financial Modeling, SQL, Statistics",128388,158233,Data & Analytics
Junior Analytics Engineer,Pinecrest Metrics Partners,"Sydney, Australia",Full-time,"Snowflake, Problem Solving, Data Governance, BigQuery, Data Modeling, Data Warehousing",70295,79073,Data & Analytics
Intern Data Scientist,Basecamp Quantum Works,"Austin, TX",Internship,"Statistical Modeling, Predictive Analytics, Jira, Scikit-learn, Python",27194,33396,Data & Analytics
Mid-level Business Intelligence Analyst,Meridian Signal Group,"Bangalore, India",Full-time,"Tableau, Excel VBA, Power BI",101463,113423,Data & Analytics
Mid-level Computer Vision Engineer,Silverlake Grid Analytics,"Dublin, Ireland",Full-time,"Deep Learning, Computer Vision, Critical Thinking, OpenCV, Python, TensorFlow",88417,95722,Data & Analytics
Principal AI Research Engineer,Ashgrove Metrics Tech,"Dublin, Ireland",Full-time,"Agile Methodology, Reinforcement Learning, Deep Learning, Generative AI",176538,198031,Data & Analytics
Junior Data Analyst,Granite Digital Group,"Berlin, Germany",Full-time,"A/B Testing, Data Visualization, Data Analysis, Excel",60705,68517,Data & Analytics
Junior AI Research Engineer,Copperfield Compute Labs,Remote,Full-time,"Jira, Computer Vision, PyTorch, Deep Learning, Statistics, Prompt Engineering",70668,76878,Data & Analytics
Junior Data Analyst,Cascadia Data Ventures,"Berlin, Germany",Part-time,"statistics, Tableau, Python, Amplitude, Data Analysis",62677,70953,Data & Analytics
Senior Quantitative Analyst,Northfield Compute Group,Remote,Full-time,"SQL, Python, Machine Learning, Time Series Analysis",131462,155493,Data & Analytics
"Mid-level Research Scientist, AI",Onyx Pattern Studio,"Los Angeles, CA",Full-time,"Python, Generative AI, Large Language Models",101283,121457,Data & Analytics
Intern Data Scientist,Crestline Insight Studio,"Washington, DC",Internship,"Statistical Modeling, Jupyter, Machine Learning, Python, SQL",23954,34583,Data & Analytics
Principal MLOps Engineer,Lumen Field IT,Remote,Full-time,"Jira, Kubernetes, Docker, Machine Learning",168079,186125,Data & Analytics
Junior Data Scientist,Crestline Quantum Partners,"Denver, CO",Full-time,"Statistics, Jupyter, Pandas, TensorFlow, Scikit-learn, SQL",69470,76393,Data & Analytics
Senior MLOps Engineer,Nova Cloud Robotics Group,"Seattle, WA",Full-time,"Terraform, Microsoft Azure, MLOps, Apache Airflow, CI/CD Pipelines",138014,162090,Data & Analytics
Mid-level Quantitative Analyst,Onyx Pattern Studio,"Seattle, WA",Part-time,"Statistics, R, Statistical Modeling, Python",97735,108550,Data & Analytics
Lead Machine Learning Engineer,Granite Pattern Systems,Remote,Full-time,"Apache Spark, Model Interpretability (SHAP/LIME), TensorFlow, Deep Learning, Jira",158166,168175,Data & Analytics
Lead NLP Engineer,Fernwood Grid Studio,Remote,Contract,"Natural Language Processing, TensorFlow, Hugging Face Transformers, Statistics",140630,157459,Data & Analytics
Senior NLP Engineer,Palisade Bridge Ventures,"London, UK",Full-time,"Deep Learning, Large Language Models, Python",137297,150160,Data & Analytics
Intern Analytics Engineer,Basecamp Compute Digital,Remote,Internship,"SQL,  dbt , Business Intelligence",24285,34364,Data & Analytics
Senior Quantitative Analyst,Northfield Cloud IT,"Sydney, Australia",Full-time,"Time Series Analysis, Python, R, Statistics",120899,149155,Data & Analytics
Lead Quantitative Analyst,Windward Field Partners,Remote,Full-time,"Statistics, Time Series Analysis, R, Statistical Modeling",154348,179755,Data & Analytics
Junior Machine Learning Engineer,Ridgeback Cognition Group,"New York, NY",Full-time,"MLOps, Machine Learning, PyTorch, Scikit-learn",69164,84054,Data & Analytics
Principal AI Research Engineer,Starling Digital Ventures,Remote,Full-time,"Natural Language Processing, Vector Embeddings, Reinforcement Learning, Prompt Engineering, Deep Learning",178111,190457,Data & Analytics
Lead Computer Vision Engineer,Nova Cloud Robotics Group,"Toronto, ON",Part-time,"Deep Learning, OpenCV, Feature Engineering, Machine Learning, Docker, Python",157897,180285,Data & Analytics
Intern Machine Learning Engineer,Northfield Compute Group,Remote,Internship,"Agile Methodology, Feature Engineering, XGBoost, PyTorch, TensorFlow, Python, Kubernetes",22437,27219,Data & Analytics
Intern Data Scientist,Ridgeback Cognition Group,"Austin, TX",Internship,"Time Series Analysis, TensorFlow, Jupyter, SQL, Pandas",29296,35497,Data & Analytics
"Lead Research Scientist, AI",Onyx Signal Collective,"Seattle, WA",Full-time,"Agile Methodology, Prompt Engineering, Natural Language Processing, Statistics, Python, Large Language Models, Reinforcement Learning",150302,167458,Data & Analytics
Junior Business Intelligence Analyst,Windward Field Partners,"London, UK",Full-time,"Business Intelligence, SQL, Data Governance, Qlik Sense, Metabase, Tableau, Google Data Studio",60495,71596,Data & Analytics
Junior Data Scientist,Wavelength Digital Tech,Remote,Contract,"Machine Learning, Pandas, TensorFlow, Predictive Analytics, Statistics",61473,75397,Data & Analytics
Junior Machine Learning Engineer,Cascadia Data Ventures,"Atlanta, GA",Full-time,"XGBoost, PyTorch, Machine Learning, Deep Learning",67667,75776,Data & Analytics
Lead Computer Vision Engineer,Ashgrove Metrics Tech,Remote,Contract,"TensorFlow, Problem Solving, Deep Learning, Computer Vision, PyTorch",161283,184732,Data & Analytics
Senior Data Scientist,Cascadia Compute Ventures,"Amsterdam, Netherlands",Contract,"Data Analysis, R, Pandas, Predictive Analytics, PyTorch, SQL, Data Visualization",135558,160474,Data & Analytics
Junior Quantitative Analyst,Palisade Vector Group,"Austin, TX",Full-time,"Python, Financial Modeling, Machine Learning, Statistical Modeling",62830,72776,Data & Analytics
Mid-level Data Scientist,Silverlake Quantum Group,Remote,Full-time,"Statistical Modeling, TensorFlow, Problem Solving, NumPy, PyTorch, Data Visualization, A/B Testing, Statistics",85347,102100,Data & Analytics
Data Science Manager,Granite Digital Group,Remote,Full-time,"SQL, data analysis, Python, Predictive Analytics",140837,155448,Data & Analytics
Senior Quantitative Analyst,Windward Field Partners,"London, UK",Full-time,"Git, Python, Statistical Modeling, Time Series Analysis, Machine Learning",126764,139279,Data & Analytics
Analytics Engineering Manager,Nova Bridge AI,"Amsterdam, Netherlands",Full-time,"Team Leadership, Roadmap Planning, Data Modeling",129563,157290,Data & Analytics
Data Science Manager,Copperfield Compute Labs,Remote,Full-time,"Machine Learning, Stakeholder Management, Predictive Analytics, SQL, Statistics, Python",137731,170571,Data & Analytics
Data Science Manager,Amberton Insight Labs,"Dublin, Ireland",Full-time,"Statistics, Data Analysis, Team Leadership",152333,182609,Data & Analytics
Intern Data Analyst,Ironwood Cloud Works,Remote,Internship,"Amplitude, A/B Testing, Excel, SQL, Data Analysis, Mixpanel",27001,38409,Data & Analytics
Senior MLOps Engineer,Onyx Digital Digital,"Amsterdam, Netherlands",Full-time,"Kubernetes, CI/CD Pipelines, Python, MLOps",123111,142920,Data & Analytics
Staff MLOps Engineer,Windward Field Partners,"Dublin, Ireland",Full-time,"Python, Docker, Microsoft Azure, Apache Airflow, Critical Thinking, Kubernetes, Google Cloud Platform",153774,175614,Data & Analytics
Data Science Manager,Harborline Cognition Digital,Remote,Contract,"Cross-functional Collaboration, Roadmap Planning, Team Leadership, Machine Learning, SQL, Python, Statistics",143614,163995,Data & Analytics
Mid-level Data Analyst,Granite Digital Group,Remote,Part-time,"SQL, Statistics, Amplitude, Excel, Scrum, Python, A/B Testing",89145,103447,Data & Analytics
Lead AI Research Engineer,Palisade Bridge Ventures,"Seattle, WA",Full-time,"Critical Thinking, Statistics, Vector Embeddings, Prompt Engineering, Reinforcement Learning, Natural Language Processing, Hugging Face Transformers",144893,166704,Data & Analytics
Junior Analytics Engineer,Granite Compute IT,Remote,Full-time,"Data Modeling, Tableau, Time Management, dbt",63352,70799,Data & Analytics
Senior Data Scientist,Redwood Digital Analytics,"Boston, MA",Part-time,"Data Analysis, Deep Learning, Statistics",122095,144450,Data & Analytics
Junior Quantitative Analyst,Vertex Vector Works,"Atlanta, GA",Full-time,"R, Statistics, SQL, Statistical Modeling",67259,80985,Data & Analytics
"Senior Research Scientist, AI",Starling Field IT,"Dublin, Ireland",Full-time,"PyTorch, Statistics, Prompt Engineering, Time Management, Generative AI",126278,148565,Data & Analytics
Mid-level Computer Vision Engineer,Lumen Field IT,"New York, NY",Full-time,"Feature Engineering, Computer Vision, TensorFlow, PyTorch, Deep Learning",94025,105429,Data & Analytics
Intern Analytics Engineer,Ironwood Insight AI,"Austin, TX",Internship,"Data Modeling, BigQuery, Business Intelligence, Data Quality Management, Looker, dbt, Data Governance",22317,32468,Data & Analytics
Senior Business Intelligence Analyst,Silverlake Quantum Ventures,"Boston, MA",Full-time,"Tableau, Looker, Data Modeling, Power BI",115957,131784,Data & Analytics
Data Science Manager,Cobalt Field Robotics Group,"Toronto, ON",Full-time,"Team Leadership, Predictive Analytics, SQL, Roadmap Planning, Statistics, Python, Stakeholder Management",138170,168910,Data & Analytics
Junior Analytics Engineer,Ashgrove Stream Systems,Remote,Full-time,"BigQuery, Python, Data Warehousing, dbt, Data Governance, Problem Solving",65703,75400,Data & Analytics
"Mid-level Research Scientist, AI",Fernwood Metrics Software,"Seattle, WA",Full-time,"Generative AI, Reinforcement Learning, Prompt Engineering, Large Language Models",101582,116747,Data & Analytics
Intern Data Scientist,Vertex Vector Works,"London, UK",Internship,"Machine Learning, PyTorch, Python, SQL",30790,41099,Data & Analytics
Intern Data Scientist,Starling Field IT,"Austin, TX",Internship,"Pandas, statistics, Jira, Time Series Analysis, R, Scikit-learn, A/B Testing, Data Visualization",24267,31368,Data & Analytics
Mid-level Computer Vision Engineer,Onyx Pattern Studio,Singapore,Full-time,"PyTorch, Machine Learning, Technical Writing, Deep Learning, TensorFlow",99928,115501,Data & Analytics
Data Science Manager,Bluepeak Neural Works,Remote,Full-time,"Team Leadership, Stakeholder Management, Statistics, SQL, Roadmap Planning, Machine Learning",135564,158816,Data & Analytics
Intern Analytics Engineer,Ridgeback Systems Tech,Remote,Internship,"Git, Business Intelligence, Data Modeling, Data Warehousing, Tableau, Snowflake, Python",26574,36482,Data & Analytics
Mid-level MLOps Engineer,Amberton Insight Labs,"Sydney, Australia",Full-time,"Kubernetes, Python, Google Cloud Platform, Technical Writing, MLOps, Microsoft Azure, Machine Learning",97234,107957,Data & Analytics
Data Science Manager,Fernwood Grid Studio,"Los Angeles, CA",Full-time,"Statistics, Machine Learning, Team Leadership, Data Analysis",139523,158843,Data & Analytics
Junior Data Scientist,Brightwell Neural Partners,"Chicago, IL",Full-time,"Data Visualization, Statistical Modeling, R, Python",61669,68906,Data & Analytics
Senior NLP Engineer,Onyx Pattern Studio,"Los Angeles, CA",Full-time,"Natural Language Processing, PyTorch, Hugging Face Transformers, Deep Learning, Large Language Models",119665,140292,Data & Analytics
Senior Data Analyst,Pinecrest Neural Robotics Group,Remote,Full-time,"SQL, Jira, Google Analytics, Tableau, Data Analysis, Mixpanel",119823,143301,Data & Analytics
Junior Business Intelligence Analyst,Meridian Cloud AI,"New York, NY",Contract,"Business Intelligence, Tableau, Data Modeling, Looker, SQL, Metabase, Excel VBA",63132,68320,Data & Analytics
Mid-level NLP Engineer,Northfield Neural Group,Remote,Full-time,"Hugging Face Transformers, TensorFlow, Technical Writing, Large Language Models",93568,102401,Data & Analytics
Lead Business Intelligence Analyst,Starling Field Group,"Vancouver, BC",Part-time,"Cross-functional Collaboration, SQL, Business Intelligence, Metabase, Excel VBA, Data Modeling, Power BI",160301,175087,Data & Analytics
Senior Data Engineer,Granite Pattern Systems,"Chicago, IL",Full-time,"Redshift, Apache Airflow, SQL, Data Pipeline Design, ETL Pipelines",122253,139645,Data & Analytics
Data Science Manager,Redwood Digital Analytics,Remote,Full-time,"SQL, Predictive Analytics, Team Leadership, Machine Learning, Python, Data Analysis, Stakeholder Management",134570,162499,Data & Analytics
