title,company,location,type,skills_required,salary_min,salary_max,category
Intern Mobile Developer (iOS),Brightbay Platforms,"Toronto, ON",Internship,"SwiftUI, Mobile Performance Optimization, Agile Methodology",21631,33361,Software Engineering
Junior Backend Engineer,Thistledown Platforms,"Los Angeles, CA",Full-time,"Caching Strategies, REST API Design, Ruby",60666,79990,Software Engineering
Software Developer,Amber Systems,"Berlin, Germany",Full-time,"PostgreSQL, Communication, Next.js, Sass",75179,106646,Software Engineering
Junior Software Engineer,Hollowreach Systems,"Atlanta, GA",Full-time,"System Design, Event-Driven Architecture, Angular, CSS, Go, JavaScript",55147,79758,Software Engineering
Mobile Developer (Android),Onyx Systems,Remote,Full-time,"App Store Optimization, Jetpack Compose, Mobile CI/CD, Android Studio, Android Development, REST API Design, Mobile App Architecture, Push Notifications",80853,108502,Software Engineering
Senior Software Engineer,Cinderfall Systems,Remote,Contract,"CSS, Material UI, GraphQL, Sass, Jest, Ruby on Rails, Responsive Design, Redis",108313,135017,Software Engineering
Staff Software Developer,Coral Platforms,Remote,Full-time,"React, FastAPI, Redux, Kubernetes, JAVA",164343,182909,Software Engineering
Senior Mobile Developer (Android),Silverbrook Platforms,"Atlanta, GA",Full-time,"Android Development, Kotlin, REST API Design",103297,146654,Software Engineering
Mobile Developer (iOS),Hollowreach Platforms,"Amsterdam, Netherlands",Contract,"Swift, REST API Design, Mobile App Architecture, Objective-C, Mobile Performance Optimization, Mobile CI/CD, App Store Optimization",81214,108398,Software Engineering
Junior Android Engineer,Vertex Platforms,"Los Angeles, CA",Full-time,"Kotlin, Android Studio, Mobile CI/CD, Mobile App Architecture, Jetpack Compose, REST API Design, Android Development",55093,79934,Software Engineering
Mobile Developer (Android),Basalt Platforms,"Amsterdam, Netherlands",Full-time,"Kotlin, Mobile CI/CD, Mobile App Architecture, Mobile Performance Optimization, Communication",78268,108319,Software Engineering
Senior Software Engineer,Marrow Systems,"New York, NY",Contract,"Cassandra, Webpack, Cross-browser Compatibility, FastAPI, Caching Strategies, TypeScript, PostgreSQL, Bootstrap",124496,149079,Software Engineering
Backend Engineer,Onyx Platforms,Remote,Full-time,"Java, Flask, Agile Methodology, Distributed Systems, REST API Design",75642,109798,Software Engineering
Intern Backend Developer,Onyx Systems,Remote,Internship,"Microsoft Azure, MySQL, Go, Message Queues (RabbitMQ), Python",26143,36705,Software Engineering
Lead Frontend Developer,Hollowreach Works,"Portland, OR",Full-time,"SASS, Progressive Web Apps, GraphQL Client (Apollo), Webpack, Team Leadership, Webpack",134182,156529,Software Engineering
Backend Engineer,Copperbend Works,"San Francisco, CA",Contract,"gRPC, MySQL, Microsoft Azure, GraphQL, Flask, CI/CD Pipelines",79305,91936,Software Engineering
iOS Engineer,Palisade Systems,"San Francisco, CA",Full-time,"Mobile App Architecture, Objective-C, Push Notifications, Swift, REST API Design",84408,98508,Software Engineering
Senior Frontend Engineer,Palisade Systems,"London, UK",Full-time,"jQuery, Vue.js, JavaScript, GraphQL Client (Apollo), Progressive Web Apps",104115,148027,Software Engineering
Junior Software Developer,Cobalt Systems,Remote,Full-time,"GraphQL, MySQL, Vite, GraphQL Client (Apollo), CSS, Progressive Web Apps",55888,71184,Software Engineering
Frontend Engineer,Palisade Platforms,"Sydney, Australia",Part-time,"Vite, Storybook, Scrum, Progressive Web Apps",85340,102543,Software Engineering
Senior Frontend Developer,Slatestone Systems,"Seattle, WA",Part-time,"progressive web apps, TypeScript, Jest, Sass, Vite, CSS, HTML, Vue.js, Jest",104288,143687,Software Engineering
Full Stack Engineer,Foxglove Systems,"Denver, CO",Full-time,"Docker, FastAPI, Event-Driven Architecture, Message Queues (RabbitMQ), Amazon Web Services, Storybook, Cassandra",78727,109715,Software Engineering
Senior Mobile Developer (Android),Tidefall Platforms,"Austin, TX",Contract,"Push Notifications, Mobile Performance Optimization, Jetpack Compose, Mobile CI/CD, Mentoring, Android Studio",100003,149969,Software Engineering
Junior Frontend Developer,Meridian Platforms,Remote,Full-time,"Progressive Web Apps, Material UI, Next.js, CSS",57660,78019,Software Engineering
Intern Android Engineer,Northwind Platforms,"Dublin, Ireland",Internship,"Mobile Performance Optimization, App Store Optimization, Jetpack Compose",20526,39199,Software Engineering
Full Stack Engineer,Lattice Systems,"Toronto, ON",Contract,"gRPC, MySQL, GraphQL Client (Apollo), Next.js, C#, Amazon Web Services, Kotlin",75256,92822,Software Engineering
Intern iOS Engineer,Skyline Platforms,"Bengaluru, India",Internship,"Swift, Objective-C, SwiftUI, Mobile Performance Optimization, REST API Design, Push Notifications",28373,39577,Software Engineering
Intern Mobile Engineer,Vertex Platforms,"Portland, OR",Internship,"Cross-platform Development, Mobile CI/CD, REST API Design",23291,38277,Software Engineering
Junior Backend Engineer,Tidefall Platforms,"Austin, TX",Contract,"CI/CD Pipelines, Java, Message Queues (RabbitMQ), Scrum",57242,79137,Software Engineering
Backend Engineer,Quartzline Systems,"Denver, CO",Full-time,"Cassandra, Node.js, Event-Driven Architecture, MongoDB, Redis, Communication, gRPC",75767,107416,Software Engineering
Senior Backend Engineer,Timberline Platforms,"Denver, CO",Full-time,"MySQL, Ruby, Python, Caching Strategies, Ruby on Rails",113064,132759,Software Engineering
Senior Software Developer,Timberline Platforms,"Boston, MA",Full-time,"React, Jest, Kotlin, Go, Tailwind CSS, System Design, Event-Driven Architecture",118513,149041,Software Engineering
Backend Engineer,Gullhaven Platforms,"Toronto, ON",Full-time,"Amazon Web Services, ASP.NET, Ruby, Java, Python, GraphQL",87391,108999,Software Engineering
Intern Full Stack Developer,Amber Systems,Remote,Internship,"Java, Distributed Systems, Team Leadership, Sass, jQuery",22133,38845,Software Engineering
Staff iOS Engineer,Solstice Systems,Remote,Full-time,"Mobile CI/CD, Mobile Performance Optimization, SwiftUI, Objective-C",140973,170882,Software Engineering
Junior Backend Engineer,Tidefall Platforms,Remote,Full-time,"Flask, Event-Driven Architecture, Java, Microsoft Azure, Kubernetes, Code Review Practices, REST API Design, PostgreSQL",59389,78051,Software Engineering
Junior Frontend Engineer,Amber Platforms,Remote,Full-time,"Figma, Vite, Agile Methodology, JavaScript, Storybook, Vue.js, Accessibility (WCAG), React",55170,78241,Software Engineering
Mobile Developer (iOS),Ashgrove Works,Remote,Full-time,"Swift, SwiftUI, Mobile CI/CD, Objective-C, Xcode, PUSH NOTIFICATIONS, Mobile App Architecture",87670,100602,Software Engineering
Senior Mobile Engineer,Marrow Systems,"Austin, TX",Full-time,"Team Leadership, Mobile App Architecture, Team Leadership, Domain-Driven Design, Dart, Cross-platform Development, Mobile CI/CD",114713,139125,Software Engineering
Principal Frontend Developer,Cobalt Platforms,"Denver, CO",Full-time,"Mentoring, Sass, Bootstrap, jQuery, Vite, Angular, Vue.js, Figma",150167,187378,Software Engineering
Staff Frontend Developer,Solstice Systems,"Atlanta, GA",Contract,"Hexagonal Architecture, Bootstrap, CSS, Accessibility (WCAG), Figma, Responsive Design, Next.js",146866,179630,Software Engineering
Junior Full Stack Engineer,Ironwood Systems,"San Francisco, CA",Full-time,"Cross-browser Compatibility, Kotlin, Code Review Practices, NestJS, Ruby on Rails",58162,79300,Software Engineering
Staff Frontend Engineer,Wrenfield Systems,"Boston, MA",Full-time,"TypeScript, System Design, Accessibility (WCAG), Sass, Load Balancing, Continuous Integration, Next.js",149661,176996,Software Engineering
Staff Mobile Developer (Android),Redwood Systems,"Chicago, IL",Full-time,"Mobile Performance Optimization, Android Studio, Jetpack Compose, Kotlin, Push Notifications",141026,164568,Software Engineering
Intern Full Stack Developer,Brightbay Systems,"Boston, MA",Internship,"GraphQL, Kubernetes, Microservices Architecture, JavaScript, FastAPI, Kotlin, Vite",21652,39633,Software Engineering
Senior Backend Engineer,Cascadia Platforms,"Seattle, WA",Contract,"Team Leadership, System Design, REST API Design, CI/CD Pipelines, Ruby on Rails, ASP.NET, Java, Message Queues (RabbitMQ)",125125,144147,Software Engineering
Staff Backend Developer,Thistledown Platforms,"Chicago, IL",Contract,"Team Leadership, MySQL, Flask, Java",143970,172867,Software Engineering
Staff Mobile Engineer,Hollowreach Systems,"San Francisco, CA",Full-time,"Mobile CI/CD, React Native, Distributed Systems, Git",143482,173683,Software Engineering
Lead Software Engineer,Marrow Systems,"Toronto, ON",Full-time,"gRPC, Ruby, Mentoring, Python, Continuous Integration",130287,172177,Software Engineering
Senior Mobile Engineer,Bluepeak Platforms,"Dublin, Ireland",Full-time,"Mobile Performance Optimization, Dart, Mentoring, Flutter, Mobile App Architecture, Cross-platform Development",106857,126497,Software Engineering
Lead Frontend Developer,Thistledown Systems,"New York, NY",Full-time,"Accessibility (WCAG), Redux, Vue.js, Technical Writing, CSS, GraphQL Client (Apollo)",131327,165165,Software Engineering
Intern Software Engineer,Wrenfield Platforms,"Dublin, Ireland",Internship,"Angular, Microservices Architecture, FastAPI, Webpack",26067,33373,Software Engineering
Principal Full Stack Engineer,Quartzline Systems,"Boston, MA",Contract," Distributed Systems , Scrum, System Design",159563,189987,Software Engineering
Senior Backend Engineer,Cascadia Platforms,"Austin, TX",Contract,"Kotlin, Spring Boot, Flask, Communication",104533,133872,Software Engineering
Intern Full Stack Engineer,Solstice Platforms,"Chicago, IL",Internship,"Material UI, Accessibility (WCAG), Technical Writing",22724,38246,Software Engineering
Intern Frontend Engineer,Windemere Works,"Boston, MA",Internship,"Webpack, Progressive Web Apps, Cross-browser Compatibility, Figma, Material UI, CSS, JavaScript",20230,34659,Software Engineering
iOS Engineer,Onyx Platforms,"Denver, CO",Full-time,"App Store Optimization, Push Notifications, Xcode, Objective-C, iOS Development, Scrum, Mobile Performance Optimization, REST API Design",84686,108376,Software Engineering
Senior Mobile Engineer,Palisade Systems,"Chicago, IL",Full-time,"Dart, Flutter, Kotlin Multiplatform, REST API Design, Mobile Performance Optimization, Mentoring, Mobile CI/CD, React Native",117207,138938,Software Engineering
Junior Full Stack Developer,Cobalt Systems,"New York, NY",Part-time,"Google Cloud Platform, Event-Driven Architecture, Python, Problem Solving, Microservices Architecture",58006,73987,Software Engineering
Junior Backend Engineer,Copperbend Platforms,Remote,Full-time,"Distributed Systems, Event-Driven Architecture, REST API Design, MySQL, Docker",62345,77171,Software Engineering
Junior Frontend Engineer,Tidefall Systems,"Atlanta, GA",Full-time,"Angular, JavaScript, Communication, Material UI, Progressive Web Apps",62859,74310,Software Engineering
"Engineering Manager, Mobile",Granite Systems,"Boston, MA",Full-time,"Mobile Performance Optimization, Load Balancing, REST API Design, Flutter, Cross-platform Development",120992,164643,Software Engineering
Backend Engineer,Wrenfield Systems,"Dublin, Ireland",Full-time,"Team Leadership, System Design, ASP.NET, Message Queues (RabbitMQ), Ruby on Rails, Caching Strategies",93528,107721,Software Engineering
Lead Mobile Developer (Android),Pinecrest Platforms,"Portland, OR",Full-time,"App Store Optimization, Mobile CI/CD, System Design",130061,174890,Software Engineering
Junior Software Engineer,Copperbend Works,"Los Angeles, CA",Full-time,"GraphQL Client (Apollo), HTML, Amazon Web Services, Next.js, REST API Design, Distributed Systems, Spring Boot",56053,79806,Software Engineering
Junior Frontend Developer,Redwood Platforms,"Seattle, WA",Full-time,"Webpack, Team Leadership, Cross-browser Compatibility, Vue.js, Bootstrap",58005,77541,Software Engineering
Senior Mobile Developer (iOS),Northwind Platforms,Remote,Full-time,"Mobile Performance Optimization, Hexagonal Architecture, iOS Development, Swift, App Store Optimization, Push Notifications, Xcode",105780,135397,Software Engineering
Senior Full Stack Engineer,Slatestone Systems,"Boston, MA",Full-time,"Figma, MySQL, C#, Django, Flask, Amazon Web Services, Node.js",116645,149026,Software Engineering
Junior Mobile Developer (iOS),Skyline Platforms,"Dublin, Ireland",Full-time,"Team Leadership, App Store Optimization, iOS Development",55028,75598,Software Engineering
Intern Frontend Engineer,Solstice Platforms,"Amsterdam, Netherlands",Internship,"JavaScript, Svelte, Bootstrap, GraphQL Client (Apollo), Tailwind CSS",25770,37003,Software Engineering
Junior Mobile Engineer,Solstice Platforms,"Seattle, WA",Full-time,"Kotlin Multiplatform, React Native, Mobile App Architecture, REST API Design, Dart, Mobile CI/CD, Flutter, Mobile Performance Optimization",58979,76146,Software Engineering
Software Developer,Lattice Systems,Remote,Full-time,"Cassandra, Cross-browser Compatibility, Microservices Architecture, C#, Webpack",85879,108030,Software Engineering
Junior Frontend Developer,Ironwood Systems,"Portland, OR",Contract,"JavaScript, Storybook, Vite, Material UI, Jest, Accessibility (WCAG), Scrum",66896,79881,Software Engineering
Senior Full Stack Developer,Northwind Platforms,"New York, NY",Full-time,"SVELTE, Code Review Practices, Sass, Next.js, Ruby",103586,121643,Software Engineering
Junior Full Stack Developer,Marrow Platforms,"Atlanta, GA",Part-time,"JavaScript, Message Queues (RabbitMQ), PostgreSQL, Node.js, Svelte, MongoDB",61472,79622,Software Engineering
Senior Mobile Developer (Android),Bluepeak Platforms,"Chicago, IL",Full-time,"Mentoring, REST API Design, Push Notifications, Android Development, Mobile Performance Optimization, Jetpack Compose",129510,149018,Software Engineering
Lead Frontend Developer,Bluepeak Platforms,"London, UK",Full-time,"Angular, Cross-browser Compatibility, Svelte, Sass, TypeScript, Storybook",130620,148877,Software Engineering
Full Stack Engineer,Slatestone Systems,"Atlanta, GA",Full-time,"DynamoDB, Next.js, Java, Svelte, Progressive Web Apps, Caching Strategies, Vue.js",84270,100509,Software Engineering
Staff iOS Engineer,Copperbend Works,"Portland, OR",Full-time,"Objective-C, Mobile CI/CD, Push Notifications, iOS Development",144056,174251,Software Engineering
Staff Android Engineer,Ashgrove Platforms,"Raleigh, NC",Full-time,"Push Notifications, App Store Optimization, Mobile Performance Optimization, Code Review Practices, Mentoring",142022,182984,Software Engineering
Lead Full Stack Developer,Ironwood Platforms,"New York, NY",Full-time,"Accessibility (WCAG), Ruby on Rails, Spring Boot, Problem Solving, Distributed Systems",130957,168156,Software Engineering
Junior Full Stack Developer,Palisade Platforms,"Los Angeles, CA",Full-time,"HTML, Material UI, Cassandra, CI/CD Pipelines, Django, Webpack, Tailwind CSS, Redux",56623,72064,Software Engineering
Intern Mobile Developer (Android),Amber Systems,"Seattle, WA",Internship,"Push Notifications, Mobile Performance Optimization, Android Development, Mobile App Architecture, Jetpack Compose",20056,39437,Software Engineering
Intern iOS Engineer,Meridian Systems,Remote,Internship,"Mobile Performance Optimization, REST API Design, App Store Optimization, Push Notifications",20121,37675,Software Engineering
Intern Software Engineer,Nova Platforms,"Sydney, Australia",Internship,"Django, Distributed Systems, FastAPI, Cross-browser Compatibility, Caching Strategies",24377,33193,Software Engineering
Full Stack Engineer,Emberfield Systems,"Denver, CO",Part-time,"Vue.js, CSS, Figma, MySQL, Amazon Web Services, Node.js, NestJS",75331,102304,Software Engineering
Junior Full Stack Engineer,Hollowreach Platforms,"Austin, TX",Full-time,"Material UI, FastAPI, Spring Boot, CI/CD Pipelines, Ruby on Rails, JavaScript, ASP.NET",61017,79597,Software Engineering
Principal Software Developer,Ashgrove Systems,"Chicago, IL",Contract,"Redis, Microservices Architecture, System Design, Continuous Integration, ASP.NET",150108,180472,Software Engineering
Junior Frontend Developer,Onyx Platforms,"Boston, MA",Full-time,"Webpack, Vue.js, jQuery, Next.js, JavaScript",55899,69177,Software Engineering
Junior iOS Engineer,Windemere Platforms,"Dublin, Ireland",Full-time,"Mobile CI/CD, Objective-C, REST API Design, Mobile App Architecture, Mobile Performance Optimization, iOS Development, Push Notifications",63938,79982,Software Engineering
Senior Full Stack Developer,Skyline Platforms,"Washington, DC",Full-time,"Progressive Web Apps, Flask, Amazon Web Services, Svelte, Spring Boot, Bootstrap, Redux, DynamoDB",100159,140630,Software Engineering
Junior Android Engineer,Quartzline Platforms,"Atlanta, GA",Full-time,"App Store Optimization, Mobile CI/CD, Mobile App Architecture",68684,79425,Software Engineering
Staff Mobile Developer (iOS),Thistledown Systems,"Portland, OR",Full-time,"REST API Design, Mentoring, Mobile CI/CD",142299,168995,Software Engineering
Intern Frontend Engineer,Thistledown Platforms,"San Francisco, CA",Internship,"Accessibility (WCAG), Next.js, Sass, Communication, Figma",24302,38861,Software Engineering
Senior Backend Engineer,Thistledown Systems,"Amsterdam, Netherlands",Full-time,"Django, Node.js, CI/CD Pipelines, Ruby, MySQL, Technical Writing, Google Cloud Platform, Spring Boot",107483,143779,Software Engineering
Senior Full Stack Engineer,Basalt Platforms,"New York, NY",Full-time,"PostgreSQL, CSS, Django, Angular, Microservices Architecture, HTML",100411,148331,Software Engineering
Mobile Developer (Android),Timberline Platforms,"San Francisco, CA",Full-time,"Jetpack Compose, Kotlin, Mobile CI/CD, Mobile App Architecture, Android Development, REST API Design, Push Notifications",80893,108957,Software Engineering
Backend Developer,Timberline Platforms,Remote,Part-time,"Ruby on Rails, gRPC, Docker, PostgreSQL, Mentoring",93133,109046,Software Engineering
"Engineering Manager, Mobile",Cinderfall Platforms,"Washington, DC",Full-time,"iOS Development, App Store Optimization, REST API Design, Xcode, Mobile Performance Optimization, Hexagonal Architecture, Swift, Mobile CI/CD",129858,169879,Software Engineering
Mobile Developer (Android),Skyline Systems,Remote,Contract,"Android Development, Kotlin, Mobile CI/CD, Android Studio, REST API Design, Mobile Performance Optimization",76461,106909,Software Engineering
Intern Mobile Engineer,Wrenfield Platforms,Remote,Internship,"Dart, Mobile App Architecture, React Native, REST API Design, Mobile Performance Optimization, Mobile CI/CD, Flutter",20007,39925,Software Engineering
Frontend Engineer,Windemere Systems,"Atlanta, GA",Full-time,"Vue.js, Mentoring, Svelte, jQuery, Vite",75625,109764,Software Engineering
Junior Mobile Developer (iOS),Palisade Systems,"Boston, MA",Full-time,"SwiftUI, Mobile App Architecture, App Store Optimization, Mobile CI/CD",56112,74787,Software Engineering
Staff Mobile Developer (Android),Marrow Systems,"Raleigh, NC",Full-time,"Load Balancing, App Store Optimization, Android Development, Team Leadership, REST API Design, Mobile App Architecture, Android Studio",144635,177020,Software Engineering
Full Stack Developer,Cinderfall Platforms,"Austin, TX",Full-time,"Material UI, Vite, TypeScript, Google Cloud Platform, Caching Strategies, Go, C#",75604,107740,Software Engineering
Engineering Manager,Amber Systems,"London, UK",Full-time,"Material UI, Redis, Distributed Systems",120720,164790,Software Engineering
Junior Full Stack Developer,Slatestone Systems,"Sydney, Australia",Full-time,"Kubernetes,  Ruby , MySQL, Microservices Architecture, NestJS, Redux",55325,77426,Software Engineering
Principal Software Developer,Crestline Platforms,Remote,Full-time,"Express.js, Caching Strategies, Next.js",158457,179235,Software Engineering
Backend Developer,Pinecrest Systems,"Seattle, WA",Full-time,"CI/CD Pipelines, Django, MySQL, Go, Kotlin, Cassandra, Message Queues (RabbitMQ), MongoDB",82503,103883,Software Engineering
Senior Software Developer,Foxglove Systems,"New York, NY",Full-time,"Amazon Web Services, Accessibility (WCAG), Microsoft Azure, Kotlin, MongoDB, C#, TypeScript, Java",125939,144559,Software Engineering
Lead Frontend Engineer,Northwind Platforms,Remote,Full-time,"Tailwind CSS, GraphQL Client (Apollo), CSS, Accessibility (WCAG), Webpack, System Design",135694,162155,Software Engineering
Junior Mobile Engineer,Marrow Systems,"Boston, MA",Part-time,"Dart, Kotlin Multiplatform, REST API Design, Mobile App Architecture, React Native, Flutter, Cross-platform Development, Mobile Performance Optimization",64021,79529,Software Engineering
Lead Mobile Developer (iOS),Northwind Systems,Remote,Full-time,"Mobile CI/CD, iOS Development, Distributed Systems, REST API Design, App Store Optimization",133406,159790,Software Engineering
Staff Mobile Developer (Android),Redwood Platforms,"Berlin, Germany",Full-time,"Mobile App Architecture, Mentoring, App Store Optimization, Mobile Performance Optimization, Android Development",152891,172865,Software Engineering
Intern Backend Engineer,Windemere Systems,"Chicago, IL",Internship,"gRPC, Flask, Google Cloud Platform",20155,39595,Software Engineering
Mobile Engineer,Brightbay Platforms,"New York, NY",Full-time,"Mobile CI/CD, Cross-platform Development, Kotlin Multiplatform, Mobile App Architecture, React Native",75678,108380,Software Engineering
Frontend Engineer,Emberfield Systems,Remote,Full-time,"Jest, JavaScript, Responsive Design, HTML, Cross-browser Compatibility",87265,103791,Software Engineering
Software Developer,Windemere Works,"Portland, OR",Contract,"Communication, Java, Jest, Express.js",75597,97843,Software Engineering
Senior Mobile Developer (Android),Tidefall Systems,Remote,Full-time,"Mobile App Architecture, Mobile Performance Optimization, Team Leadership, REST API Design, Android Studio, Mobile CI/CD",121830,144141,Software Engineering
iOS Engineer,Windemere Systems,"Los Angeles, CA",Full-time,"REST API Design, Objective-C, Technical Writing",76765,109704,Software Engineering
Senior Frontend Engineer,Skyline Platforms,"New York, NY",Full-time,"Sass, CSS, React, Mentoring, TypeScript",100509,131301,Software Engineering
Junior Full Stack Developer,Copperbend Works,"Denver, CO",Full-time,"React, HTML, Material UI, Storybook, MySQL",57692,78212,Software Engineering
Senior Backend Developer,Hollowreach Systems,Remote,Full-time,"Python, Team Leadership, Spring Boot, Cassandra",110029,149201,Software Engineering
Intern Backend Developer,Cascadia Platforms,"Chicago, IL",Internship,"Ruby, NestJS, Ruby on Rails",21955,36021,Software Engineering
Intern Mobile Developer (Android),Redwood Platforms,"Seattle, WA",Internship,"App Store Optimization, Jetpack Compose, Scrum, Push Notifications",22757,33984,Software Engineering
Senior Software Engineer,Redwood Systems,"New York, NY",Full-time,"Team Leadership, Spring Boot, Amazon Web Services, GraphQL, TypeScript, Google Cloud Platform",110181,149262,Software Engineering
Intern Software Engineer,Windemere Works,"Portland, OR",Internship,"gRPC, Node.js, Express.js, Amazon Web Services, DynamoDB, Sass, GraphQL Client (Apollo)",22976,39041,Software Engineering
Software Developer,Amber Systems,"Dublin, Ireland",Part-time,"C#, CI/CD Pipelines, Docker",94813,107647,Software Engineering
Lead Software Engineer,Fernwood Systems,"New York, NY",Full-time,"html, Progressive Web Apps, CI/CD Pipelines, DynamoDB, Continuous Integration",136961,173444,Software Engineering
Senior Android Engineer,Granite Systems,"Los Angeles, CA",Part-time,"Push Notifications, Team Leadership, App Store Optimization, Mobile App Architecture, Distributed Systems, Mobile CI/CD, REST API Design, Team Leadership",113106,148537,Software Engineering
iOS Engineer,Northwind Platforms,"Toronto, ON",Full-time,"Continuous Integration, Xcode, Push Notifications",75050,108154,Software Engineering
Lead Android Engineer,Redwood Platforms,"Austin, TX",Full-time,"Load Balancing, Mobile CI/CD, Mobile App Architecture",130187,173924,Software Engineering
Principal Frontend Developer,Emberfield Systems,"Chicago, IL",Full-time,"CSS, Hexagonal Architecture, Svelte, Bootstrap, Tailwind CSS, GraphQL Client (Apollo)",150824,188900,Software Engineering
Lead Software Developer,Onyx Platforms,"Boston, MA",Full-time,"MongoDB, Figma, Tailwind CSS, Next.js, Mentoring, Express.js",136679,171170,Software Engineering
Senior Mobile Developer (Android),Emberfield Systems,"Boston, MA",Contract,"Distributed Systems, REST API Design, Jetpack Compose, Android Studio",102407,137409,Software Engineering
Junior Android Engineer,Pinecrest Systems,"Boston, MA",Part-time,"Scrum, Android Development, Mobile Performance Optimization",56236,67034,Software Engineering
Lead Backend Developer,Nova Platforms,"Washington, DC",Full-time,"Docker, Git, C#, Microservices Architecture",138302,160258,Software Engineering
Lead iOS Engineer,Driftwood Systems,Remote,Full-time,"App Store Optimization, REST API Design, SwiftUI, Mobile Performance Optimization, Mobile App Architecture",130821,174281,Software Engineering
Software Developer,Lattice Systems,"Dublin, Ireland",Full-time,"Bootstrap, REST API Design, Node.js, Redux",77259,96215,Software Engineering
Junior Backend Developer,Palisade Systems,"Portland, OR",Part-time,"gRPC, DynamoDB, System Design",64344,79438,Software Engineering
Intern Frontend Engineer,Thistledown Platforms,"Atlanta, GA",Internship,"Tailwind CSS, Sass, Git, HTML",28479,39836,Software Engineering
Principal Mobile Developer (iOS),Copperbend Systems,"Berlin, Germany",Full-time,"REST API Design, SwiftUI, Mobile Performance Optimization, Mobile App Architecture",152834,189844,Software Engineering
Intern Frontend Engineer,Ashgrove Platforms,Remote,Internship,"Redux, Material UI, Sass, Svelte",25674,35205,Software Engineering
Staff Backend Developer,Palisade Systems,"Seattle, WA",Contract,"MongoDB, Domain-Driven Design, Event-Driven Architecture, Redis, NestJS, Message Queues (RabbitMQ), Ruby on Rails",140064,184974,Software Engineering
Software Engineer,Onyx Systems,"Los Angeles, CA",Full-time,"ASP.NET, Problem Solving, NestJS, Event-Driven Architecture, Node.js, PostgreSQL",81260,103790,Software Engineering
Lead Software Developer,Pinecrest Systems,"Boston, MA",Contract,"DynamoDB, MongoDB, Vue.js, Figma",135242,169076,Software Engineering
Junior iOS Engineer,Marrow Platforms,"Bengaluru, India",Contract,"App Store Optimization, SwiftUI, REST API Design, Swift, Mobile App Architecture, Xcode",57312,79799,Software Engineering
Senior Backend Developer,Palisade Systems,"San Francisco, CA",Full-time,"System Design, Ruby, Python, Team Leadership, Google Cloud Platform",107075,145426,Software Engineering
Backend Developer,Foxglove Platforms,"San Francisco, CA",Full-time,"Message Queues (RabbitMQ), Go, CI/CD Pipelines, System Design",82131,96425,Software Engineering
iOS Engineer,Hollowreach Platforms,"Raleigh, NC",Full-time,"Mobile Performance Optimization, Swift, SwiftUI, App Store Optimization, REST API Design",75045,109998,Software Engineering
Full Stack Engineer,Hollowreach Works,Remote,Full-time,"Microsoft Azure, Message Queues (RabbitMQ), Flask, Redis, Node.js",75028,106218,Software Engineering
Junior Backend Engineer,Ashgrove Works,"New York, NY",Full-time,"Express.js, FastAPI, Redis",57214,73900,Software Engineering
Software Engineer,Windemere Platforms,"Dublin, Ireland",Contract,"Python, Figma, GraphQL, Next.js, Cross-browser Compatibility, Vue.js, Svelte",88757,106078,Software Engineering
Software Developer,Pinecrest Systems,"Amsterdam, Netherlands",Full-time,"CSS, caching strategies, Google Cloud Platform, Go, C#, Microservices Architecture, GraphQL",82457,108620,Software Engineering
Junior Mobile Developer (iOS),Windemere Works,"Dublin, Ireland",Full-time,"Push Notifications, Mobile Performance Optimization, App Store Optimization, SwiftUI, Objective-C, Mobile CI/CD, Swift",55326,72633,Software Engineering
Intern Frontend Developer,Coral Platforms,"London, UK",Internship,"GraphQL Client (Apollo), Code Review Practices, Jest",20610,39446,Software Engineering
Senior Android Engineer,Nova Systems,"Los Angeles, CA",Full-time,"Mobile Performance Optimization, Android Studio, Mobile CI/CD, Jetpack Compose",101078,149439,Software Engineering
Lead Mobile Engineer,Silverbrook Platforms,"Amsterdam, Netherlands",Full-time,"Mobile Performance Optimization, Dart, System Design, Code Review Practices, Mobile App Architecture, Flutter",131831,167951,Software Engineering
Junior iOS Engineer,Basalt Platforms,"Raleigh, NC",Contract,"Objective-C, Swift, iOS Development, Mobile App Architecture, Mobile Performance Optimization, Mobile CI/CD, App Store Optimization, REST API Design",64544,77449,Software Engineering
Intern Full Stack Engineer,Wrenfield Platforms,"Raleigh, NC",Internship,"System Design, Jest, TypeScript, REST API Design, Kubernetes",23098,32979,Software Engineering
Senior Mobile Engineer,Palisade Platforms,"Raleigh, NC",Full-time,"Cross-platform Development, Mobile App Architecture, Distributed Systems, React Native, Mobile CI/CD, Dart",103335,146783,Software Engineering
iOS Engineer,Palisade Platforms,"Los Angeles, CA",Contract,"Swift, App Store Optimization, Mobile CI/CD, Mobile App Architecture, Objective-C, Continuous Integration",78373,107898,Software Engineering
Intern Software Engineer,Palisade Systems,Remote,Internship,"Code Review Practices, HTML, Cassandra, gRPC, React, MySQL, Webpack, JavaScript",21583,39638,Software Engineering
Senior Mobile Engineer,Thistledown Platforms,"Washington, DC",Full-time,"Kotlin Multiplatform, Team Leadership, System Design, Mobile CI/CD, Cross-platform Development, React Native, REST API Design, Mobile Performance Optimization",102988,148664,Software Engineering
Staff Full Stack Developer,Emberfield Systems,"Seattle, WA",Full-time,"FastAPI, Angular, gRPC, PostgreSQL, Ruby on Rails, Kotlin",142010,166172,Software Engineering
