title,company,location,type,skills_required,salary_min,salary_max,category
Senior CRM Manager,Granite Systems,"London, UK",Internship,"CRM Management, HubSpot, Customer Retention Strategy, Salesforce, Sales Forecasting, Marketing Automation",20599,42000,"Marketing, Sales & Growth"
Principal UI Designer,Ashenfall Product Co,"Amsterdam, Netherlands",Full-time,"UX Research, Responsive Design, Adobe Illustrator, InVision",149804,176857,Design
Staff Project Manager,Millbrook Distribution Group,"Toronto, ON",Full-time,"Agile Methodology, Vendor Coordination, Time Management, Scrum, Portfolio Management",139588,155291,Project & Program Management
Intern Product Manager,Copperhaven UX,"Boston, MA",Full-time,"Stakeholder Management, Scrum, SAFe (Scaled Agile Framework), Roadmap Planning, User Story Mapping, Requirements Gathering",28807,39212,Product
Junior Marketing Automation Specialist,Bluepeak Brands,"Chicago, IL",Full-time,"Email Marketing, CRM Management, Lead Generation, Marketing Analytics, HubSpot, Marketing Automation",56900,75559,"Marketing, Sales & Growth"
Junior Computer Vision Engineer,Copperfield Compute Labs,Remote,Full-time,"Computer Vision, Python,  Deep Learning , OpenCV, Docker, PyTorch",60219,66446,Data & Analytics
Staff Backend Developer,Northwind Systems,Singapore,Full-time,"Google Cloud Platform, Go, CI/CD Pipelines, Message Queues (RabbitMQ)",143369,179667,Software Engineering
Junior Visual Designer,Pinehollow UX,Remote,Full-time,"Accessibility (WCAG), Accessibility Design, User Research, Figma, UX Research, Design Thinking, Prototyping, Stakeholder Management",57374,83085,Design
Lead Product Analyst,Hazelwick Design,"Boston, MA",Full-time,"Customer Journey Mapping, Competitive Analysis, Jira, Kanban, Stakeholder Management, Scrum, A/B Test Design, Product Management, Interpersonal Skills",133056,174840,Product
Junior AI Research Engineer,Pinecrest Quantum Systems,"Berlin, Germany",Full-time,"Reinforcement Learning, Computer Vision, Technical Writing, Hugging Face Transformers, Large Language Models",62168,74450,Data & Analytics
Senior QA Analyst,Redwood Data Systems,Remote,Internship,"Agile Methodology, Playwright, Bug Tracking",86218,132272,QA & Testing
Lead 3D Graphics Engineer,Zenith Mechatronics,Remote,Full-time,"Unreal Engine, Data Visualization, Unity, C#, Augmented Reality Development",145193,172967,Software Engineering
Junior Medical Coding Data Specialist,Redwood Health Analytics,"Berlin, Germany",Part-time,"HL7, Electronic Health Records (EHR), Clinical Data Management, HIPAA Compliance, TensorFlow, Scikit-learn, Data Analysis",73781,78042,Health Data & Bioinformatics
Staff NLP Engineer,Onyx Digital Digital,"Toronto, ON",Full-time,"Python, Natural Language Processing, Deep Learning, Hugging Face Transformers",152538,175123,Data & Analytics
Senior Data Scientist,Granite Digital Group,"Boston, MA",Full-time,"NumPy, Statistics, A/B Testing, Pandas",139673,162407,Data & Analytics
Manager Demand Generation Manager,Pinnacle Networks,"Denver, CO",Internship,"CRM Management, Paid Search Advertising, Marketing Analytics, Lead Generation",26539,42000,"Marketing, Sales & Growth"
Principal Network Administrator,Windmere Data Solutions,"San Francisco, CA",Part-time,"Load Balancers (F5), Critical Thinking, DNS Administration, IPv6",160486,186668,DevOps & Infrastructure
Junior Mobile Developer (iOS),Palisade Systems,"Boston, MA",Full-time,"SwiftUI, Mobile App Architecture, App Store Optimization, Mobile CI/CD",56112,74787,Software Engineering
Principal Product Designer,Nightshade UX,Remote,Full-time,"User Research, Wireframing, Prototyping",154522,190366,Design
Procurement Manager,Kingsford Supply Group,"Chicago, IL",Full-time,"Procurement, Data Analysis, Contract Negotiation, KPI Development, Risk Management, Budgeting & Forecasting",75507,92494,Supply Chain
"Engineering Manager, Mobile",Vertex Platforms,"San Francisco, CA",Contract,"App Store Optimization, Agile Methodology, Push Notifications, Jetpack Compose, Android Development, System Design, Mobile App Architecture, Domain-Driven Design",121108,168377,Software Engineering
Mid-level Infrastructure Engineer,Frostpeak Systems Networks,"San Francisco, CA",Part-time,"Git, VoIP Systems, AWS Lambda, Prometheus, Cloud Architecture",80888,109842,DevOps & Infrastructure
Data Science Manager,Bluepeak Neural Works,"Toronto, ON",Full-time,"Cross-functional Collaboration, Machine Learning, Stakeholder Management, Statistics",128610,146176,Data & Analytics
Associate Product Manager,Hazelwick Design,"Sydney, Australia",Full-time,"Competitive Analysis, Market Research, Kanban, Product Management, Business Analysis, Stakeholder Management",124807,154861,Product
Senior Strategy & Operations Manager,Harborline Technologies,"San Francisco, CA",Full-time,"Business Analysis, KPI Development, Vendor Management, Stakeholder Management, Data-Driven Decision Making, Budgeting & Forecasting, Agile Methodology, Cost-Benefit Analysis",96362,106429,Business Operations
Junior Cross-platform Mobile Engineer,Hollow Foundry,"San Francisco, CA",Full-time,"Mobile CI/CD, In-app Purchases, Objective-C for iOS, Mobile App Architecture, Kotlin Multiplatform, Xamarin",70592,81481,Software Engineering
Staff Frontend Developer,Lattice Systems,Remote,Contract,"Figma, GraphQL Client (Apollo), Vite",145285,174325,Software Engineering
Intern Interaction Designer,Sterling Vale Tech,Singapore,Internship,"UI Design, Usability Testing, Sketch, Interpersonal Skills",29701,37006,Design
Senior DevOps Engineer,Northgate Systems Tech,Remote,Internship,"Feature Flags, Git, Google Kubernetes Engine, GitLab CI, Version Control",111007,138917,DevOps & Infrastructure
Junior Manual QA Tester,Rigortest Software,Remote,Full-time,"Test Case Design, JavaScript, Jest, Accessibility Testing, Quality Assurance, Playwright, Exploratory Testing, Jira",48445,70493,QA & Testing
Senior Mobile Engineer,Crestline Robotics Group,"San Francisco, CA",Full-time,"Mentoring, Domain-Driven Design, Mobile CI/CD, Load Balancing, Kotlin Multiplatform, Dart, Mobile App Architecture, Mobile Performance Optimization",101948,138787,Software Engineering
Full Stack Engineer,Solstice Robotics Group,Remote,Part-time,"System Design, Caching Strategies, Vite, React, TypeScript, GraphQL",78629,109842,Software Engineering
Intern UX Designer,Clearwater UX Studio,Remote,Internship,"Design Systems, Information Architecture, Adobe Illustrator, UI Design, Usability Testing, Design Thinking",29201,39229,Design
Lead Cloud Infrastructure Engineer,Brightwell Circuit Works,Remote,Full-time,"Network Automation, Active Directory, SD-WAN, Splunk",135013,160129,DevOps & Infrastructure
Full Stack Developer,Pinecrest Cloud Labs,"Washington, DC",Contract,"Communication, Sass, GraphQL, CSS, Java, Express.js, Ruby",79000,103625,Software Engineering
Payroll Specialist,Brambleton Holdings,"Toronto, ON",Full-time,"QuickBooks, Competitive Intelligence, Supply Chain Analysis, NetSuite, Business Development",73842,79668,"Business, Finance & Analytics"
Senior HIPAA Compliance Engineer,Ironwood Care Technologies,Remote,Full-time,"Health Informatics, Population Health Analytics, Docker, System Design",124214,135760,Health Data & Bioinformatics
Senior Associate Product Manager,Harborlight UX,"Sydney, Australia",Part-time,"Competitive Analysis, Feature Prioritization, A/B Test Design, Stakeholder Management, Business Analysis, Data-Driven Decision Making, Roadmap Planning",121683,145445,Product
Senior Affiliate Marketing Manager,Lumen Studio,"Miami, FL",Full-time,"Marketing Analytics, Affiliate Marketing, Conversion Rate Optimization, Lead Generation, Communication",100986,125995,"Marketing, Sales & Growth"
Mid-level Healthcare Software Engineer,Windmere Bridge Tech,"Atlanta, GA",Full-time,"System Design, Amazon Web Services, Cerner, Communication",99837,110009,Health Data & Bioinformatics
Senior UX Researcher,Pinehollow UX,"San Francisco, CA",Internship,"Interaction Design, UI Design, Accessibility (WCAG), Excel",106615,133877,Design
Junior Test Automation Engineer,Anchorpoint Systems,"Chicago, IL",Full-time,"Quality Assurance, Test Case Design, SQL, Mobile Testing, Pytest, Test Plan Development",58435,79819,QA & Testing
Senior Director of Operations,Saltmarsh Supply Co,"Atlanta, GA",Full-time,"KPI Development, Data-Driven Decision Making, P&L Management, Git, Process Improvement, Cost-Benefit Analysis",105240,114908,Business Operations
Intern Mobile Engineer,Wrenfield Platforms,Remote,Internship,"Dart, Mobile App Architecture, React Native, REST API Design, Mobile Performance Optimization, Mobile CI/CD, Flutter",20007,39925,Software Engineering
Senior Cloud Infrastructure Engineer,Deepwater Node Networks,"Bengaluru, India",Full-time,"Network Automation, GitLab, SD-WAN, IPv6, Load Balancers (F5), Docker Compose, PagerDuty",123304,152160,DevOps & Infrastructure
Growth Product Manager,Glimmerwell Labs,"Toronto, Canada",Full-time,"Requirements Gathering, OKRs, Scrum, Business Analysis, Product Discovery, User Story Mapping",80315,103718,Product
Financial Analyst Manager,Summit Advisory Group,"Chicago, IL",Full-time,"Contract Negotiation, Excel Financial Modeling, P&L Management, NetSuite, Cost-Benefit Analysis, QuickBooks, Supply Chain Analysis",129448,142937,"Business, Finance & Analytics"
Senior Operations Analyst,Thornwood Asset Management,"New York, NY",Full-time,"Competitive Intelligence, Negotiation, Budgeting & Forecasting, Excel, P&L Management, Supply Chain Analysis, Pricing Strategy",105377,118951,Business Operations
Engineering Manager,Northwind Systems,"Washington, DC",Full-time,"Git, Tailwind CSS, Vite, Jest",128803,150244,Software Engineering
Mid-level Network Engineer,Marbleton Fleet Technologies,Remote,Part-time,"Active Directory, DNS Administration, SD-WAN",93419,102015,DevOps & Infrastructure
Senior Payroll Specialist,Kestrel Asset Management,Remote,Full-time,"Competitive Intelligence, Business Development, NetSuite, Stakeholder Management, Accounting Principles, Risk Management, Financial Analysis",122180,133338,"Business, Finance & Analytics"
Staff UX Researcher,Aldergate Product,Remote,Full-time,"Motion Design, Usability Testing, UI Design, Interaction Design, Miro, Accessibility (WCAG), Persona Development, UX Research",151388,181872,Design
Software Developer,Hollowreach Systems,"Sydney, Australia",Full-time,"Google Cloud Platform, Accessibility (WCAG), Sass, Distributed Systems, Scrum, Docker",80935,109813,Software Engineering
Software Engineer,Vertex Systems,Singapore,Contract,"Distributed Systems, MySQL, Flask, Technical Writing",87036,108459,Software Engineering
Staff Bookkeeper,Foxglen Advisory Group,Remote,Full-time,"Financial Analysis, Git, Accounting Principles, Vendor Management",168041,177880,"Business, Finance & Analytics"
Site Reliability Manager,Marbleton Fleet Technologies,Remote,Internship,"Mentoring, GitLab, Puppet, AWS Lambda, AWS RDS",137349,171173,DevOps & Infrastructure
iOS Engineer,Foxglove Cloud Labs,"Denver, CO",Full-time,"Objective-C, Push Notifications, Mobile CI/CD",87909,109946,Software Engineering
Mid-level Health Data Scientist,Redwood Bio Systems,"Denver, CO",Contract,"TensorFlow, Deep Learning, Apache Spark, SQL, A/B Testing, Medical Coding (ICD-10), Cerner, Clinical Data Management",81658,98181,Health Data & Bioinformatics
Lead Backend Engineer,Harborline Robotics Group,Remote,Full-time,"Caching Strategies, MySQL, Express.js, Docker, Microservices Architecture, Amazon Web Services, Redis",138802,170414,Software Engineering
Junior Marketing Automation Specialist,Falconhurst Systems,"New York, NY",Full-time,"Marketing Automation, CRM Management, Lead Generation, HubSpot, Marketing Analytics",60865,79795,"Marketing, Sales & Growth"
Junior NLP Engineer,Copperfield Insight Labs,"Vancouver, BC",Part-time,"Python, Generative AI, Statistics, Large Language Models",65298,76524,Data & Analytics
Intern SOC Analyst,Verityloop Digital,"Seattle, WA",Full-time,"Secure Code Review, VPN Configuration, Vulnerability Assessment, Incident Response, Security Auditing",18535,44335,Security
Mid-level Observability Engineer,Marbleton Fleet Technologies,Remote,Full-time,"PowerShell, Microsoft Azure, Amazon Web Services",89268,107454,DevOps & Infrastructure
Senior Observability Engineer,Harborline Node Software,"New York, NY",Full-time,"Bash, Ruby, Grafana, Chef, Shell Scripting, Prometheus",112047,153849,DevOps & Infrastructure
Junior Solidity Developer,Hollow Foundry,"New York, NY",Full-time,"Decentralized Finance (DeFi), Node.js, Distributed Ledger Technology, Cryptography",60471,84060,Software Engineering
Associate Product Manager,Fieldstone Digital Labs,"Denver, CO",Full-time,"Competitive Analysis, data-driven decision making, A/B Test Design, Kanban",125585,146325,Product
Full Stack Engineer,Solstice Robotics Group,"Seattle, WA",Contract,"Mentoring, FastAPI, Python",76134,109039,Software Engineering
Junior Mobile Engineer,Ashgrove Systems,"New York, NY",Contract,"Mobile App Architecture, Cross-platform Development, Dart, Mobile CI/CD, Kotlin Multiplatform",58018,79482,Software Engineering
Intern Data Analyst,Cascadia Data Ventures,"Sydney, Australia",Internship,"Data Storytelling, Power BI, Excel, Scrum",27839,39073,Data & Analytics
Lead Virtual Reality Developer,Northgate Software,Remote,Full-time,"Virtual Reality Development, Unreal Engine, Machine Learning, C++, 3D Graphics, Unity",153438,162286,Software Engineering
Junior Cloud Operations Engineer,Windmere Pulse Tech,"Sydney, Australia",Internship,"Load Balancers (F5), Network Automation, Virtualization (VMware), SD-WAN, Service Mesh (Istio), TCP/IP",66311,76795,DevOps & Infrastructure
Senior Frontend Developer,Harborline Platforms,"Amsterdam, Netherlands",Contract,"JavaScript, Webpack, vue.js, Cross-browser Compatibility, HTML, Next.js, Mentoring, Progressive Web Apps",104460,140549,Software Engineering
Junior Revenue Analyst,Brightpath Solutions Group,"Dallas, TX",Part-time,"Vendor Management, KPI Development, Risk Management, QuickBooks, Pricing Strategy, NetSuite, SAP, Cost-Benefit Analysis",71800,75726,"Business, Finance & Analytics"
Mid-level Machine Learning Engineer,Windward Vector Partners,"Berlin, Germany",Full-time,"TensorFlow, Jira, Python, Apache Spark",99475,113714,Data & Analytics
Senior Clinical Systems Engineer,Amberfield Systems,"Toronto, Canada",Part-time,"Clinical Data Management, HL7, Docker, MySQL, Project Management",138072,149009,Health Data & Bioinformatics
Business Analyst Intern,Bluepeak Investment Partners,Remote,Internship,"Investment Analysis, NetSuite, Cost-Benefit Analysis, SAP, Supply Chain Analysis, Pricing Strategy, Vendor Management",25471,29948,"Business, Finance & Analytics"
Principal Scrum Master,Pinegrove Freight Co,"Dublin, Ireland",Full-time,"Agile Methodology, Vendor Coordination, Scrum, PRINCE2, Time Management, SAFe (Scaled Agile Framework)",139066,148787,Project & Program Management
Junior Mobile Engineer,Thistledown Systems,Remote,Full-time,"REST API Design, Dart, Flutter",55010,77381,Software Engineering
Junior Quality Assurance Engineer,Blueforge Cyber,"Chicago, IL",Part-time,"Jira, Mobile Testing, Bug Tracking",54334,74493,QA & Testing
Lead Health Data Engineer,Redwood Health Analytics,"Denver, CO",Full-time,"Apache Spark, TensorFlow, Docker, REST API Design, Microservices Architecture, Project Management",154418,169094,Health Data & Bioinformatics
Junior Risk Manager,Highfield Financial Group,"San Francisco, CA",Full-time,"Pricing Strategy, Excel Financial Modeling, Budgeting & Forecasting, Supply Chain Analysis, QuickBooks, Data-Driven Decision Making",58587,64950,"Business, Finance & Analytics"
Mid-level NLP Engineer,Crestline Bridge Analytics,"Dublin, Ireland",Full-time,"Statistics, Hugging Face Transformers, Prompt Engineering, Critical Thinking, Natural Language Processing, Deep Learning, Large Language Models",91197,106491,Data & Analytics
Frontend Engineer,Onyx Systems,"Portland, OR",Full-time,"CSS, TypeScript, Webpack, Jest, GraphQL Client (Apollo)",89161,106557,Software Engineering
DevOps Manager,Cobalt Data Software,"Boston, MA",Internship,"CloudFormation, Version Control, Monorepo Management, Feature Flags, GitLab",129831,165554,DevOps & Infrastructure
Junior Backend Engineer,Foxglove Systems,"Portland, OR",Contract,"Java, Google Cloud Platform, Ruby",60553,72589,Software Engineering
Junior Manual QA Tester,Blueforge Cyber,"Chicago, IL",Part-time,"Quality Assurance, Unit Testing, Playwright, Pytest, Continuous Testing, SQL",47304,72121,QA & Testing
Frontend Engineer,Skyline Systems,Remote,Full-time,"Angular, HTML, Accessibility (WCAG), Webpack, Progressive Web Apps, Next.js, jQuery",83238,106384,Software Engineering
Junior Full Stack Developer,Wrenfield Platforms,"San Francisco, CA",Full-time,"Event-Driven Architecture, Java, Progressive Web Apps, Python, Vite, Go, Django, Bootstrap",62457,75852,Software Engineering
Senior Interaction Designer,Mistwood Labs,"Denver, CO",Contract,"UI Design, Responsive Design, Persona Development, Figma, Figma Prototyping, Sketch, Miro, Vendor Management",119366,142265,Design
Senior Mobile Developer (Android),Redwood Platforms,Remote,Full-time,"REST API Design, Jetpack Compose, Mobile CI/CD, Mobile Performance Optimization, Agile Methodology, Push Notifications, Mentoring",114695,136362,Software Engineering
Principal Backend Developer,Pinecrest Robotics Group,"Chicago, IL",Full-time,"C#, Agile Methodology, ASP.NET, PostgreSQL, DynamoDB, Go",151560,189716,Software Engineering
Intern Frontend Developer,Copperbend Foundry,"Austin, TX",Internship,"Accessibility (WCAG), Team Leadership, Progressive Web Apps, Jest, React",25611,38198,Software Engineering
Lead Network Administrator,Routewise Networks,Remote,Part-time,"Load Balancers (F5), IPv6, Documentation Best Practices, SD-WAN, Endpoint Security, Load Balancers (F5)",119305,155102,IT Support
Intern Genomics Data Analyst,Lucid Genomics,"Pittsburgh, PA",Full-time,"SQL, ETL Pipelines, Tableau, Natural Language Processing, Data Warehousing, Medical Coding (ICD-10)",21073,30386,Health Data & Bioinformatics
Mid-level Application Security Engineer,Sentinel Ridge Security,Remote,Full-time,"Application Security, Python, Vulnerability Assessment, OWASP",80371,117304,Security
Senior Analytics Engineer,Lumen Field IT,"Amsterdam, Netherlands",Full-time,"Business Intelligence, Data Warehousing, Snowflake, Looker, Power BI, dbt, Python",135881,152281,Data & Analytics
Intern Analytics Engineer,Thornfield Quantum Tech,Singapore,Internship,"Data Quality Management, Data Warehousing, Power BI, Tableau, SQL",27626,39192,Data & Analytics
Intern Product Analyst,Moonfern Studio,"Bangalore, India",Full-time,"KPI Development, Kanban, Scrum, Feature Prioritization, Jira, User Story Mapping, Data-Driven Decision Making",22557,35769,Product
IT Support Specialist,Hardwireline Support,Singapore,Full-time,"VPN Configuration, Network Routing & Switching, Active Directory, Virtualization (VMware), Endpoint Security, Load Balancers (F5), Collaboration",50721,77543,IT Support
Lead Full Stack Developer,Tidefall Robotics Group,"Boston, MA",Full-time,"DynamoDB, Docker, Mentoring, Node.js, CASSANDRA, GraphQL Client (Apollo), NestJS",134729,167480,Software Engineering
Mobile Developer,Vertex Industries,"Toronto, ON",Internship,"In-app Purchases, Kotlin Multiplatform, React Native, Jetpack Compose, Xamarin, Dart, Mobile Testnig",89992,98076,Software Engineering
Intern Population Health Analyst,Solace Health Solutions,Remote,Part-time,"HIPAA Security Rule, FHIR Standards, Epic Systems, Clinical Data Management, Healthcare Interoperability, Apache Spark, Team Leadership",23680,39687,Health Data & Bioinformatics
Financial Analyst Manager,Falcon Ridge Analytics,"Dallas, TX",Full-time,"P&L Management, Financial Analysis, Budgeting & Forecasting, NetSuite, Accounting Principles, Competitive Intelligence, Cost-Benefit Analysis, Vendor Management",121000,139546,"Business, Finance & Analytics"
Junior Full Stack Developer,Foxglove Systems,"Washington, DC",Full-time,"DynamoDB, MongoDB, Docker, Ruby, Angular, React, jQuery, HTML",58964,76761,Software Engineering
Mid-level Cloud Operations Engineer,Northgate Systems Solutions,Remote,Full-time,"New Relic, Vagrant, Virtualization (VMware), Chef",84057,109294,DevOps & Infrastructure
Junior Mobile Developer (iOS),Northwind Systems,"Austin, TX",Full-time,"Mobile CI/CD, iOS Development, Swift, REST API Design, Xcode, Mobile App Architecture",57748,71956,Software Engineering
Manager Procurement Specialist,Ashwater Consulting,"Boston, MA",Full-time,"NetSuite, Vendor Management, KPI Development",113613,136297,Supply Chain
Senior Internal Auditor,Brightpath Trust Group,"Charlotte, NC",Full-time,"Excel Financial Modeling, SAP, QuickBooks",111092,121906,"Business, Finance & Analytics"
Lead Frontend Developer,Bluepeak Platforms,"London, UK",Full-time,"Angular, Cross-browser Compatibility, Svelte, Sass, TypeScript, Storybook",130620,148877,Software Engineering
Staff EHR Integration Engineer,Optum HealthTech,"Raleigh, NC",Full-time,"Medical Coding (ICD-10), Healthcare Interoperability, Cerner, Amazon Web Services, CERNER",143687,167201,Health Data & Bioinformatics
Senior Software Developer,Pinecrest Systems,Remote,Full-time,"Microservices Architecture, Responsive Design, ASP.NET, Flask, Next.js",109556,148794,Software Engineering
Lead Mobile Developer (Android),Amber Robotics Group,"Boston, MA",Full-time,"Mobile CI/CD, Jetpack Compose, Mobile Performance Optimization, Mobile App Architecture, Android Development",144170,161798,Software Engineering
Principal AI Research Engineer,Brightwell Neural Partners,Remote,Contract,"Time Management, Vector Embeddings, Deep Learning, Natural Language Processing, Generative AI, Reinforcement Learning",170212,180966,Data & Analytics
Payroll Specialist,Elmgate Advisory Group,Remote,Contract,"QuickBooks, Vendor Management, Cost-Benefit Analysis, Critical Thinking, Procurement, KPI Development, Business Development",84704,95659,"Business, Finance & Analytics"
Senior Software Developer,Copperbend Platforms,Remote,Full-time,"Express.js, Code Review Practices, Bootstrap",122274,148107,Software Engineering
Intern Software Engineer,Cascadia Platforms,"Chicago, IL",Internship,"Figma, Material UI, Webpack, Express.js, Next.js, Jest, Sass, Scrum",24705,31778,Software Engineering
Product Owner,Goldleaf Product Studio,"Denver, CO",Full-time,"Product Management, Roadmap Planning, Requirements Gathering, A/B Test Design, OKRs, Competitive Analysis, Data-Driven Decision Making, Excel",82387,98298,Product
Lead Mobile Developer (Android),Gullhaven Robotics Group,"San Francisco, CA",Full-time,"Domain-Driven Design, Android Studio, Mobile Performance Optimization, Mobile CI/CD",141350,167787,Software Engineering
Junior NLP Engineer,Basecamp Quantum Works,Remote,Full-time,"TensorFlow, PyTorch, Natural Language Processing, Vector Embeddings, Deep Learning, Technical Writing, Large Language Models, Python",68685,77183,Data & Analytics
Senior Network Administrator,Cascade Field Systems Group,"Berlin, Germany",Full-time,"Active Directory, SD-WAN, Network Monitoring, Continuous Deployment, Mentoring, Network Automation, Network Routing & Switching",108888,139361,DevOps & Infrastructure
Senior Penetration Tester,Quietstone Security,"Chicago, IL",Full-time,"Firewall Configuration, SOC 2 Compliance, Linux Administration, TCP/IP",112153,163455,Security
Junior Associate Product Manager,Marlowe Bridge Product,"Atlanta, GA",Full-time,"Agile Methodology, Data-Driven Decision Making, MARKET RESEARCH, Requirements Gathering, KPI Development, Jira, Competitive Analysis, Product Discovery",58477,77286,Product
Lead Business Intelligence Analyst,Granite Cloud Digital,Remote,Part-time,"Excel VBA, SQL, Data Modeling, Power BI, Business Intelligence",154052,176737,Data & Analytics
Software Developer,Copperbend Systems,"Berlin, Germany",Contract,"Figma, Progressive Web Apps, gRPC, PostgreSQL, Express.js, Tailwind CSS",77097,107796,Software Engineering
VP of Sales,Crestline Group,"Los Angeles, CA",Full-time,"Marketing Analytics, Public Relations, Market Research, CRM Management, Sales Forecasting, Presentation Skills",146080,155797,"Marketing, Sales & Growth"
Lead Software Developer,Granite Systems,"Sydney, Australia",Full-time,"Microsoft Azure, REST API Design, Hexagonal Architecture, Vite, Amazon Web Services, Bootstrap",134189,174461,Software Engineering
BI Developer,Pinecrest Financial Services,"London, UK",Full-time,"Budgeting & Forecasting, QuickBooks, Data-Driven Decision Making, NetSuite, Cost-Benefit Analysis, Contract Negotiation, SQL, Business Development",95125,101611,Data & Analytics
FP&A Analyst Intern,Fernbrook Solutions Group,"Seattle, WA",Internship,"Cost-Benefit Analysis, Procurement, Business Development, Competitive Intelligence",34196,40845,"Business, Finance & Analytics"
Staff Revenue Analyst,Lakeshore Trust Group,"Boston, MA",Part-time,"Supply Chain Analysis, Financial Analysis, QuickBooks, Presentation Skills",154837,165691,"Business, Finance & Analytics"
iOS Engineer,Wrenfield Systems,"New York, NY",Contract,"REST API Design, Mobile Performance Optimization, SwiftUI, APP STORE OPTIMIZATION",86173,99152,Software Engineering
Junior Social Media Coordinator,Lumen Cloud Labs,Remote,Full-time,"Social Media Marketing, Content Marketing, Paid Social Advertising, Collaboration",63345,74407,"Marketing, Sales & Growth"
Manager Affiliate Marketing Manager,Vertex Bridge Tech,"Miami, FL",Full-time,"Affiliate Marketing, Digital Marketing, Conversion Rate Optimization, Marketing Analytics, Lead Generation, Project Management",119837,149245,"Marketing, Sales & Growth"
Senior QA Analyst,Vanguard Mesh Systems,"Chicago, IL",Full-time,"Load Testing (JMeter), Jira, Python, Test Plan Development, Continuous Testing, Jest",83116,126904,QA & Testing
Frontend Developer,Ashgrove Platforms,Remote,Part-time,"Vue.js, HTML, JavaScript, Material UI, Accessibility (WCAG), Sass, Bootstrap",75673,109563,Software Engineering
IT Infrastructure Manager,Lumina Signal Systems Group,Remote,Full-time,"Critical Thinking, Feature Flags, GitLab, Azure DevOps, DevSecOps",135396,166302,DevOps & Infrastructure
Quality Assurance Engineer,Northwind Analytics,"Dallas, TX",Full-time,"Unit Testing, Presentation Skills, Performance Testing, Python, Selenium, API Testing, JavaScript",68710,104196,QA & Testing
Intern Clinical Data Analyst,Cascadia Medical Systems,"Washington, DC",Full-time,"Healthcare Interoperability, Telehealth Systems, Clinical Data Management, Cerner, HIPAA Security Rule, Machine Learning, Deep Learning, TensorFlow",30736,38474,Health Data & Bioinformatics
Senior Healthcare Interoperability Engineer,Foxglove Medical Systems,Remote,Full-time,"HL7, Electronic Health Records (EHR), Health Informatics, Medical Coding (ICD-10), Population Health Analytics, Kubernetes, System Design, REST API Design",114129,138328,Health Data & Bioinformatics
Revenue Analyst,Harborline Holdings,"Atlanta, GA",Full-time,"Contract Negotiation, QuickBooks, Accounting Principles, SAP, Risk Management",99833,111576,"Business, Finance & Analytics"
Senior Full Stack Engineer,Basalt Platforms,"Los Angeles, CA",Full-time,"jQuery, Redis, Hexagonal Architecture, Message Queues (RabbitMQ), NestJS, System Design",100106,149840,Software Engineering
Supply Chain Coordinator,Nettlefield Ventures,"Chicago, IL",Full-time,"Critical Thinking, Risk Management, Cost-Benefit Analysis, Budgeting & Forecasting, Vendor Management, Supply Chain Analysis, SAP, Excel Financial Modeling",79580,98548,Supply Chain
Senior Spatial Computing Engineer,Emberline Mechatronics,"Seattle, WA",Internship,"Virtual Reality Development, Sensor Integration, Python, Data Visualization, Unreal Engine, C++, C#, Computer Vision, Agile Methodology",115281,140887,Software Engineering
Senior Health Analytics Manager,Marrow Bridge Tech,"Chicago, IL",Full-time,"Machine Learning, Tableau, Data Analysis, ETL Pipelines, Pandas, Population Health Analytics, Healthcare Interoperability, FHIR Standards",136009,147463,Health Data & Bioinformatics
Senior Software Engineer,Copperbend Works,Remote,Contract,"Tailwind CSS, GraphQL Client (Apollo), Cassandra, Java, Microservices Architecture, Communication, Next.js, Caching Strategies",105035,131452,Software Engineering
Manager Digital Marketing Manager,Cobalt Bridge Tech,Remote,Part-time,"Marketing Automation, Digital Marketing, Email Marketing, SEO, Paid Social Advertising, Paid Search Advertising, Collaboration",69125,75050,"Marketing, Sales & Growth"
Staff Financial Planning Analyst,Oakhaven Accounting Partners,"Atlanta, GA",Full-time,"ACCOUNTING PRINCIPLES, P&L Management, KPI Development, SAP, Budgeting & Forecasting, Supply Chain Analysis",163460,174218,"Business, Finance & Analytics"
Help Desk Manager,Verityloop Digital,"Atlanta, GA",Full-time,"TCP/IP, Linux Administration, Active Directory, IPv6",125720,169281,IT Support
Senior SOC Analyst,Quietstone Security,"Chicago, IL",Full-time,"Amazon Web Services (AWS), Cloud Security, Cryptography, Application Security, Documentation Best Practices, Linux Administration, SIEM Tools",100742,152173,Security
Senior QA Analyst,Ironwood Systems,"Raleigh, NC",Full-time,"Accessibility Testing, Time Management, Jira, Python, Regression Testing, Test Plan Development, Cypress",86755,128905,QA & Testing
Junior Data Analyst,Onyx Pattern Studio,"Amsterdam, Netherlands",Contract,"Tableau, SQL, Problem Solving, Excel, Data Visualization",70121,81575,Data & Analytics
Bookkeeper Intern,Summit Solutions Group,"Charlotte, NC",Internship,"KPI Development, Supply Chain Analysis, Procurement, Risk Management, Investment Analysis, NetSuite",32781,40385,"Business, Finance & Analytics"
Senior Manual QA Tester,Assurewave Software,"Berlin, Germany",Contract,"CI/CD Pipelines, Performance Testing, Jira, Agile Methodology",84118,127309,QA & Testing
Junior Backend Engineer,Thistledown Platforms,"Los Angeles, CA",Full-time,"Caching Strategies, REST API Design, Ruby",60666,79990,Software Engineering
